id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5104603571421245	,P1VL75XJj,转发微博,,,,,2024-11-25T14:23:12,iPhone 14 Pro,0,0,0,,,2024-11-25 14:23:12,False,1869129414,VivienneBWA,5104600015963967	,P1VFnp1v1,关于颞下颌关节紊乱的自我调整👇🏻 ,,"https://wx3.sinaimg.cn/large/6f68a6c6gy1hvygbaie68j20wr19v46u.jpg,https://wx3.sinaimg.cn/large/6f68a6c6gy1hvygba4d4rj20wr19vtej.jpg,https://wx2.sinaimg.cn/large/6f68a6c6gy1hvygbaw3bsj20wr0vngsk.jpg",,,2024-11-25T14:09:05,iPhone 14 Pro,517,13,186,,,2024-11-25 14:09:05
5103091243814600	,P1ipSg0lO,卧蚕,,,,,2024-11-21T10:13:46,iPhone 14 Pro,0,0,0,,,2024-11-21 10:13:46,False,6245573524,好运ee,5102938620169348	,P1erI0I3q,推上看到的 图1这个卧蚕很爱 这个是免削的一号色吧 ,,"https://wx3.sinaimg.cn/large/006OFMYQgy1hvt5ilcwpaj30w01kw0wy.jpg,https://wx3.sinaimg.cn/large/006OFMYQgy1hvt5imoifpj316o1kwdva.jpg,https://wx2.sinaimg.cn/large/006OFMYQgy1hvt5ikis96j30wr177q4t.jpg",,,2024-11-21T00:07:18,iPhone 15,970,17,82,,,2024-11-21 00:07:18
