id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5104945974215084	,P24FnhGxe,"最近刷到了一些医生的黑料 感觉整容这件事真的是仁者见仁 我之前植发的医生也曾被整圈大博主疯狂骂过 不过我觉得他给我做的还不错 除了下至医生我发现我做的所有整容项目都挺满意的 可能我就是要求低
 其实下至也不是不满意 就是后来我有点接受不了下至带来的并发症有点后悔 好看还是好看的 ",,,,,2024-11-26T13:03:47,iPhone客户端,0,1,0,,,2024-11-26 13:03:47,True
