id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106006579480266	,P2wg1DMfw,29拿下三盒！！！！欧诗漫 ！！！ ,,https://wx4.sinaimg.cn/large/006r1Cxygy1hw2xv91kbyj30zo17v124.jpg,,,2024-11-29T11:18:16,,23,21,10,,,2024-11-29 11:18:16,True
5105979177304430	,P2vxPuEdo,"49任选四副！！海昌！！！！
 ",,https://wx2.sinaimg.cn/large/006r1Cxygy1hw2upuy3qrj30zo18iwpy.jpg,,,2024-11-29T09:29:23,,28,22,10,,,2024-11-29 09:29:23,True
5105835153297660	,P2rNxdPS4,- ,,"https://wx2.sinaimg.cn/large/006r1Cxygy1hw2e6e0ichj31sg1sgqcx.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hw2e6efqblj31sg1sgk1f.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hw2e6fcko1j31sg1sgqdj.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hw2e6dmbb1j31sg1sgak4.jpg",,,2024-11-28T23:57:05,,892,32,17,,,2024-11-28 23:57:05,True
5105834317054443	,P2rMbtBbl,- ,,"https://wx4.sinaimg.cn/large/006r1Cxygy1hw2e2xo2exj31hq1z4wo0.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hw2e30i6c3j31hg1z4k0f.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hw2e2yof1yj31sg2dsap4.jpg",,,2024-11-28T23:53:45,,642,23,18,,,2024-11-28 23:53:45,True
5105614641957069	,P2m3S8d7D,68拿下四盒！！！！斐思妮！！！！ ,,https://wx2.sinaimg.cn/large/006r1Cxygy1hw1ourp7cxj30zo1grapv.jpg,,,2024-11-28T09:20:51,,29,22,10,,,2024-11-28 09:20:51,True
5105074411672684	,P280x718M,- ,,https://wx1.sinaimg.cn/large/006r1Cxygy1hvzyt5cl6wj31oh1ohgxb.jpg,,,2024-11-26T21:34:10,,822,17,15,,,2024-11-26 21:34:10,True
5104729392939470	,P1Z23ckGO,- ,,"https://wx3.sinaimg.cn/large/006r1Cxygy1hvyv6aqv2rj31sg2dstn3.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvyv6l0i19j31sg2ds7jq.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvyv6i7iofj31sg2dsh20.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvyv6d67tyj31sg2dsk6v.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvyv6np62ij31sg2dsqjz.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvyv68jufrj31sg2dsqj3.jpg",,,2024-11-25T22:43:11,,2368,37,26,,,2024-11-25 22:43:11,True
5104728189438855	,P1Z06DBtB,- ,,"https://wx4.sinaimg.cn/large/006r1Cxygy1hvyv1ms7alj31hc1z4131.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvyv1owx01j31hc1z4k4i.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvyv1ky9fuj31hc1z44bp.jpg",,,2024-11-25T22:38:24,,975,26,24,,,2024-11-25 22:38:24,True
5104374877520134	,P1POfvyku,- ,,"https://wx2.sinaimg.cn/large/006r1Cxygy1hvxqgpn1ccj31sc2jjtrz.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvxqgtawcrj31sc2kkk9o.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvxqgwfl8kj31sc2q34ig.jpg",,,2024-11-24T23:14:27,,1231,32,18,,,2024-11-24 23:14:27,True
5104374626386368	,P1PNQqNnW,- ,,"https://wx4.sinaimg.cn/large/006r1Cxygy1hvxqfmf2auj31rk2cltpf.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvxqfokm1yj31r72c5k4b.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvxqfjroa8j31m325bk3f.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvxqfqplsij31jm2214a3.jpg",,,2024-11-24T23:13:28,,1863,29,30,,,2024-11-24 23:13:28,True
5104374130413060	,P1PN31Jsg,- ,,"https://wx2.sinaimg.cn/large/006r1Cxygy1hvxqdnl3fej31sc1sczzd.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvxqdkccu5j31sc1scqjb.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvxqdsrtt1j31pf1pfnas.jpg,https://wx4.sinaimg.cn/large/006r1Cxygy1hvxqdq8ovnj31ib1ibwpc.jpg",,,2024-11-24T23:11:30,,859,28,27,,,2024-11-24 23:11:30,True
5104009161741007	,P1Gio7iUL,- ,,"https://wx4.sinaimg.cn/large/006r1Cxygy1hvwkf80zfvj31401hcjyk.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvwkfa47myj31401hcahv.jpg,https://wx4.sinaimg.cn/large/006r1Cxygy1hvwkfc9oi5j31401hcqaq.jpg",,,2024-11-23T23:01:15,,767,23,15,,,2024-11-23 23:01:15,True
5104002948141497	,P1G8my9Yt,- ,,"https://wx1.sinaimg.cn/large/006r1Cxygy1hvwjqq6grhj31hc1z4nbw.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvwjqwt6wyj32192pp4oj.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvwjr4tjamj31hc1z4h14.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvwjr0nx2kj31hc1z4du4.jpg",,,2024-11-23T22:36:33,,1543,47,41,,,2024-11-23 22:36:33,True
5104001815416450	,P1G6xmJ46,- ,,"https://wx3.sinaimg.cn/large/006r1Cxygy1hvwjlzefutj31sg1sgdss.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvwjm28by6j31sg1sgnas.jpg,https://wx4.sinaimg.cn/large/006r1Cxygy1hvwjmfro1nj31sg1sggyr.jpg",,,2024-11-23T22:32:03,,1149,33,17,,,2024-11-23 22:32:03,True
5103659761798717	,P1xcQ7xVz,🍁 ,,"https://wx3.sinaimg.cn/large/006r1Cxygy1hvvgc1fj7tj31hc1z4ndb.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvvgc51i9bj31hc1z44ed.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvvgc8g6izj31hc1z47im.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvvgbxvmxej31hc1z4aq7.jpg",,,2024-11-22T23:52:51,,740,31,25,,,2024-11-22 23:52:51,True
5103655814695261	,P1x6tjHs1,- ,,"https://wx4.sinaimg.cn/large/006r1Cxygy1hvvfvtctctj31kw1kwwlm.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvvfvljjv1j31sg1sg11n.jpg,https://wx4.sinaimg.cn/large/006r1Cxygy1hvvfvp363pj31sg2ds177.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvvfvj9lxjj31sg2dsws3.jpg",,,2024-11-22T23:37:10,,3314,39,49,,,2024-11-22 23:37:10,True
5103312320071061	,P1oas0iu9,- ,,"https://wx3.sinaimg.cn/large/006r1Cxygy1hvucfmlitvj30vl165437.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvucfq6oo8j31pk2a37ka.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvucflevhqj316o1kw7cv.jpg",,,2024-11-22T00:52:15,,1054,28,25,,,2024-11-22 00:52:15,True
5103307985782871	,P1o3sogo7,- ,,https://wx1.sinaimg.cn/large/006r1Cxygy1hvubxqc81lj31sg2ds17y.jpg,,,2024-11-22T00:35:01,,4993,53,33,,,2024-11-22 00:35:01,True
5102929104867798	,P1ecmkqkS,❄️ ,,"https://wx1.sinaimg.cn/large/006r1Cxygy1hvt4duv7b4j31jw22jwmd.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvt4dz4hrfj31vk2i3k27.jpg,https://wx1.sinaimg.cn/large/006r1Cxygy1hvt4ebfkcgj31vl2i4ndj.jpg,https://wx4.sinaimg.cn/large/006r1Cxygy1hvt4e2913bj31xw2l749a.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvt4eij1gyj31vl2i4ncy.jpg,https://wx3.sinaimg.cn/large/006r1Cxygy1hvt4ef00tkj31vl2i4duq.jpg",,,2024-11-20T23:29:29,,973,35,44,,,2024-11-20 23:29:29,True
5102919462947975	,P1dWOcmTZ,- ,,https://wx4.sinaimg.cn/large/006r1Cxygy1hvt3bfp7nnj30v91327gy.jpg,,,2024-11-20T22:51:10,,241,14,12,,,2024-11-20 22:51:10,True
5102795529391640	,P1aIUDpc4,- ,,"https://wx4.sinaimg.cn/large/006r1Cxygy1hvsp2xr6k7j31sc2dskhi.jpg,https://wx2.sinaimg.cn/large/006r1Cxygy1hvsp2x0fcvj31sc2dshbq.jpg,https://wx4.sinaimg.cn/large/006r1Cxygy1hvsp2zdmk9j31sc2dshdt.jpg,https://wx4.sinaimg.cn/large/006r1Cxygy1hvsp2yhlarj31sc2dshcs.jpg",,,2024-11-20T14:38:42,,536,19,18,,,2024-11-20 14:38:42,True
5102570699754962	,P14ShEVI6,- ,,https://wx1.sinaimg.cn/large/006r1Cxygy1hvrz9gk0mgj32c03407wh.jpg,,,2024-11-19T23:45:19,,4039,51,39,,,2024-11-19 23:45:19,True
