id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106069183922799	,P2xT0gsuX,"［我的阿勒泰］
 啊啊啊这是我今年
第一件托卡真皮草~
好仙，最重要好显瘦穿着率好高❤️ ",,https://wx2.sinaimg.cn/large/6b7e3be5ly1hw3505h9w6j22c0373u10.jpg,,,2024-11-29T15:27:02,朋克的iPhone客户端,39,25,0,,,2024-11-29 15:27:02,True
5106061215008987	,P2xG9l147,洒个雪洒出了山崩的感觉🙈 ,,https://wx3.sinaimg.cn/large/6b7e3be5ly1hw344v6ncyj22b832zhdx.jpg,,,2024-11-29T14:55:22,朋克的iPhone客户端,59,36,0,,,2024-11-29 14:55:22,True
5106049562972402	,P2xnmctfY,"哈哈哈哈最近降温正好穿
，今天秒发，在新疆零下雪地里爬，一点都不冷，真的是在这爬
。//@这女人有点东西:
李大米/10.10【加绒弯刀裤】一条过冬厚度分长短款俏皮拼色腰头",,,,,2024-11-29T14:09:04,李大米Lidami的小店,12,19,0,,这女人有点东西,2024-11-29 14:09:04,False,1803434981,李大米Lidami,5089416389596717	,OBw7YEgxL,"我的身形（宽胯梨）穿市面上常规卫裤~（非加绒版）
vs
我们家加绒弯刀裤
上身对比~
都是浅色系对比，不拿深色比了，
深色会显瘦2圈⭕~ 
开款中，非常快速的在试样衣，在这过程中就随便拍了一下，所以结束的有点突然，私密马赛。
李大米Lidami的微博视频
 ",,,"https://f.video.weibocdn.com/o0/B3fG9pZdlx08iMIZkmJ201041200o1HF0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732872925&ssig=aD74seLhc%2B&KID=unistore,video",,2024-10-14T16:34:47,朋克的iPhone客户端,140,76,1,,,2024-10-14 16:34:47
5105634939503609	,P2mABDSk1,"回复@今天也要钱袋满满:三防的~~测试过
，也有三防吊牌🏷️~//@今天也要钱袋满满:大米这面料三防吗",,,,,2024-11-28T10:41:29,朋克的iPhone客户端,47,35,0,,"今天也要钱袋满满,今天也要钱袋满满",2024-11-28 10:41:29,False,1803434981,李大米Lidami,5105607139656005	,P2lRLEvY1,"𝟭𝟮/𝟭𝟭 𝟮𝟬:𝟬𝟬
叮叮✨
［酒心巧克力🍫］棉服❤️ ",,"https://wx3.sinaimg.cn/large/6b7e3be5ly1hw1pukukrlj22bu33sb2b.jpg,https://wx1.sinaimg.cn/large/6b7e3be5ly1hw134b4a2oj22bu33sx6q.jpg,https://wx4.sinaimg.cn/large/6b7e3be5ly1hw131k4apij21sc2dsqv5.jpg",,,2024-11-28T08:51:02,朋克的iPhone客户端,160,121,1,,,2024-11-28 08:51:02
5105607139656005	,P2lRLEvY1,"𝟭𝟮/𝟭𝟭 𝟮𝟬:𝟬𝟬
叮叮✨
［酒心巧克力🍫］棉服❤️ ",,"https://wx3.sinaimg.cn/large/6b7e3be5ly1hw1pukukrlj22bu33sb2b.jpg,https://wx1.sinaimg.cn/large/6b7e3be5ly1hw134b4a2oj22bu33sx6q.jpg,https://wx4.sinaimg.cn/large/6b7e3be5ly1hw131k4apij21sc2dsqv5.jpg",,,2024-11-28T08:51:02,朋克的iPhone客户端,160,121,1,,,2024-11-28 08:51:02,True
5105431339599931	,P2hidEhnB,"Hi
Hi
Hi
晚~
上~
好~
🦆~ ",,"https://wx1.sinaimg.cn/large/6b7e3be5ly1hw13u59rzkj22bo33kb2b.jpg,https://wx3.sinaimg.cn/large/6b7e3be5ly1hw142pyg1mj22c0340npd.jpg",,,2024-11-27T21:12:28,朋克的iPhone客户端,200,89,1,,,2024-11-27 21:12:28,True
5105416419412668	,P2gU9DuFe,脏东西……//@在也门钓鲑鱼:我以为是什么抽象文学，正准备找汪顺代一下。没想到是认真的。。。,,,,,2024-11-27T20:13:11,朋克的iPhone客户端,95,26,10,,在也门钓鲑鱼,2024-11-27 20:13:11,False,1191808911,石康,5105192393769108	,P2b4PfOw4,"14
画重点！
不好意思，恍惚间，以下一节有关我三十多年前的自我描述引起了轰动，现在点击量已越过了150万，评论数已到1千，比我的普通贴上升了一个数量级，还有可能持续升温下去，我的心潮起伏，再也按捺不住了！得意！难道沉寂已久的我会借此翻红？
我依次点击了所有参与这次群嘲的女积极分子，生怕错过哪怕是一个我很想操的女性，结果如释重负，让我不得不佩服我自己当年的直觉：就是不能操这些人的母亲！一个都不能操！现在还要加上女儿更不能操！不仅因为这两代女农民死活都看不上我，好像是尤其对我的相貌身材不满，（还有人认为我当年长的像现在的一网红留几手，一看就是搜图能力有待加强！），还因为我对她们也没性欲，加起来还真凑出了一个令人满意的两全其美！我们谁也别理谁！学学你们说句难听点的话吧，我这次能够顶住压力，没有公布自己的照片或视频，并不是怕自己长得难看，或是对自己的相貌缺乏应有的自信，主要是担心那些嘲笑我的那些女性朋友们对我产生生理上难以启齿及无法克制的欲望，在盯着或瞄着我的个人形象发泄兽欲时用力过猛，揪光了自己的阴毛，让脱毛店失去生意，这在当前经济形势下对我国普通就业人员无疑是一个沉重的打击，不好！
不过说这些并不是我在这里置顶加一段的原因，原因是：我计算后发现，毕竟嘲笑我的人也就千人规模，在170万巨大人群中只占千分之一，我惊喜地发现，除去这些SB后，还有很多有可能喜欢我的人，在此趁机声明，虽然有关我的过去我说的没瞎话，但毕竟已是遥远的过去了，更重要的是现在的我，今年56岁了，已正式决定把我在上下文提及的约炮故事写成剧本，完成后，明后年回国拍摄，我不仅会担任编剧，还要当制片人，导演及演员，就演我现在的自己，一个旅美回国作家，在剧中回国接手了一个婚配网站，专门为解决国产大龄剩女问题而成天忙个不停，焦头烂额，还和旧日朋友一起回忆了大家从少年到中年的一些故事。
值得一提的是，如果我能回国时把体重减至70公斤以下，极有可能久病复发，作为一个骨灰级的约炮人才，再次回炉国产约炮大军，我现在国内有一辆奔驰，一套北京二环内的165平精装公寓，我现在长得仍然一点都不难看，完全没有同龄人应有的饱经风霜的或是油腻的脸，能玩帆船和网球，我还有十年前在纽约和LA买的多达百件的整套夜店服，虽旧款，但全是真货，主要是Hermes,Brioni,Kiton,Zilli四个品牌，皮夹克跳舞裤什么的，完全没穿过，但试穿效果不错，我可以打包托运回国，用于约会。至于说到更私密的男性指标，那我们最好见面私聊，在此公布出来恐怕会引起不必要的热议，能透露一点的是：由于在美国的十几年间比较注重运动和饮食，我的各项身体性能指标基本良好，也许还有彩蛋！
至于我的性格，一句话：不错！
借此宝地发布一些我的个人信息，请相关女性把我也考虑在内。多谢！我觉得这一次给我赢得一次百万里挑一的宝贵机会，错过一定后悔终生！希望有意者约我！不求什么天长地久，只要暂时拥有！一生何求！
最后，至于那些参与群嘲的女性朋友们，我在这里劝你们一句，听不听随你：散了吧！我真不想操你们，而且坚持一个都不操！不操不操就不操！就不！偏不！绝不！死不！都是成年人了，软磨硬泡有意思吗？是吧？家走吧！你们别抱幻想了，以为吵吵得越欢就越有机会赢得我的关注？
老实说：很难。
真不是什么心都死了，而是，就是纯粹的对你们没兴趣和性趣！这话够直接了吧！
散了吧，你们这帮哈巴狗儿！
别叫了好不，邻居们都报警了，知道你们还有三秒就到高潮了，冲那流几手去吧——赶紧，迅猛！
为什么推荐？
就冲他这名字！明明就是鼓励你们往他手上流嘛！你们这会儿逼着他改名叫喷几手也很难吧，再说你们真能喷那么多，几手几手的？
吹吧你们就！
事实上，我很早就知道自己 在外形上很适合交配，我的体重长期保持在60至70公斤之间，身高181厘米，皮肤比绝大多数女性都白，脸上几乎从未起过包，从上初中摔跤班开始就有六块腹肌，我拥有很好的爆发力，可以把比我重10公斤的摔跤同伴摔得很绝望，以至于不肯从摔跤垫上爬起来继续练习动作，我比绝大多数人都协调，可以很轻松的翻前后手翻和空翻，只是看了几眼就无师自通的会跳了霹雳舞，我玩所有的球类运动都比普通人轻松很多，因为学动作远快于一般人。我在高中用跨越式就能跳过一米六十，我打篮球跳起后可以用手腕下方触到篮筐铁环，并在空中滑行很久。我长的一点也不难看。我还天生毒舌，只要别缝上我的嘴，我一抬头不小心说两句什么就能令人发笑。
所以我只是在夜场跳几下舞，或在酒吧胡扯几句，就能让一傻妹做梦似的跟在我身后被催眠了似的瞎转悠。
差不多就是花上两三个小时，轻轻松松就能办成其它男人说了一硬盘的瞎话费了牛劲花了大钱用一两年都办不成的事。
我年轻时时常走到一有姿色的姑娘身边，指着她不远处的男友说：我真佩服你，居然能跟这种人呆上一整天！你怎能受得了和他上床？
我多次看到姑娘们脸上无法掩饰的幽暗苦涩自怜无奈甚至愤怒。
即使没人给我发奖，我也知道自己一直是一名不错的炮友。
但我拒绝别人把我当一个生殖器看待，从未有人告诉我，但我好像生来就知道：我活着，不是为了生出一个与我相差无几的人形生物，我骄傲地认为，这件事SB都能办到，根本就用不着我。
我当然被创造的适合约炮，适合把射出精液当成高潮， 适合把与同样适合交配的女性没完没了地交配当成人生几个顶点之一——但我就不！
是的，我就不！
我活着是为了我自己的个人目标：了解宇宙！这目标与任何人都无关。
我要尽可能多的了解所有我能了解的事情，特别是需要非常努力才能了解的那些事情——我说的是，那些比我聪明的人对于宇宙万物的想法。
我就是喜欢知道他们的想法，
知道最近一年，我才渐渐清楚，我对何谓意识，智能这类东西很一直感兴趣，我对所有超出我的思想能力的人感到好奇，想知道他们是怎么做到的。",,,,,2024-11-27T05:22:59,iPad Pro,126625,2315,7222,,,2024-11-27 05:22:59
5105403729809706	,P2gzGF9X4,❤️//@住在15442星的半句:大米那个超模牛仔裤，强烈要求到时候出个春秋或者夏款！！！！！也要加长的！！！！我这些年lee啊levis啊买了好多条，但“虽然高高壮壮但还想显瘦又舒适还不会吊脚踝”的裤子这是我遇到的第一条！！！非常喜欢！！！非常！！！,,,,,2024-11-27T19:22:46,朋克的iPhone客户端,26,15,0,,住在15442星的半句,2024-11-27 19:22:46,False,1803434981,李大米Lidami,5105096390871793	,P28zZ3ENb,晚安😴😴 ,,https://wx3.sinaimg.cn/large/6b7e3be5ly1hw01c0yvulj21q52avnpd.jpg,,,2024-11-26T23:01:30,朋克的iPhone客户端,250,115,1,,,2024-11-26 23:01:30
5105096390871793	,P28zZ3ENb,晚安😴😴 ,,https://wx3.sinaimg.cn/large/6b7e3be5ly1hw01c0yvulj21q52avnpd.jpg,,,2024-11-26T23:01:30,朋克的iPhone客户端,250,115,1,,,2024-11-26 23:01:30,True
5105061523621201	,P27FKfc2t,"我的阿勒泰
              …………
bia 💥 ji 💥 ",,"https://wx4.sinaimg.cn/large/6b7e3be5ly1hvzxbcdda6j22c0376b2d.jpg,https://wx1.sinaimg.cn/large/6b7e3be5ly1hvzxbll072j22c0340hdx.jpg",,,2024-11-26T20:42:57,朋克的iPhone客户端,298,78,1,,,2024-11-26 20:42:57,True
