id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105818496403831	,P2rmFqRVB,"2mm眉弓术后即刻效果
自然款微微凸 
上海
 ",,"https://wx3.sinaimg.cn/large/008bTHowgy1hw2c9m7qylj31hc1z4hdt.jpg,https://wx1.sinaimg.cn/large/008bTHowgy1hw2c9l5oytj31hc1z4e81.jpg",,上海,2024-11-28T22:50:54,,0,0,0,,,2024-11-28 22:50:54,True
5105818414354940	,P2rmxigUY,"3.5mm 术后两个月反馈 
上海
 ",,https://wx4.sinaimg.cn/large/008bTHowgy1hw2c97n0fcj31hc1z47ut.jpg,,上海,2024-11-28T22:50:34,,0,0,0,,,2024-11-28 22:50:34,True
5105818332563020	,P2rmpaKL2,"3.5mm术后15天反馈，还会有点肿 
上海
 ",,https://wx4.sinaimg.cn/large/008bTHowgy1hw2c8wax3jj31401hc1kx.jpg,,上海,2024-11-28T22:50:14,,0,2,0,,,2024-11-28 22:50:14,True
5105443914121283	,P2hCvhi8j,"4.0mm眉弓术后即刻视频 
上海
 
doctor廉锋的微博视频
 ",,,"https://f.video.weibocdn.com/o0/2vBSj5fNlx08jVgQ7fJ6010412002PNK0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883963&ssig=W0NgMIcixC&KID=unistore,video",上海,2024-11-27T22:02:25,微博视频号,0,0,0,,,2024-11-27 22:02:25,True
5105443735340472	,P2hCdmpiE,"3.5mm 术后两个月反馈 
上海
 ",,https://wx3.sinaimg.cn/large/008bTHowgy1hw1585coo8j31hc1z47ut.jpg,,上海,2024-11-27T22:01:44,,0,0,0,,,2024-11-27 22:01:44,True
5105443133722058	,P2hBffChc,"4.0mm眉弓术后即刻视频 
上海
 
doctor廉锋的微博视频
 ",,,"https://f.video.weibocdn.com/o0/Imyyd0Cflx08jVgCWyW4010412002PQF0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883963&ssig=WyZyg4j60e&KID=unistore,video",上海,2024-11-27T21:59:20,微博视频号,0,0,0,,,2024-11-27 21:59:20,True
5105442980366183	,P2hB01xgb,"4.0mm眉弓术后即刻对比🆚
改善凸眼，微微起伏 
上海
 ",,"https://wx2.sinaimg.cn/large/008bTHowgy1hw154zht12j31hc1z419w.jpg,https://wx4.sinaimg.cn/large/008bTHowgy1hw154zzu6jj31hc1hckg8.jpg,https://wx4.sinaimg.cn/large/008bTHowgy1hw1550hec5j31hc1hcnkd.jpg,https://wx4.sinaimg.cn/large/008bTHowgy1hw1550wz4jj31hc1z412p.jpg",,上海,2024-11-27T21:58:44,,2,2,0,,,2024-11-27 21:58:44,True
5105442300890104	,P2hzU3Jyw,"缝合放大大大 
上海
 
doctor廉锋的微博视频
 ",,,"https://f.video.weibocdn.com/o0/Unpg0NHJlx08jVgoUL8k010412001FKP0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883963&ssig=Ezk37zVuvB&KID=unistore,video",上海,2024-11-27T21:56:02,微博视频号,0,0,0,,,2024-11-27 21:56:02,True
5104362240083575	,P1PtS0lJZ,"术后即刻对比3.5mm最高点
做眉弓更多的是为了改善亚洲人凸眼的问题，增加上面部的折叠度 
上海
 ",,"https://wx4.sinaimg.cn/large/008bTHowgy1hvxp0m0yxaj31hc1z41kx.jpg,https://wx3.sinaimg.cn/large/008bTHowgy1hvxp0lh35gj31hc1z24qp.jpg,https://wx1.sinaimg.cn/large/008bTHowgy1hvxp0nhkmgj31hc1z21kx.jpg",,上海,2024-11-24T22:24:15,,0,0,0,,,2024-11-24 22:24:15,True
5104362160130252	,P1PtK0xSQ,"3.5mm眉弓术后三个月反馈 
上海
 ",,"https://wx4.sinaimg.cn/large/008bTHowgy1hvxp0agydpj31hc2mskjl.jpg,https://wx4.sinaimg.cn/large/008bTHowgy1hvxp0b7v1fj31hc2mub29.jpg",,上海,2024-11-24T22:23:56,,1,0,0,,,2024-11-24 22:23:56,True
5104362155940652	,P1PtJoVqY,"太美啦 
上海
 
doctor廉锋的微博视频
 ",,,"https://f.video.weibocdn.com/o0/U9GH709slx08jQvDZN0A010412002KDH0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883964&ssig=%2FoOdEsyz%2Fb&KID=unistore,video",上海,2024-11-24T22:23:55,微博视频号,0,0,0,,,2024-11-24 22:23:55,True
5104361980568230	,P1Pts2nP0,"本身她的五官就很立体
脸也很小，做完混血感拉满
4mm眉弓远期反馈 
上海
 ",,"https://wx1.sinaimg.cn/large/008bTHowgy1hvxozi50smj31hc1uo157.jpg,https://wx2.sinaimg.cn/large/008bTHowgy1hvxozhmmhij31hc1z41kx.jpg,https://wx2.sinaimg.cn/large/008bTHowgy1hvxozipisbj31hc1z4tq0.jpg,https://wx1.sinaimg.cn/large/008bTHowgy1hvxozjlz7yj31hc1z44l9.jpg,https://wx2.sinaimg.cn/large/008bTHowgy1hvxozka6c4j31hc1z47wh.jpg,https://wx2.sinaimg.cn/large/008bTHowgy1hvxozkwqfjj31hc1z4qs6.jpg",,上海,2024-11-24T22:23:13,,0,0,0,,,2024-11-24 22:23:13,True
