id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106107892631527	,P2yTrb2zZ,画皮 ,,"https://wx1.sinaimg.cn/large/c14c8239gy1hw39hkltpij22c03404qt.jpg,https://wx3.sinaimg.cn/large/c14c8239gy1hw39i4hinqj22c0340kjo.jpg,https://wx2.sinaimg.cn/large/c14c8239gy1hw39gz17hej21hc1z47wh.jpg",,,2024-11-29T18:00:51,1TB的iPhone 14 Pro Max,2373,233,10,,,2024-11-29 18:00:51,True
5106103685218910	,P2yMElTFY,饿到想吃人 ,,,,,2024-11-29T17:44:08,1TB的iPhone 14 Pro Max,457,64,1,,,2024-11-29 17:44:08,True
5106049839008253	,P2xnNBNsp,刚刚漂流完浑身湿透，现在挂空挡中，好爽。。 ,,,,,2024-11-29T14:10:10,1TB的iPhone 14 Pro Max,2069,86,3,,,2024-11-29 14:10:10,True
5106006382871286	,P2wfIc2X4,这死猴子笑死我了…… ,,https://wx2.sinaimg.cn/large/c14c8239gy1hw2xuf8wmcj21s82dr7wj.jpg,,,2024-11-29T11:17:29,1TB的iPhone 14 Pro Max,5153,320,32,,,2024-11-29 11:17:29,True
5105972523829194	,P2vn6g49c,跟我们一起报一日游的还有一对中东夫妻，女生全身黑袍只露了个眼睛，好压抑 ,,,,,2024-11-29T09:02:57,1TB的iPhone 14 Pro Max,9328,245,38,,,2024-11-29 09:02:57,True
5105966005617525	,P2vcAnznf,"我真是操了，普吉岛司机开车速度跟武汉公交司机有一拼 
静候节假日的微博视频
 ",,,"https://f.video.weibocdn.com/o0/ZQkKU5swlx08jXzjoL1e010412006cZa0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1732891092&ssig=%2F5ml669sSV&KID=unistore,video",,2024-11-29T08:37:02,1TB的iPhone 14 Pro Max,611,62,2,,,2024-11-29 08:37:02,True
5105812435635683	,P2rcTnE67,感觉过海关会被重点调查的长相,,,,,2024-11-28T22:26:49,1TB的iPhone 14 Pro Max,4501,199,62,,,2024-11-28 22:26:49,False,5623795307,DYNASTYWangChao,5105810103339902	,P2r98e0Ro,泰国一日游入团照（ 感觉每位都会在金三角找到一份稳定工作….. ,,https://wx4.sinaimg.cn/large/0068AS3Vgy1hw2ba13ql2j31410u0tep.jpg,,,2024-11-28T22:17:32,iPhone 15 Pro,4468,85,94,,,2024-11-28 22:17:32
5105792799217275	,P2qHdCFPJ,已经快融入当地 ,,https://wx1.sinaimg.cn/large/c14c8239gy1hw29bd8jj5j22c0340npf.jpg,,,2024-11-28T21:08:47,1TB的iPhone 14 Pro Max,4189,325,24,,,2024-11-28 21:08:47,True
5105788869673161	,P2qASEAqJ,蓝盈莹：未知全貌，不予置评,,,,,2024-11-28T20:53:09,1TB的iPhone 14 Pro Max,10835,308,277,,,2024-11-28 20:53:09,False,7222311371,肖一_Shawy,5105761544309737	,P2pSOi59T,笑死我了好想采访真情实感辱骂过麦琳共情李行亮的网友啊 ,,https://wx4.sinaimg.cn/large/007SM575gy1hw25neadqyj30zo1bk14r.jpg,,,2024-11-28T19:04:35,iPhone客户端,7913,137,412,,,2024-11-28 19:04:35
5105787707854775	,P2qz0wXnV,好想回成都…… ,,,,,2024-11-28T20:48:33,1TB的iPhone 14 Pro Max,974,224,25,,,2024-11-28 20:48:33,True
5105780816614306	,P2qnTrKGm,难吃到想把店炸了 ,,https://wx4.sinaimg.cn/large/c14c8239gy1hw27xtuo7pj20u01hck4w.jpg,,,2024-11-28T20:21:10,1TB的iPhone 14 Pro Max,1661,137,4,,,2024-11-28 20:21:10,True
5105773783289043	,P2qcydND5,我笑尿了，在普吉岛打车，出租车司机见缝插针看黄片 ,,,,,2024-11-28T19:53:13,1TB的iPhone 14 Pro Max,7016,278,55,,,2024-11-28 19:53:13,True
5105743298564455	,P2ppnzW0n,"恭喜@lcndjsukam 等2名用户获得【电影票】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：
网页链接",,,,,2024-11-28T17:52:05,微博抽奖平台,33,58,1,,"lcndjsukam,微博抽奖平台",2024-11-28 17:52:05,False,3243016761,静候节假日,5104658592826762	,P1XbRbRmW,"生活很累想要放松的人可以去看，没有什么大道理，不需要动脑筋，是那种润物细无声的无形之中温暖你，再抽两个妞妞去看！ #适合去看好东西的几类人#  
抽奖详情
 ",,https://wx1.sinaimg.cn/large/c14c8239gy1hvyn1xgazbg20jq0lcu1f.gif,,,2024-11-25T18:01:51,1TB的iPhone 14 Pro Max,1753,4541,33,适合去看好东西的几类人,,2024-11-25 18:01:51
5105678266141907	,P2nIupLN1,还好只是结婚了不是过上好日子了 ,,,,,2024-11-28T13:33:40,1TB的iPhone 14 Pro Max,5449,246,56,,,2024-11-28 13:33:40,True
