id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106152132315616	,P2A2N9IoE,"台湾版VOGUE12月封面人物：Tilda Swinton
真的很惊艳的一组片子，策划、画面、人物表现力都很好。 ",,"https://wx1.sinaimg.cn/large/002K2zX8gy1hw3ek73rhnj618g1p7b2902.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hw3ek806msj618g1jkh1z02.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hw3ek9uf2bj618g1jk7vo02.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hw3ekal54mj618g1jk1a402.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hw3ekbwqwnj618g1jk1fq02.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hw3ekcpzs9j618g0tngw802.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hw3ekel72wj618g1jkduu02.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hw3ekgty55j618g1p71bu02.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hw3ek5y5r0j618g1jk1kx02.jpg",,,2024-11-29T20:56:39,iPhone客户端,187,25,5,,,2024-11-29 20:56:39,True
5106141312320693	,P2zLl9JIx,"汤唯青龙奖红毯～～～
状态大好！！！ ",,"https://wx4.sinaimg.cn/large/002K2zX8gy1hw3dc0f4cej60th148win02.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hw3dc0yw12j60su11879502.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hw3dbzd0meg60zk0k0qvh02.gif,https://wx2.sinaimg.cn/large/002K2zX8gy1hw3dc1im50j60xc0og77h02.jpg",,,2024-11-29T20:13:39,iPhone客户端,519,62,17,,,2024-11-29 20:13:39,True
5105967705883025	,P2vfkoGrv,"这两年港台女歌手登内地五大女刊还是有点难度的。
郑秀文2023年嘉人2月、ELLE6月
蔡依林2024年ELLE2月、嘉人11月
莫文蔚2024年嘉人3月、时尚芭莎8月
基本上还是有演唱会品牌才会推封，上嘉人的比较多，萧亚轩真的太可惜了，状态太糟糕。 ",,"https://wx3.sinaimg.cn/large/002K2zX8gy1hw2tafub3zj61jk1y37wh02.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hw2tk19cd5j62k13cae8302.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hw2tapkca7j61jk20fe8102.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hw2talm83kj62102i8hdu02.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hw2taqpp2wj61jk1xl1kx02.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hw2tae41qrj61jk1zq1kx02.jpg",,,2024-11-29T08:43:48,iPhone客户端,1298,149,11,,,2024-11-29 08:43:48,True
5105786483114554	,P2qx2d4eK,"最近和Burberry beauty合作的郑秀文……
mi真的和所有奢牌都匹配
 ",,"https://wx3.sinaimg.cn/large/002K2zX8gy1hw28jk3qrmj60te0wan6u02.jpg,https://wx2.sinaimg.cn/large/002K2zX8ly1hw28kyybrcj60ok0x03ze02.jpg,https://wx1.sinaimg.cn/large/002K2zX8gy1hw28jm4gffj60l80sgnca02.jpg","https://f.video.weibocdn.com/o0/I9uk5Qw0lx08jWMk2xpC010412005XIF0E010.mp4?label=mp4_720p&template=720x964.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732891771&ssig=v%2Bg1iU1ovS&KID=unistore,video",,2024-11-28T20:43:41,iPhone客户端,1310,160,35,,,2024-11-28 20:43:41,True
5105447910772352	,P2hIX3eVi,不好意思，宋佳、张婧仪、辛芷蕾我都喜欢，我想夸自己喜欢的演员有什么问题？难道夸自己讨厌的？ ,,https://wx1.sinaimg.cn/large/002K2zX8gy1hw15o7kpqcj60t01aa48j02.jpg,,,2024-11-27T22:18:19,iPhone客户端,8454,384,36,,,2024-11-27 22:18:19,True
5105433059001567	,P2hkZBLIz,"爆剧加持就是不一样，辛芷蕾和唐嫣一年登4本五大女刊（唐嫣的COSMO即将发布）虽然Chanel很早就和辛芷蕾合作了，但是今年真的宠上天了，各种高定上身加持……
5月时尚芭莎
10月时尚COSMO
11月ELLE
12月嘉人
希望蕾子早点撸一座影后解锁VOGUE～～ ",,"https://wx3.sinaimg.cn/large/002K2zX8gy1hw13y3ni66j61jk20ou0502.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hw13y57enoj61jk20f7wh02.jpg,https://wx1.sinaimg.cn/large/002K2zX8gy1hw13y4e462j61jk20f4ka02.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hw13y6afz6j61jk1xbnpd02.jpg",,,2024-11-27T21:19:18,iPhone客户端,5716,390,19,,,2024-11-27 21:19:18,True
5105245283420615	,P2cs8elRd,"我前几天发这个电影的时候说过口碑和票房都有不错的表现，可能成为今年票房黑马，有些人还喷我，能黑到哪里去？也就两三个亿。
结果猫眼预测票房连续调整好几次，目前调整到5.71亿，对于这样的一个女性叙事的电影，而且宋佳和钟楚曦又不是什么流量明星，也没有恢弘的场景和宏大的制作，更不是什么国庆新年档期，这部电影就是票房黑马，大家可以去看看今年的电影市场，又有多少部电影能过亿，基本上不赔钱都算好的了。
以前那种动不动10亿20亿的时代早就过去了，现在观众花几十块买票进电影院，真的得掂量一下，看一坨屎不如吃一顿，所以今年赔钱的电影有很多，观众不好忽悠了呗。",,https://wx1.sinaimg.cn/large/002K2zX8gy1hw0i831ivzj60xi1txdv302.jpg,,,2024-11-27T08:53:09,iPhone客户端,3013,329,18,,,2024-11-27 08:53:09,True
5104523630873892	,P1TGb3Fl2,,,,,,2024-11-25T09:05:34,iPhone客户端,19,8,0,,,2024-11-25 09:05:34,False,2286150160,圈少说,5104286382162065	,P1Nvw94s1,"大家好，我们今天上新雪地靴和羊绒衫，还有大衣限时返场。
本场雪地靴我们同事兵分两路，一个去了河北的梅花集团，一个去了河南桑坡， 梅花集团是UGG全球top级别的皮毛供应商，也是美圈好物合作伙伴，这次我们溯源同源同厂，价格非常美丽！河南桑坡是雪地靴产业带，整个村子都是做皮料的，大大小小的品牌数不清，价格比梅花集团优惠一些，想买雪地靴的大家可以自由选择~
另外我们今天上新了几款山羊绒的上衣，非常柔软舒服，尖货，还有大衣很多朋友没有买到的，我们今天在返场一次，最近还是穿大衣的季节，错过这场近期都没有大衣的排期了哦~最后生鲜区和日常区我们都是每天上新的，大家可以常来逛逛，感谢大家的支持~",,"https://wx3.sinaimg.cn/large/8843e210gy1hvxg9tst0uj22nm3ji4qr.jpg,https://wx2.sinaimg.cn/large/8843e210ly1hvxgahd6bij20k00p40tp.jpg,https://wx3.sinaimg.cn/large/8843e210gy1hvxg9wsu5nj20zl1m7qk9.jpg,https://wx4.sinaimg.cn/large/8843e210gy1hvxg9z0nkvj20zu1lsao4.jpg,https://wx2.sinaimg.cn/large/8843e210gy1hvxg9zyid0j20zu1m7dt7.jpg,https://wx4.sinaimg.cn/large/8843e210gy1hvxga1k96fj20zu1liqg0.jpg,https://wx4.sinaimg.cn/large/8843e210gy1hvxga3gen9j20zu1lzh1c.jpg,https://wx4.sinaimg.cn/large/8843e210gy1hvxga693jfj20zu1lzaos.jpg,https://wx3.sinaimg.cn/large/8843e210gy1hvxga78kabj20zu1lok4f.jpg","https://f.video.weibocdn.com/o0/Hup47VoVlx08jQaXSaZO01041200qh820E010.mp4?label=mp4_720p&template=720x904.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732891772&ssig=ORYLS%2FrL55&KID=unistore,video",,2024-11-24T17:22:48,iPhone客户端,72,48,7,,,2024-11-24 17:22:48
5103963599014432	,P1F6TBP44,"VOGUE今年12张封面全部释出，大家可以选一选今年的最佳封面～～
在人选方面，还是坚守原则，没让一些乱七八糟的人上，五大女刊只有VOGUE是一期一人，其他四本已经做烂了，时尚芭莎最可怕，一个月可以上七个人，毕竟纸媒现在难做，赚钱比较重要，但是要做顶级刊物，丢掉逼格肯定是不行的，希望VOGUE坚持卡人，不能放低上封要求。
1月模特汪曲攸
2月模特杜鹃
3月模特孙菲菲
4月汤唯
5月大魔王
6月模特刘雯
7月周迅
8月模特雎晓雯
9月刘亦菲
10月陈冲、邬君梅、颜丙燕、刘嘉玲、赵涛
11月运动员郑钦文
12月模特张丽娜",,"https://wx2.sinaimg.cn/large/002K2zX8gy1hvwf73j1uoj60u012oal402.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hvwf75fz5ij60u013212w02.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hvwf77kyqsj60u0137ajl02.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hvwf7a9w3sj60u013b49x02.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hvwf7ece0tj60u012ok0002.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hvwf711006j60u012ndvm02.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hvwf7n2motj60u012o7hn02.jpg,https://wx1.sinaimg.cn/large/002K2zX8gy1hvwf7su1tvj60u012otmv02.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hvwf7zoissj60u0137wk802.jpg,https://wx3.sinaimg.cn/large/002K2zX8gy1hvwf8bz12ij60u01377d202.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hvwf82od2ij60u0137qba02.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hvwf8fr0vbj60u0138n9502.jpg",,,2024-11-23T20:00:12,iPhone客户端,1970,281,22,,,2024-11-23 20:00:12,True
5103837153067472	,P1BOXcRZm,"我自己是蛮疑惑的，郑钦文奥运夺冠之后好几个月了，按理说接洽的商务也该一个个公布了，但是到目前为止也就宣布了一个vivo和AUDI的一款汽车，其他的品牌代言在奥运之前就有了。
因为郑钦文和谷爱凌都是奥运会之后空降到大众视野，一个冬奥一个夏奥，按理说夏奥的关注度比冬奥要大很多很多，且网球是女子第一运动，覆盖面也比滑雪高很多，但是谷爱凌的商务真的逆天，我觉得可以算得上第一梯队，LV全球代言人、保时捷全球代言人、Tiffany全球代言人，不管是成衣还是珠宝还是汽车，全都是顶奢，对比起来郑钦文的商务代言真的相形见绌了，不是说文的这些代言不行，是作为亚洲第一个网球女子单打奥运冠军，这些代言太次了，之前传言的什么保时捷、巴黎世家、miumiu都没下文了。
这问题出在哪呢？真的搞不懂。",,"https://wx1.sinaimg.cn/large/002K2zX8gy1hvw0j23813j60u012343x02.jpg,https://wx4.sinaimg.cn/large/002K2zX8gy1hvw0j2mr7xj61jk130ws802.jpg,https://wx1.sinaimg.cn/large/002K2zX8gy1hvw0j0uoqlj60u00sfn4t02.jpg,https://wx1.sinaimg.cn/large/002K2zX8gy1hvw0j38x1oj60u0140dn702.jpg,https://wx2.sinaimg.cn/large/002K2zX8gy1hvw0j3zbksj60rs111jx102.jpg",,,2024-11-23T11:37:44,iPhone客户端,11179,793,70,,,2024-11-23 11:37:44,True
