id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5103577924110242	,P1v4Qhfge,没钱的男人说要养我，是想我陪你一起苟活吗 ,,,,,2024-11-22T18:27:39,,45,3,1,,,2024-11-22 18:27:39,True
5103515078497579	,P1trtzEBJ,"来求财了
跟朋友一起来的，她去做大雷了 
泰国·W曼谷酒店(W Bangkok Hotel)
 ",,,,泰国·W曼谷酒店(W Bangkok Hotel),2024-11-22T14:17:56,,25,18,3,,,2024-11-22 14:17:56,True
5103230822645996	,P1m30b6lm,"xzq他凭啥这么贵啊
我朋友找他抽腰腹背，填屁股，差不多10w，一点点效果都没有，跟术前差不多，遭老罪了一个月才消肿，还不如去韩国打波波，400支6w能管一年多，打个两次残留一点也比现在效果好吧，关键不遭罪啊 ",,,,,2024-11-21T19:28:23,,53,46,6,,,2024-11-21 19:28:23,True
