id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5103911459359441	,P1DKNDgOJ,【人中窝加深案例】#人中窝# ,,"https://wx2.sinaimg.cn/large/006lFLt5ly1hvtxqk5puuj30zk1bfn11.jpg,https://wx3.sinaimg.cn/large/006lFLt5ly1hvtxqqeizjj30zk1bfn2c.jpg,https://wx4.sinaimg.cn/large/006lFLt5ly1hvtxqr8sw2j30zk1bfdjj.jpg",,,2024-11-23T16:33:00,微博网页版,0,0,0,人中窝,,2024-11-23 16:33:00,True
5103184104132020	,P1kPEhkVu,【人中窝加深案例】#人中窝# ,,"https://wx3.sinaimg.cn/large/006lFLt5ly1hvtxpdjauvj32dc35shdu.jpg,https://wx1.sinaimg.cn/large/006lFLt5ly1hvtxpcr5v5j32dc35snpe.jpg,https://wx1.sinaimg.cn/large/006lFLt5ly1hvtxpefy7oj32dc35shdu.jpg",,,2024-11-21T16:22:46,微博网页版,1,0,0,人中窝,,2024-11-21 16:22:46,True
