id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105986906097695	,P2vKipAhV,"【清华五道口技术转移硕士项目参访智谱公司 共探AI技术转化新篇章】 
清华五道口技术转移硕士项目参访智谱公司 共探AI技术转化新篇章
 ",,,,,2024-11-29T10:00:06,微博 weibo.com,1,0,0,,,2024-11-29 10:00:06,True
5105624515871101	,P2mjNoDlb,"【白川方明：高速增长的终结 日本经济的经验及其对中国经济的启示】 
白川方明：高速增长的终结 日本经济的经验及其对中国经济的启示
 ",,,,,2024-11-28T10:00:05,微博 weibo.com,6,1,5,,,2024-11-28 10:00:05,True
5105277374567419	,P2dhTjac3,"【📸❄️小院初雪】#北京初雪# 
每一片飘落的雪花，都在诉说着冬日的故事。在这初雪的夜晚，一起在小院中感受这份宁静与美好，共度这个特别时刻。 ",,"https://wx3.sinaimg.cn/large/8be49a93ly1hw0m2edbnlj23b04eoqvb.jpg,https://wx1.sinaimg.cn/large/8be49a93ly1hw0m2eam8cj23b04eo1l4.jpg",,,2024-11-27T11:00:40,微博网页版,8,0,0,北京初雪,,2024-11-27 11:00:40,True
5105262191707915	,P2cTp7aj1,"【新书发布丨《大国竞争与世界秩序重构》】 
新书发布丨《大国竞争与世界秩序重构》
 ",,,,,2024-11-27T10:00:20,微博 weibo.com,1,0,1,,,2024-11-27 10:00:20,True
5104899784181047	,P23sShxGf,"【第一个！留本讲席教授基金捐赠】 
第一个！留本讲席教授基金捐赠
 ",,,,,2024-11-26T10:00:15,微博 weibo.com,2,0,0,,,2024-11-26 10:00:15,True
5104537365381279	,P1U2kmzUP,"【清华五道口“全球资产管理”财富首期班开展新加坡模块】 
清华五道口“全球资产管理”财富首期班开展新加坡模块
 ",,,,,2024-11-25T10:00:07,微博 weibo.com,0,0,0,,,2024-11-25 10:00:07,True
5104174977253440	,P1KBPuqWY,"【清华五道口与港科大商学院合作举办论坛 联合发布高端人才培养项目】 
清华五道口与港科大商学院合作举办论坛 联合发布高端人才培养项目
 ",,,,,2024-11-24T10:00:07,微博 weibo.com,2,0,0,,,2024-11-24 10:00:07,True
5103812589649997	,P1BbkEup7,"【止跌回稳初显迹象 重塑供需均衡是关键丨不动产闭门研讨会】 
止跌回稳初显迹象 重塑供需均衡是关键丨不动产闭门研讨会
 ",,,,,2024-11-23T10:00:07,微博 weibo.com,4,0,0,,,2024-11-23 10:00:07,True
5103542155084250	,P1u99lkE2,"【清华五道口MBA金融强国·启航计划线上直播开启预约】
直播主题：《大国竞争与世界秩序重构》
直播时间：11月27日（星期三）19:30-21:00
特邀嘉宾：鞠建东，清华大学五道口金融学院讲席教授、清华大学国家金融研究院副院长、清华五道口金融学院国际金融与经济研究中心(CIFER)主任
校友嘉宾：黄阳，清华－康奈尔双学位金融MBA2018级校友、硅谷天堂产业集团执行副总裁
聚焦中美贸易，洞悉全球治理！鞠建东教授携新书《大国竞争与世界秩序重构》带你深入国际经济博弈，客观解读大国竞争。
点击下方链接立刻预约直播⬇️  
清华五道口金融学院的微博直播
 
大国竞争与世界秩序重构",,,,,2024-11-22T16:05:31,微博直播平台,8,6,7,,,2024-11-22 16:05:31,True
5103419998078030	,P1qY7xTsO,"【#研究成果# · 重磅发表丨田轩、王可心等：新冠疫情对全球风险投资的影响】 
研究成果·重磅发表丨田轩、王可心等：新冠疫情对全球风险投资的影响
 ",,,,,2024-11-22T08:00:07,微博 weibo.com,3,1,0,研究成果,,2024-11-22 08:00:07,True
5103419973697624	,P1qY5fvV6,【#小雪#  雪舞风华，冬韵悠扬】落雪为安，诗意盎然；小雪初霁，寒意渐深，但温情不减。冬梦醉人，愿君初心如雪，冰清玉洁。 ,,https://wx3.sinaimg.cn/large/8be49a93ly1hvqczkqte0j21ac1ucawd.jpg,,,2024-11-22T08:00:00,微博网页版,3,1,0,小雪,,2024-11-22 08:00:00,True
5103087792160939	,P1ikj949R,"【关于跨境支付，国际前沿观点！】 
关于跨境支付，国际前沿观点！
 ",,,,,2024-11-21T10:00:02,微博 weibo.com,1,0,1,,,2024-11-21 10:00:02,True
5103073183401813	,P1hWKegXX,"【#紫藤人物# 席仲恒：心有使命，助我前行】
“在基层工作期间，每当我受挫无助时，红楼小院的通宵达旦，紫藤花开的亮丽芬芳，还有五道口金融学院‘不怕苦，敢为先，讲团结，重贡献’的学院精神总是支撑指引着我继续前行。”清华大学五道口金融学院2018级硕士校友席仲恒分享了他的基层工作感悟。 
清华五道口金融学院的微博视频",,,"https://f.video.weibocdn.com/o0/PSRRZZo0lx08jKPTw1aw01041203zGAZ0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732888658&ssig=YNypudMtWd&KID=unistore,video",,2024-11-21T09:02:00,微博视频号,2,0,2,紫藤人物,,2024-11-21 09:02:00,True
5102725467473017	,P18TUvm4x,"【#研究成果# 中国公募REITs三周年，迈入常态化发行新阶段】 
研究成果丨中国公募REITs三周年，迈入常态化发行新阶段
 ",,,,,2024-11-20T10:00:18,微博 weibo.com,2,0,2,研究成果,,2024-11-20 10:00:18,True
5102363046841835	,P0ZtmsHSb,"【石彦培：LSE秋令营，赴一场跨文化交流之旅丨#国际交流# · 海外学习】 
石彦培：LSE秋令营，赴一场跨文化交流之旅丨国际交流·海外学习
 ",,,,,2024-11-19T10:00:10,微博 weibo.com,2,0,0,国际交流,,2024-11-19 10:00:10,True
