id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5103607043588878	,P1vPOf3D8,"让我无力离家出走的原因 衣服太多 收到不想走了
 ",,,,,2024-11-22T20:23:22,iPhone 15 Pro Max,5,0,0,,,2024-11-22 20:23:22,True
5103252846938771	,P1mCwt75F,"姐的舒适区是贴头皮 一p头发就觉得脸肥4️⃣ 
世界唯一的我陆老邪的微博视频
 ",,,"https://f.video.weibocdn.com/o0/bJIxou50lx08jLCVCtDy01041200a0l70E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871386&ssig=xeSl9BWWra&KID=unistore,video",,2024-11-21T20:55:55,微博视频号,8,1,0,,,2024-11-21 20:55:55,True
5102562493599925	,P14F3f6vj,"不得不说现在男的层次普遍很低 
就昨天朋友带我去谈合作 聊着聊着聊到离婚话题 这位男士的观点千万别离因为女人结过婚再离异就是贬值的
说实话内心想喷 忍住了 总结多赚钱吧 把钱砸给男模 也别跟找这种老bi过日子
 ",,,,,2024-11-19T23:12:42,iPhone 15 Pro Max,23,3,0,,,2024-11-19 23:12:42,True
5102396223262539	,P10kSdGJB,"在北京冻不死我的 
世界唯一的我陆老邪的微博视频
 ",,,"https://f.video.weibocdn.com/o0/8UrEaL6Slx08jHRarVXW010412006ouk0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871386&ssig=e3zjkBnpXy&KID=unistore,video",,2024-11-19T12:12:00,微博视频号,14,0,1,,,2024-11-19 12:12:00,True
