id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106151351914362	,P2A1x820O,"见傻子不骗，还有三分灾呢
 ",,,,,2024-11-29T20:53:32,iPhone 16 Pro Max,6,0,0,,,2024-11-29 20:53:32,True
5106141082946100	,P2zKYcmpK,曾经，我常常执着于一个念头，认为即使要离开，也必须让周围的人看到我最好的样子再转身，看到我拥有财富、美丽、身材、豪车豪宅，好像这样才能证明自己没有失败。然而，随着时间的流逝，渐渐明白，如果始终不敢放手某些人，人生就无法真正向前推进，命运的齿轮总是相互交织，我们所获得的，往往是在失去中才显现。回头看，我开始怀念那些曾经的时光，但更多的是遗憾，遗憾那些错过的机会，遗憾那些无法挽回的选择，人性，曾让我期待过太多，然而最终只剩下失望。,,,,,2024-11-29T20:12:44,iPhone 16 Pro Max,13,0,2,,,2024-11-29 20:12:44,True
5104903418547894	,P23yJzRHg,李行亮是一丁点情绪价值都不想给麦麦，这都不是不爱的问题了，就是讨厌啊，我太能理解那种感觉了，我知道你一定要让我说什么，但是我就是不说，我说了违心别扭死了。不是因为我是一个有一说一的人，是因为我讨厌你。 ,,,,,2024-11-26T10:14:42,iPhone 16 Pro Max,85,6,7,,,2024-11-26 10:14:42,True
5104803166815064	,P20X2sAUo,上岸找个老实人是最刺激的事了，找个有钱人继续忍着花钱还算好的，没准找个老实人向往平淡爱情打开手机发现关注一群以前的同行。 ,,,,,2024-11-26T03:36:20,iPhone 16 Pro Max,95,16,10,,,2024-11-26 03:36:20,True
5104599495344526	,P1VExmqm2,"上学不是没心思学习而是挣钱了会出来住，住上平层，家里摆的都是自己喜欢的，漂亮的，花钱弄的很舒服，大夏天大冬天根本就不想折腾着去学校了。
而且花钱会慢慢养成一个感觉就是去的地方都很舒服，就不愿意在教室硬椅子坐那么久，找老师交个作业穿梭大半个学校甚至还要骑共享单车，太累了，连着起两个早八就会想，人挣钱不就是为了舒服吗，我在干嘛呢？遭这个罪。
同学们大部分也玩不到一块去，因为消费水平差距大很容易无心之间得罪人，跟富二代玩，我认识的学校富二代也不怎么好好上学，当时就这么稀里糊涂的结束了。",,,,,2024-11-25T14:07:00,iPhone 16 Pro Max,90,18,8,,,2024-11-25 14:07:00,True
5104541889988305	,P1U9CFUpH,我年纪很小的时候也觉得可以一边拿钱一边学习，真的忽视了享乐主义的威力，当钱来得太容易，人的惰性就出现了，有钱后越来越不愿意吃哪怕一丁点苦，不愿意忍受一点点麻烦。 ,,,,,2024-11-25T10:18:07,iPhone 16 Pro Max,122,9,11,,,2024-11-25 10:18:07,True
5103703000876268	,P1ykA3FXm,我想要一个冷酷又有钱的男人，床上三分钟，每个月见不了我一两次，做完爱就走，平常也不和我说话，然后给我大笔大笔的钱。 ,,,,,2024-11-23T02:44:40,iPhone 16 Pro Max,102,15,16,,,2024-11-23 02:44:40,True
5103662958125849	,P1xhZy5U5,"人的爱吧，本来就包含极大的一部分，爱对方给我带来的好处与愉悦感，一旦这个东西消失了，那爱也就….
人不见得就有谁是多坏，谁有多好，都不过是一团浑浑噩噩的欲望而已 ",,,,,2024-11-23T00:05:33,iPhone 16 Pro Max,60,2,5,,,2024-11-23 00:05:33,True
5103554573109891	,P1utbd31x,"其实我当时很多很普通的同学毕业之后，结婚嫁人，也会有上千万的房子，开挺好的车，而她们并不用跟大哥、放弃名声，但是我好像就是等不及，从十七八岁就等不及，穷人缺乏的松弛感…当时那么多人告诉我，我好好读书长得好看以后会很好的，我就是不愿意，两手空空的时候太想抓住点什么了。
路都走到这里了，不比没遭罪的普通人过得好很多，怎么会愿意上岸呢，不挣到财富自由绝不轻易收手。",,,,,2024-11-22T16:54:52,iPhone 16 Pro Max,197,17,4,,,2024-11-22 16:54:52,True
5103476591303332	,P1srp5t3u,最讨厌的是约会、聊天，而不是睡觉。 ,,,,,2024-11-22T11:45:00,iPhone 16 Pro Max,33,3,1,,,2024-11-22 11:45:00,True
5103312613671089	,P1oaVfp17,"人生不能做容易的事，很多女人说自己爱一个男人，说的很真心，其实本质还是希望对方好起来之后给自己回报，所谓“贤妻扶我凌云志，我还贤妻万两金”。
因为对于这个女人当下来说，对一个穷男人好，跟着吃麻辣烫坐电动车打个胎，比自己开辟一条挣钱的路容易太多了、不费脑子。
挣钱很费脑子，又拼运气，所以寄希望于一个穷男人身上的时候，不是选择了这个男人，而是选择了懒惰，从把决定权交到别人手里这一刻开始，就不要质问命运，为什么会获得这样的下场。",,,,,2024-11-22T00:53:24,iPhone 16 Pro Max,82,3,14,,,2024-11-22 00:53:24,True
