id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106085208001798	,P2yiQxzDg,"女生要谈恋爱！谈恋爱！谈恋爱！#战略咨询##幸福的发力点##商业思维# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/uQ7DjisBlx08jY5PCWik01041206B4pz0E030.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=0yG6RkodRW&KID=unistore,video",,2024-11-29T16:30:43,微博视频号,28,1,10,"战略咨询,幸福的发力点,商业思维",,2024-11-29 16:30:43,True
5106046595237185	,P2xizlYqJ,"自媒体收入是体制内的10倍，我要不要辞职？#辞职##自媒体##体制内# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/MmgIIap0lx08jXViqfXy010412055x3m0E020.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=vXt6eoZ5rX&KID=unistore,video",,2024-11-29T13:57:17,微博视频号,21,3,4,"辞职,自媒体,体制内",,2024-11-29 13:57:17,True
5105784935941633	,P2quxoVGN,"我一定比别人好！我可以成为1%！#我一定会更好##新星闪光计划##战略咨询##人生课题##人生课题# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/qU12k98flx08jWLTuS5i01041204ds1Q0E020.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=JOMUt%2Ft3CC&KID=unistore,video",,2024-11-28T20:37:32,微博视频号,80,2,34,"我一定会更好,新星闪光计划,战略咨询,人生课题,人生课题",,2024-11-28 20:37:32,True
5105449206551192	,P2hL2rugo,"惧内是男人的一种选择！ 我爱你，我愿意这么做！#幸福的发力点##商业思维##战略咨询# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/rCX06am5lx08jVihxLOg0104120258ga0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=dZc6T5rTkG&KID=unistore,video",,2024-11-27T22:23:28,微博视频号,36,1,6,"幸福的发力点,商业思维,战略咨询",,2024-11-27 22:23:28,True
5104735191307376	,P1Zbp5u6I,"说人能听得懂的话！#表达 美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/leQ0bfJmlx08jS9rh2go01041200PZM70E010.mp4?label=mp4_720p&template=720x1556.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=LiAHdLdUSb&KID=unistore,video",,2024-11-25T23:06:14,微博视频号,78,0,21,,,2024-11-25 23:06:14,True
5104313111677459	,P1OcD72nN,"看人不能看身高！姑娘们！#身高##战略咨询# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/0x3dkZk5lx08jQig6lva01041200MlT30E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=dmv2Z%2FzupH&KID=unistore,video",,2024-11-24T19:09:02,微博视频号,31,2,4,"身高,战略咨询",,2024-11-24 19:09:02,True
5104025710889860	,P1GJ53JuA,"深度剖析：不同环境的晋升之路
职场高手，一定吃透了规则！#新星闪光计划##战略咨询##商业思维##体制内# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/0rrWCwiMlx08jP1P5XgA01041206vXhv0E030.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=kJUp8JBAHH&KID=unistore,video",,2024-11-24T00:07:00,微博视频号,112,5,31,"新星闪光计划,战略咨询,商业思维,体制内",,2024-11-24 00:07:00,True
5103560709377181	,P1uD4DlqR,"中国优秀传统文化到哪都不能变哦😆
中国优秀传统文化助力中国女性找到幸福🎉#中国优秀传统## 亿点曝光计划##新星闪光计划##战略咨询# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/7ntzizZzlx08jMYUsAXC010412031PFp0E020.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=oUSEk%2BKp9v&KID=unistore,video",,2024-11-22T17:19:15,微博视频号,30,0,9,"中国优秀传统, 亿点曝光计划,新星闪光计划,战略咨询",,2024-11-22 17:19:15,True
5103548346138739	,P1uj8pKXV,"麦琳和李行亮没有问题！ 很幸福，大家别操心啦😆#再见爱人##麦琳##李行亮# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/XaZHjTB6lx08jMVyFrmo01041204U9T30E020.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=dR70iNKjF1&KID=unistore,video",,2024-11-22T16:30:07,微博视频号,48,6,17,"再见爱人,麦琳,李行亮",,2024-11-22 16:30:07,True
5103532153769902	,P1tT1fOIS,"看不清的事情，再看看！
他急一定是既得利益者！
女孩子要睁大双眼找人哦！#妈妈的话##识人##时间解决问题# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/kHLw5Wcklx08jMR8ULTy01041203mHg00E020.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883886&ssig=fqtjj4fe9B&KID=unistore,video",,2024-11-22T15:25:47,微博视频号,69,5,23,"妈妈的话,识人,时间解决问题",,2024-11-22 15:25:47,True
5103182264667546	,P1kMGjAf0,"曾经喜欢崇拜，终将变成水泥灰😆哈哈哈#听妈妈的话## 亿点曝光计划##曾经的潜力股# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/z4OVO0Bilx08jLjFneHK01041200ZpQm0E010.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883887&ssig=6gb1o8wty%2B&KID=unistore,video",,2024-11-21T16:15:27,微博视频号,68,4,11,"听妈妈的话, 亿点曝光计划,曾经的潜力股",,2024-11-21 16:15:27,True
5102911379737520	,P1dJLERaM,"女性隐忍且坚强，天生对诱惑的克制， 都是你的天生优势，前提是你别走错了路！#女性优势##商业思维## 亿点曝光计划# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/2S51ta1blx08jK7K8PIs01041202g9BE0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883887&ssig=Sm3YRAauQL&KID=unistore,video",,2024-11-20T22:19:03,微博视频号,89,3,24,"女性优势,商业思维, 亿点曝光计划",,2024-11-20 22:19:03,True
5102548405458598	,P14ikmU1U,"你真的觉得平凡的幸福是幸福，就没有问题
你真的希望什么就把重点放在哪里吧！#平凡的幸福# 
美人优不忧的微博视频
 ",,,"https://f.video.weibocdn.com/o0/K71TKvvVlx08jIwH53s401041201DkCO0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732883887&ssig=oKiLhqP0Bz&KID=unistore,video",,2024-11-19T22:16:43,微博视频号,51,3,19,平凡的幸福,,2024-11-19 22:16:43,True
