id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105802090119528	,P2qWd0v5S,宝宝们加油,,,,,2024-11-28T21:45:41,iPhone 15 Pro Max,3,0,0,,,2024-11-28 21:45:41,False,1730317584,呆若木一,5105779647187419	,P2qm0u9M7,"NewJeans在HYBE不知情的情况下，召开记者会宣布29日0点正式与ADOR解约。
Hanni: 离开ADOR的理由很简单，NewJeans是ADOR所属艺人，ADOR有保护NewJeans的义务，但是ADOR没有保护NewJeans的意图和能力，我们继续留在这里无非浪费时间，也造成了精神上的伤害。昨天下了初雪，今天突然把大家找过来了，非常感谢大家的到来。
Haerin: 我们没有做违反合约的事情，没有理由交违约金。
Minji: 我相信一个勇敢的人可以改变世界，让人们更加自信、让大家更有勇气表达自己。因为有Bunnies的存在，我们让不可能成为可能。也谢谢闵熙珍给了我们很大的勇气。尽管未来可能充满未知的阻碍，但我们希望我们五个人可以一起克服困难。
我相信，如果你不主动处理自己的事的话什么事都解决不了，也没有人能帮你解决……这就是我们现在这样做的原因。
我们希望这个世界无论是在学校还是在工作中，人们都能相互尊重，不受欺凌。
Hyein：截至期限结束的四小时前，我们的诉求中没有任何一个得到了回应。拖延的时间越长，对我们的粉丝的伤害越大，我们看到了太多媒体操控和混淆大众视听的行为，我们也因此受伤，因此决定不延迟本次记者会。
今晚0点后，无论我们的意愿如何，我们都不能再使用NewJeans这个名字，但我们的本质保持不变。我们不会放弃NewJeans的名字。我们将努力夺回我们的名字。
Danielle: 我们都很清楚，从今天开始，我们可能没办法再用我们现在的团名NewJeans。但这并不意味着我们要放弃我们的名字，我们也会继续为了NewJeans奋战。不论我们叫什么名字，只要记得 NewJeans never die。
永远勇敢永远热血的NewJeans无论之后以什么名字存在，NewJeans never die!#NewJeans宣布解约#",,https://wx2.sinaimg.cn/large/67228d10gy1hw27gdblxsj21mu0xik3b.jpg,,,2024-11-28T20:16:31,iPhone 16 Pro,37453,1127,2292,NewJeans宣布解约,,2024-11-28 20:16:31
5105060154966293	,P27DxkPXv,"🪭浅草
（老婆们选选首图！！ ",,"https://wx1.sinaimg.cn/large/006VmItzgy1hvzx4glum8j320x2sqb2c.jpg,https://wx3.sinaimg.cn/large/006VmItzgy1hvzx3dc9fej32402t1npe.jpg,https://wx2.sinaimg.cn/large/006VmItzgy1hvzx473ddpj32222r31ky.jpg,https://wx4.sinaimg.cn/large/006VmItzgy1hvzx4e33h3j31v42nh7wi.jpg,https://wx2.sinaimg.cn/large/006VmItzgy1hvzx3fzclzj323z2sxx6s.jpg,https://wx1.sinaimg.cn/large/006VmItzgy1hvzx495yqkj32402t2qv7.jpg,https://wx3.sinaimg.cn/large/006VmItzgy1hvzx44cr06j32402tcu12.jpg,https://wx4.sinaimg.cn/large/006VmItzgy1hvzx3bk3v2j32dc35s4qq.jpg,https://wx1.sinaimg.cn/large/006VmItzgy1hvzx4b7wlpj32152t8npf.jpg,https://wx3.sinaimg.cn/large/006VmItzgy1hvzx4i5gtij32402sfnpe.jpg,https://wx3.sinaimg.cn/large/006VmItzgy1hvzx4o7nwdj31vm2i54qr.jpg,https://wx4.sinaimg.cn/large/006VmItzgy1hvzx4me08xj32h94eou0z.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003415nagx08jTA6J6G40f0f01009L5h0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002OXeoTgx08jTA7ok1F0f0f0100mRt00k01.mov,,2024-11-26T20:37:30,iPhone 15 Pro Max,237,46,14,,,2024-11-26 20:37:30,True
5103647219784626	,P1wSBF3qy,"点好外卖准备开始看再见爱人了哈哈哈哈哈
准备受气！！！ ",,https://wx1.sinaimg.cn/large/006VmItzgy1hvvevea26bj32wa3v17wj.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003nCljLgx08jNmy7UJF0f0f0100jAf20k01.mov,,2024-11-22T23:03:01,iPhone 15 Pro Max,30,10,0,,,2024-11-22 23:03:01,True
