id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106081830015422	,P2ydp040K,"用冻黄瓜做面部刮痧，这回再也不怕脸部浮肿了 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/vkaGSJJClx08jY00Xe7e010412009l7i0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=NXWy3Kz8ju&KID=unistore,video",,2024-11-29T16:17:17,微博视频号,1,0,0,,,2024-11-29 16:17:17,True
5106060780113094	,P2xFs0tq6,"小姐姐吃了半年的蜂蜜大蒜，糟糕的皮肤状态真的有所改变呢！ 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/AgKVhRf6lx08jXZaTq5a010412009PFF0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=XaWMTrp04r&KID=unistore,video",,2024-11-29T14:53:39,微博视频号,3,0,1,,,2024-11-29 14:53:39,True
5106027362517023	,P2wNyayN9,"长围巾的蝴蝶结系法 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/Y6WaXaPIlx08jXQ3rELK01041200ajwq0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=lnnnanZZoV&KID=unistore,video",,2024-11-29T12:40:50,微博视频号,5,0,2,,,2024-11-29 12:40:50,True
5105994241935326	,P2vW887sW,"那个独生子女朋友be like 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/fu2SY6JHlx08jXH18VKU01041200h9GY0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=%2FyQUt7G7Wf&KID=unistore,video",,2024-11-29T10:29:15,微博视频号,3,4,1,,,2024-11-29 10:29:15,True
5105827056717886	,P2rAtsbD0,"快速卷发教程，赶时间的时候真的很好用！ 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/dpAIKCHulx08jWXouXG801041200fDXN0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=uF8OTjuosY&KID=unistore,video",,2024-11-28T23:24:54,微博视频号,7,0,2,,,2024-11-28 23:24:54,True
5105802318712953	,P2qWzAyDv,"用弹簧线做一个发型 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/fmCounp2lx08jWQCf652010412004L3h0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=p19XcLUlck&KID=unistore,video",,2024-11-28T21:46:36,微博视频号,2,0,0,,,2024-11-28 21:46:36,True
5105775293236859	,P2qeZdA3p,"来看看征服小李子的女神是怎么化妆的 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/SRwvXlXElx08jWJgGyHu01041200qOgq0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=zEAHv4TljC&KID=unistore,video",,2024-11-28T19:59:13,微博视频号,1,0,1,,,2024-11-28 19:59:13,True
5105742564036379	,P2pocgW2T,"美的太不真实了，像坠入凡间的天使 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/o4JwjxAPlx08jWAl2MdO010412006x2l0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=%2FonM2glAms&KID=unistore,video",,2024-11-28T17:49:10,微博视频号,9,0,0,,,2024-11-28 17:49:10,True
5105727932729805	,P2p0Bbs97,"芭比高马尾教程 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/SpGspesXlx08jWwlrDeM01041200hQTn0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=A5B4hqzxMj&KID=unistore,video",,2024-11-28T16:51:02,微博视频号,25,1,7,,,2024-11-28 16:51:02,True
5105708637618418	,P2ovtvXTI,"K-pop爱豆原来是这样画眼线的，眼睛真的大了好多！ 
丸子头R小姐的微博视频
 ",,,"https://f.video.weibocdn.com/o0/0so80CJOlx08jWr4TKfe01041200KWFL0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732875717&ssig=okYAAIxmuF&KID=unistore,video",,2024-11-28T15:34:20,微博视频号,408,8,76,,,2024-11-28 15:34:20,True
