id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105786994557495	,P2qxRj7BZ,"2025半YT政治理论冲刺班更新14
网页链接
 
2025花s行测套题班二期
网页链接
 ",,,,,2024-11-28T20:45:43,微博网页版,0,3,0,,,2024-11-28 20:45:43,True
5105736922958389	,P2pf6cpBX,2025年CG行政执法专业课 ,,,,,2024-11-28T17:26:45,微博网页版,0,1,0,,,2024-11-28 17:26:45,True
5105688827137247	,P2nZwtWIT,"申论高频词、金句总结
2025图推命题考点分析与实战模拟冲刺班（更新4-5
【政治理论】2025政治理论冲刺班（更新11-12）
【申论】2025行政执法考前必背8篇范文
【申论】2025申论国考刷题班（含行政执法）（更新33-36）
2025军队文职管理学主观题申论大作文 ",,,,,2024-11-28T14:15:38,微博网页版,1,1,0,,,2024-11-28 14:15:38,True
5105683030085791	,P2nQb0mjJ,"25国考考前冲刺资料汇总
25国考考前热点预测报
25国考行测申论救急册
2025国考白皮书
2025国考考前预测报
2025国考考前重要分析【考前30分】
行测考前提分手册
网页链接
网页链接
 ",,,,,2024-11-28T13:52:36,微博网页版,1,0,0,,,2024-11-28 13:52:36,True
5105670492000950	,P2nvX8oxo,"经典电视剧  人间正道是沧桑  狂飙 康熙王朝 雍正王朝
网页链接# ",,,,,2024-11-28T13:02:47,微博网页版,1,0,0,,,2024-11-28 13:02:47,True
5105452155669141	,P2hPNnMNL,名侦探柯南：百万美元的五棱 ,,,,,2024-11-27T22:35:11,微博网页版,1,1,0,,,2024-11-27 22:35:11,True
5105371073217861	,P2fJ1dv6Z,"心理咨询二级 
心理咨询师一级
心理咨询师（三级）专业技能（三分频）
心理学咨询实操案例 
心理咨询师培训教程视频版
身心同调16周训练营
！ 网页链接  
网页链接
 ",,,,,2024-11-27T17:13:00,微博网页版,0,3,0,,,2024-11-27 17:13:00,True
5105368135373980	,P2fEhmy16,"2024年各省时政1-10月合集，有很多省份，具体请自己看 
链接：
网页链接
 链接: 
网页链接
  
刺猬云印，首单免费打印200页还包邮，需报名！ 
网页链接
 ",,"https://wx1.sinaimg.cn/large/008BQffAgy1hw0wpjfttbj30c40kpgq4.jpg,https://wx4.sinaimg.cn/large/008BQffAgy1hw0wpt2g78j30bi0lztdt.jpg,https://wx2.sinaimg.cn/large/008BQffAgy1hw0wpxgo6hj30eh0jo796.jpg",,,2024-11-27T17:01:19,微博网页版,1,4,0,,,2024-11-27 17:01:19,True
5105294822084400	,P2dK28Kfm,"1-6年级语文上册教辅资料
字词训练（合集）
知识考点（合集）
预习资料（合集）
修改病句资料（合集）
同步练习资料（合集）
期中复习（合集）
期末复习资料（合集）
默写资料（合集）
课课贴&课堂笔记
句子专项训练（合集）
教材解读&教材一点通
基础知识（合集）
单元知识总结与练习（合集）
背记内容（合集）
《语文园地》专项训练
《考前必背知识手册》（24秋）
《考点与重难题型精梳》（24秋）
《大语文专项练习册》
《标点符号》
的地得与词语搭配训练大全·强化训练
斗半匠小学语文修辞手法技巧训练",,,,,2024-11-27T12:10:00,微博网页版,3,1,1,,,2024-11-27 12:10:00,True
5105273826183424	,P2dcapWAE,"埃隆·马斯克传+得到解读
《埃隆·马斯克传》
《零碳未来》
《人类的本能》
《两课经济学》
《从元宇宙到量子现实》
变形金刚 Transformers 1-7 (2007-2023) ",,,,,2024-11-27T10:46:34,微博网页版,0,2,0,,,2024-11-27 10:46:34,True
5105079765958665	,P289ap07v,"2025国考证监会考前30分
证监会-考前三十分-证券期货基础知识
证监会-考前三十分-财金岗
证监会-考前30分-计算机岗
证监会-考前30分-会计岗
证监会-考前30分-法律岗 ",,,,,2024-11-26T21:55:26,微博网页版,0,1,0,,,2024-11-26 21:55:26,True
5105054831084946	,P27uX4yf8,"爆火韩剧《现在拨打的电话》更2集
官方中字 附漫画+小说 ",,https://wx4.sinaimg.cn/large/008BQffAgy1hvzwk6fe4oj30u016htzz.jpg,,,2024-11-26T20:16:22,微博网页版,0,2,0,,,2024-11-26 20:16:22,True
5104984244880296	,P25F6ktAs,"2024下半年四川省公务员录用考试《行政职业能力测验》终极预测五套卷
2024下半年四川省公务员录用考试《行政职业能力测验》绝密押题五套卷
2025四川省考岗位表+历年进面分数
2025年江苏省考资料包
北京市考资料包
2025年天津市考资料包
2025年天津市公务员录用考试《行政职业能力测验》绝密押题五套卷
2025四川定向乡镇考前模拟3套卷
2025年山东省公务员录用考试《行政职业能力测验》绝密押题五套卷
2025年选调生押题作文30篇（含最新人物素材、勋章获得者、好词好句）
2025年上海市公务员录用考试《行政职业能力测验》绝密押题五套卷
广东省考行测100题
深圳市考资料包
2025江苏省考全真模拟卷
网页链接",,,,,2024-11-26T15:35:52,微博网页版,0,0,0,,,2024-11-26 15:35:52,True
5104961895794078	,P2553ojiS,小初高资料 ,,https://wx3.sinaimg.cn/large/008BQffAgy1hvzlw9lnhnj30dm0cnjve.jpg,,,2024-11-26T14:07:04,微博网页版,1,2,0,,,2024-11-26 14:07:04,True
5104958739316886	,P24ZXD5Km,【申论】2025申论领跑营套题实战班（更42-43） ,,,,,2024-11-26T13:54:31,微博网页版,1,1,1,,,2024-11-26 13:54:31,True
5104911149171812	,P23LcCu0s,"2025白鹭课程合集
2024年以及之前的半月谈白鹭 ",,,,,2024-11-26T10:45:25,微博网页版,0,1,0,,,2024-11-26 10:45:25,True
5104910275969139	,P23JNp2Qr,"【冲刺】2025图推命题考点分析与实战模拟冲刺班（更新2+讲义）
【冲刺】2025山东省考2480线上冲刺（更申论9）
【冲刺】2025常识冲刺课（含政治理论）（更3-5）
【申论】2025申论国考刷题班（含行政执法）（更新18-23） 
【申论-省考】2025省考申论金卷预测班（更新金卷4-5） ",,,,,2024-11-26T10:41:56,微博网页版,1,1,1,,,2024-11-26 10:41:56,True
5104910092208066	,P23Jv9gpY,"11月26日晨读打卡
拥抱“智能向善”的数字未来 ",,,,,2024-11-26T10:41:13,微博网页版,0,1,0,,,2024-11-26 10:41:13,True
5104711883556264	,P1YzOeV96,我的青春恋爱物语果然有问题一二三季 ,,,,,2024-11-25T21:33:36,微博网页版,0,1,0,,,2024-11-25 21:33:36,True
5104689195260368	,P1XZdm4sE,2025高三高考资料更新 ,,,,,2024-11-25T20:03:27,微博网页版,1,1,0,,,2024-11-25 20:03:27,True
5104628292916984	,P1WoZceQ8,【新课速存】2025数字推理400题 ,,,,,2024-11-25T16:01:27,微博网页版,0,1,0,,,2024-11-25 16:01:27,True
5104619744922967	,P1WbckEGH,2025套题班二期，12套更完 ,,,,,2024-11-25T15:27:29,微博网页版,0,1,0,,,2024-11-25 15:27:29,True
5104619743349392	,P1Wbce3ks,2025套题班二期，12套更完 ,,,,,2024-11-25T15:27:29,微博网页版,0,0,0,,,2024-11-25 15:27:29,True
5104598870656786	,P1VDx2KRk,军队文职2025押题合集，开始更新，后续都会放在该链接！保存后更新会提醒 ,,,,,2024-11-25T14:04:32,微博网页版,0,1,1,,,2024-11-25 14:04:32,True
5104558004766113	,P1UzCjZSN,教师招聘更新 ,,,,,2024-11-25T11:22:09,微博网页版,1,1,0,,,2024-11-25 11:22:09,True
5104527583740018	,P1TMyfGWS,"2025省考申论金卷班预测班更
2025申论刷题班（含行政执法）更 ",,,,,2024-11-25T09:21:15,微博网页版,1,1,0,,,2024-11-25 09:21:15,True
5104376635462483	,P1PR5mV2z,"2025数量关系超大杯刷题营（更9） 
2025山东省考申论冲刺提升真题班（更4-5） 
2025花s考套卷班二期（更新第十二套） 
2025申论写作考前热点梳理课（更新4-5） ",,,,,2024-11-24T23:21:27,微博网页版,1,2,0,,,2024-11-24 23:21:27,True
5104367338522604	,P1PC5zL7m,"2025教招语文（系统班）（大量更新） 
2025桂合集（基础班）（大量更新） ",,,,,2024-11-24T22:44:31,微博网页版,1,1,0,,,2024-11-24 22:44:31,True
5104334962691573	,P1OLSbict,路过我年少时光的蓝色更10 ,,,,,2024-11-24T20:35:52,微博网页版,1,1,0,,,2024-11-24 20:35:52,True
5104334908163216	,P1OLMyfCM,2024下教资面试资料更新 ,,,,,2024-11-24T20:35:39,微博网页版,0,1,0,,,2024-11-24 20:35:39,True
5104276755973098	,P1NfZp3Si,"2025考研专业课合集链接（包含其他20多个专业，新增农学、和声曲式、艺术概论、药学、中外美术史、中西音乐史）
网页链接
----------------------------
刺猬云印，首单免费打印200页，还包邮，具体活动需要报名，详情咨询客服
网页链接
小猴云印，五分一页,满15顺丰包邮，需要速度快的，可以选择小猴
网页链接",,,,,2024-11-24T16:44:34,微博网页版,0,0,0,,,2024-11-24 16:44:34,True
5104237748422341	,P1Mf4zl2d,"2025公考名师补充渠道
总链接，此链接内容很多重复的，可能因为度盘的容量原因随时删除，如果有需要的请尽快保存！
删除后不会再补，除非有新的更新 ",,,,,2024-11-24T14:09:34,微博网页版,1,1,0,,,2024-11-24 14:09:34,True
