id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105743440643885	,P2ppC2Hvf,没错 故意忽略对方强势优点 很狡猾的pua//@Vivian微微ll:“跟她优秀没有关系”好像刘强东说根本不知道奶茶妹妹漂不漂亮。,,,,,2024-11-28T17:52:39,,10,0,1,,Vivian微微ll,2024-11-28 17:52:39,False,6340947477,24小时在线冲浪,5103803281703743	,P1AWk79dJ,"葛夕闺蜜为刘爽为什么爱葛夕，刘爽说爱一个人没有原因#刘爽 #葛夕 #综艺 ##再见爱人# 
24小时在线冲浪的微博视频
 ",,,"https://f.video.weibocdn.com/o0/3tSsAT6xlx08jO38nH2M01041200bhRg0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732880476&ssig=SbzWZuWo52&KID=unistore,video",,2024-11-23T09:23:09,iPhone 15,433,36,8,"刘爽 ,综艺 ,再见爱人",,2024-11-23 09:23:09
5105508070195381	,P2jhZ0OPj,荣亲算什么呢？我是亲星。 ,,,,,2024-11-28T02:17:22,,2,3,0,,,2024-11-28 02:17:22,True
5105412756214247	,P2gOfq4BN,两段感情都是这样 但最终也都味同嚼蜡,,,,,2024-11-27T19:58:38,,30,6,1,,,2024-11-27 19:58:38,False,5632498454,与甜说晚安,5105339068845383	,P2eToB75t,最近才发现，人在爱里要确认自己100%的被接纳才能有足够的安全感，没有安全感的爱情，在对方面前卸次妆都心有余悸，而真正稳定的感情，是两个人在一起丑相尽出，尽管被他拍到过一万张丑照，但你知道他爱着你，你是他的偏爱，便也没什么好怕的了。 ,,,,,2024-11-27T15:05:49,尊嘟超爱你,4527,322,1484,,,2024-11-27 15:05:49
5105278955029017	,P2dkrl6hb,我要加筹码 拒绝凑合,,,,,2024-11-27T11:06:56,,24,1,3,,,2024-11-27 11:06:56,False,6167988003,刘小波的博,5105265267705136	,P2cYmwkso,"大多数人得不到爱情的。
因为你喜欢的人，可能是比你优秀许多的人。而是现实中你只能配得上和你差不多的人。
自己没有筹码，眼光又高，就不存在爱情。 ",,,,,2024-11-27T10:12:34,,2782,143,331,,,2024-11-27 10:12:34
5105205618409593	,P2bq9zhIB,挺好，李行亮和留几手复火，杨子黄圣依也赚到了流量,,,,,2024-11-27T06:15:31,,1,0,0,,,2024-11-27 06:15:31,False,1256363904,顶流颜究社,5103105945897508	,P1iNAoKd6,"原来留几手上《再见爱人》前，就对自己的结局早有预言了，没想到节目组找到了比他还“招人恨”的嘉宾
 
顶流颜究社的微博视频
 ",,,"https://f.video.weibocdn.com/u0/7HPG7VLYgx08jKYuKPtC01041200p8Bb0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732880476&ssig=YXo5vN1T7%2B&KID=unistore,video",,2024-11-21T11:12:11,微博视频号,995,121,133,,,2024-11-21 11:12:11
5104765075980624	,P1ZXBp5PG,操… 他是真的懂拿捏女性的,,,,,2024-11-26T01:04:58,,54,10,18,,,2024-11-26 01:04:58,False,7274589253,娱颜小阿姨,5102481053585880	,P12xHf2QM,"留几手教人类低质量男性如何吸引女性
还让网友们和汪小菲光头一起找他报班#再见爱人# 
娱颜小阿姨的微博视频
 ",,,"https://f.video.weibocdn.com/o0/iugLZS5klx08jI11Ru8001041202cW7Q0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732880476&ssig=c2ytJ3fjAK&KID=unistore,video",,2024-11-19T17:49:05,南投邱太太iPhone客户端,344,24,91,再见爱人,,2024-11-19 17:49:05
5104724464114073	,P1YU6hgg1,"希望我小孩以后有点审美，如果成绩不好那就进职校学好美发的手艺，然后让我薅羊毛免费做头发。
越想越美滋滋，有一门手艺真挺好的！ ",,,,,2024-11-25T22:23:36,,20,2,0,,,2024-11-25 22:23:36,True
5104704881951568	,P1Yow8bGU,一个不愿意吃亏的人是很难吃亏的但是也很难赚，一个愿意吃亏的人是更容易吃亏的但是也更容易赚。 ,,,,,2024-11-25T21:05:47,,29,6,0,,,2024-11-25 21:05:47,True
5104701283241487	,P1YiIdBg3,电量焦虑，只要出门，哪怕满电也开启低电量模式 ,,https://wx4.sinaimg.cn/large/006iZVM6gy1hvyry7tuzvj30ew0503yn.jpg,,,2024-11-25T20:51:29,,8,1,0,,,2024-11-25 20:51:29,True
5104682643492304	,P1XOEeEvu,马上又是一年尽头 新一年有新运势//@刘标Bill:哇哦跟我妈妈新年找人算的一样..,,,,,2024-11-25T19:37:25,,0,0,0,,刘标Bill,2024-11-25 19:37:25,False,5777531138,我是不停换马甲的恋爱脑,5102188728682398	,P0UWcAqGG,"上次“八字自测”好多姐妹和我分享，测得蛮准，很多都对上了，这次我又测了紫薇命盘，根据生辰八字排出由十二宫组成的命盘。
虽然有点复杂！但蛮有意思。
身在低谷期就坚信积极暗示，我永远只信好不信坏。目前为止我还是很满意我的人生的，大家做个参考就好～ ",,"https://wx1.sinaimg.cn/large/006iZVM6gy1hvqre2vtepj30d60g7q9f.jpg,https://wx2.sinaimg.cn/large/006iZVM6gy1hvqre4cfxaj30d40jwqal.jpg,https://wx4.sinaimg.cn/large/006iZVM6gy1hvqre0ik3sj30d90gigrv.jpg,https://wx4.sinaimg.cn/large/006iZVM6gy1hvqre68kxtj30dd0j6aih.jpg",,,2024-11-18T22:27:29,,5,7,2,,,2024-11-18 22:27:29
