id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105603082977854	,P2lLecuFU,我觉得我是一个包容度非常强的人 就算我周围的人做出了惊掉下巴的事情 我都会觉得没什么 我是那种允许别人道德底线低的人 因为我始终认为每个人都不一样 只要不影响到我 什么事情都与我无关 ,,,,,2024-11-28T08:34:55,iPhone 14 Pro Max,2,2,1,,,2024-11-28 08:34:55,True
5105558367502519	,P2kB6vtKn,"我的mbti职业性格测试结果是：ISTP (鉴赏家)，测完一次性搞定你的MBTI人格分析和职业规划，mbti测试链接。
网页链接
 ",,https://wx3.sinaimg.cn/large/0069hAEely8hw1ie3kd5oj30af0ijdgi.jpg,,,2024-11-28T05:37:14,mbti测试链接,0,2,0,,,2024-11-28 05:37:14,True
5105558103785793	,P2kAGfSRb,"MBTI（Myers-BriggsTypeIndicator）是一种常用的人格测试工具，可以帮助人们更好地了解自己的个性类型。mbti十六型人格包含爱情、职业、性格免费分析，mbti测试链接。
网页链接
 ",,https://wx4.sinaimg.cn/large/0069hAEely8hw1id0bezhj30ku0ucta9.jpg,,,2024-11-28T05:36:11,mbti测试链接,0,0,0,,,2024-11-28 05:36:11,True
5105430156809181	,P2hgjsznv,//@瓜子今天在干嘛:守护 不参与任何一场互联网猎巫,,,,,2024-11-27T21:07:46,iPhone 14 Pro Max,2,0,0,,瓜子今天在干嘛,2024-11-27 21:07:46,False,3484765515,镜与谨,5103981768477372	,P1FAczzlO,我不想再有任何一个人跟我聊再见爱人并骂麦琳。 ,,https://wx3.sinaimg.cn/large/cfb54d4bgy1hvwhbkn48oj20po7lc4qq.jpg,,,2024-11-23T21:12:23,微博轻享版,22133,1162,245,,,2024-11-23 21:12:23
5105328463023985	,P2eCicGFX,偷偷给我姐姐买了花，备忘录也已经写好了书信内容，但是我买的信封一直没到，我真是服了。。 ,,,,,2024-11-27T14:23:41,iPhone 14 Pro Max,0,0,0,,,2024-11-27 14:23:41,True
5105328326446148	,P2eC4r2W8,"感觉很多男童有精神病
吓鼠。 ",,,,,2024-11-27T14:23:08,iPhone 14 Pro Max,2,0,0,,,2024-11-27 14:23:08,True
5105015770845191	,P26tX3xS7,"我感觉有时候自己是一个很笨的人 始终找不到人际关系的平衡点 我姐姐来上海陪我过生日 我这一整个月全勤 因为我觉得专门来找我过生日肯定要请她吃好吃的陪她好好玩 所以我这半个月每天都是照常工作然后陪她出去玩 因为我是一个极其生存焦虑的人我无法接受我的花销和收入持平 我每个月的花销必须控制在我收入2/1以内不然我就会躁郁 这个月很明显完全超出了（因为是我一整年收入最低的一个月…很凄惨的生日月 心里一直很郁闷） 但是我并不是不想花钱 我对重要的人我也是大方的 何况是我姐姐 我烦得点是收入太少了觉得自己很没用 很挫败很委屈
 而且还有一个点是我睡眠真的太浅了 我受不了睡觉的时候有动静（打呼噜or梦游我都是会一整晚睡不着的 即使累到手都抬不起来眼睛酸痛我也睡不着）这半个月我只睡过一个不错的觉……
我感觉我这半个月就像行尸走肉 你如果说 我不幸福 其实我也很幸福 每天姐姐都会问我饿不饿给我点好我最爱喝的果汁给我做夜宵吃  会拿很多漂亮的衣服给我穿 会和我说很多很多话聊很多开心的话题两个人可以聊很多个通宵 她对我生活中真的很好很好 很少有人可以对我好到无微不至的地步 就是因为这样我不想扫一点兴 我很珍惜能够对我这么好的人 所以我想也对她好一些再好一些 我想让她觉得开心幸福 很多时候我赚钱的成就感之一 就是我可以带我很重要的人去昂贵的对方喜欢的餐厅点单不用考虑预算 她随口说的东西我都可以不费力不肉痛的都买下来  我认为我很幸福的  但是我总有一种疲惫感  
可能是我今年身体真的太差了 我没有精力做很多事情 我会觉得没怎么睡觉又要工作很累 下班了还要不断的回应话题很累（因为我很不舍得重要的人有任何一点失落感 嗓子很痛很痛我也会接话） 很累很累她兴冲冲的想出门我也不会拒绝 还是会一直夸对方特别特别好看给很多的情绪价值都不会不耐烦
我觉得现阶段的我 好像一个玩具机器 一直在消耗自己的电量 我现在一格电都没有了 
心里想的是 她真的很好很好对我也很好很好我要给她数不清的爱 但是身体却告诉我我快猝死了",,,,,2024-11-26T17:41:09,iPhone 14 Pro Max,7,9,0,,,2024-11-26 17:41:09,True
5104967991952838	,P25eT8c1o,本人和女老公聊天就这样。 ,,"https://wx4.sinaimg.cn/large/0069hAEegy1hvzmkyjmcuj30pa1hsqek.jpg,https://wx3.sinaimg.cn/large/0069hAEegy1hvzml0e6yuj30q91nmgsy.jpg",,,2024-11-26T14:31:17,iPhone 14 Pro Max,0,0,0,,,2024-11-26 14:31:17,True
5104965599626754	,P25b1Eome,虽然迪迪和露露的风格很像！我都特别喜欢 但是我心里会觉得露露是女儿迪迪是老公。。嗯 ,,,,,2024-11-26T14:21:47,iPhone 14 Pro Max,2,1,0,,,2024-11-26 14:21:47,True
5104963762521227	,P2584azSX,我很容易对很可爱 萌萌的 比较单纯 长得不是很精明的清秀款  瘦瘦的性格偏内向一点点 身高和我差不是很多的 然后对我又特别好的的小女生产生好感 嗯。长期相处我会有想在一起一辈子的冲动哈 谈恋爱我也素喜欢这种类型 ,,,,,2024-11-26T14:14:29,iPhone 14 Pro Max,5,7,0,,,2024-11-26 14:14:29,True
