id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105251374334894	,P2cBXibHE,我以后再让一个团购上的陌生理发师给我剪头发我就吃大便 ,,,,,2024-11-27T09:17:21,iPhone客户端,0,0,0,,,2024-11-27 09:17:21,True
5105249711033068	,P2czh4kKo,我最不用付出同理心的就是理发师，每次都剪的我发火 ,,,,,2024-11-27T09:10:45,iPhone客户端,1,0,0,,,2024-11-27 09:10:45,True
5105072428288861	,P27XkyMjj,买冬装一个月，心情从过年我要美死所有乡亲父老变成寒假其实也不用出门打麻将可以穿睡衣过去 ,,,,,2024-11-26T21:26:17,iPhone客户端,1,0,0,,,2024-11-26 21:26:17,True
5105071370539137	,P27VD2gfL,一试穿皮草就感觉背后会有一个叫武松的人跳出来打我 ,,,,,2024-11-26T21:22:05,iPhone客户端,0,0,0,,,2024-11-26 21:22:05,True
5105070545044268	,P27Uilafa,冬天还没买啥衣服就倾家荡产了，夏天花几百块我可以买一吨破烂回来打扮自己 ,,,,,2024-11-26T21:18:48,iPhone客户端,0,0,0,,,2024-11-26 21:18:48,True
5105056609472499	,P27xODKef,轮廓好看的人再丑都不会太丑 ,,,,,2024-11-26T20:23:26,iPhone客户端,1,0,0,,,2024-11-26 20:23:26,True
5105016851664336	,P26vH6YY8,李行亮一副死人脸还老爱装无辜 ,,,,,2024-11-26T17:45:27,iPhone客户端,1,0,0,,,2024-11-26 17:45:27,True
5104966245550759	,P25c4ni0n,。。？,,,,,2024-11-26T14:24:21,iPhone客户端,0,0,0,,,2024-11-26 14:24:21,False,7866619810,胡言乱语怎么你了呢,5104602441584892	,P1VJi6EiM,"#TF四代魏子宸被校园霸凌#tg妈呀，，魏子宸被校园80，原视频已经被心虚删除了 
胡言乱语怎么你了呢的微博视频
 ",,,"https://f.video.weibocdn.com/o0/AdMdHGNWlx08jRzdnXS0010412008Q4Z0E010.mp4?label=mp4_720p&template=570x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732873657&ssig=nC%2Bqac9tvQ&KID=unistore,video",,2024-11-25T14:18:44,微博视频号,69473,5879,13187,TF四代魏子宸被校园霸凌,,2024-11-25 14:18:44
5104602456261758	,P1VJjqgY6,我最恨前男友的时候想过买张高铁票去他家把他全家给药死 ,,,,,2024-11-25T14:18:47,iPhone客户端,1,0,0,,,2024-11-25 14:18:47,True
5104385468662492	,P1Q5kAlvC,想投入到稳定长久的关系和生活里去 ,,,,,2024-11-24T23:56:33,iPhone客户端,1,0,0,,,2024-11-24 23:56:33,True
5104382242719278	,P1Q08bppk,结了婚的不能出个测评吗，让我看看到底是怎么个事 ,,,,,2024-11-24T23:43:44,iPhone客户端,0,2,0,,,2024-11-24 23:43:44,True
5104356445653881	,P1PkwnIPD,转发微博,,,,,2024-11-24T22:01:13,iPhone客户端,1,0,0,,,2024-11-24 22:01:13,False,7661043617,歌娜整形外科医院,5103118356580870	,P1j7BrBZ4,"歌娜轮廓模特招募第二期活动正式开始了
❣️活动项目❣️
【免费案例】 2名
【5折案例】 2名
*仅限于初次轮廓*
主刀院长：金炫佑，首尔大学医学博士毕业，前元辰整形医院，前DA整形医院轮廓担当主刀院长。
轮廓临床手术数8672名，刀工流畅，术后可即可查看ct数据，手术安心cctv全程监控无幽灵医生。
轮廓跨年模特活动开始招募
对轮廓感兴趣的朋友赶紧报名咨询吧
【活动申请方式】
关注我们+转发+评论 微博或者微信私信我们截图转发评论的图片申请
本人照片提交：直视镜头拍摄，正面+侧面45度+侧面90度无化妆无美图照片
年龄：
希望手术的日期：
❤️❤️号：
💙报名截止日期：2024.11.30~2025.12.11
💚手术截止日期：2025.02.28为止
ct长图耐心观看#韩国歌娜##面部轮廓##轮廓整形#",,"https://wx2.sinaimg.cn/large/008msXpDgy1hvtq49oap6j31hc2mt1kx.jpg,https://wx1.sinaimg.cn/large/008msXpDgy1hvtq4ba6vjj30xc6hcnpd.jpg,https://wx1.sinaimg.cn/large/008msXpDgy1hvtq4cb5thj30xc6hce81.jpg,https://wx3.sinaimg.cn/large/008msXpDgy1hvtq4dbr04j30xc7s0u0x.jpg,https://wx4.sinaimg.cn/large/008msXpDly1hvtq4sjthfj31900u0dir.jpg,https://wx1.sinaimg.cn/large/008msXpDly1hvtq53vb6pj31900u0tbv.jpg,https://wx2.sinaimg.cn/large/008msXpDgy1hvtq4dxznnj30j60j6jtn.jpg,https://wx4.sinaimg.cn/large/008msXpDgy1hvtq4efb9lj30j60j6jv2.jpg","https://f.video.weibocdn.com/o0/E9q1OF6hlx08jL2b2Hxm010412008Ezg0E010.mp4?label=mp4_720p&template=1080x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732873665&ssig=2TSswXk8LC&KID=unistore,video",,2024-11-21T12:01:30,iPhone 13,16,28,22,"韩国歌娜,面部轮廓,轮廓整形",,2024-11-21 12:01:30
5104239089288291	,P1MheCYj9,秀智的那个收腰羽绒服大家不是都说好丑，秀智漂亮才衬得起吗，怎么现在网红店都在打版，是真的觉得衣服好看还是当我是秀智 ,,,,,2024-11-24T14:14:54,iPhone客户端,0,0,0,,,2024-11-24 14:14:54,True
5104216311333410	,P1LGv5ASC,我最近就这么瘦的 ,,https://wx4.sinaimg.cn/large/0060y9lagy1hvx89b080mj30wi1yc4fg.jpg,,,2024-11-24T12:44:23,iPhone客户端,0,2,0,,,2024-11-24 12:44:23,True
5104010348729246	,P1GkiACSi,我好想派她去当我爸妈的女儿，治治他们 ,,https://wx4.sinaimg.cn/large/0060y9lagy1hvwklr7oesj30wi1ychdt.jpg,,,2024-11-23T23:05:58,iPhone客户端,0,0,0,,,2024-11-23 23:05:58,True
5104007037324224	,P1GeXuJmE,我也不知道为什么我把自己当网红一样，只要收拾好了出门就抱着必出片的决心。然后花巨多的时间拍照选图p图 ,,,,,2024-11-23T22:52:48,iPhone客户端,0,0,0,,,2024-11-23 22:52:48,True
5103990452519769	,P1FOdazvr,世上只有妈妈好 ,,,,,2024-11-23T21:46:54,iPhone客户端,1,0,0,,,2024-11-23 21:46:54,True
5103282785094622	,P1noOlnlk,不知道是不是这个破眉弓打错了，总感觉眼睛更肿了 ,,,,,2024-11-21T22:54:53,iPhone客户端,0,0,0,,,2024-11-21 22:54:53,True
5103270916524546	,P1n5FrnkC,心中突然涌起淡淡的悲伤 ,,,,,2024-11-21T22:07:43,iPhone客户端,1,0,0,,,2024-11-21 22:07:43,True
5102577014539284	,P152tj2Sg,开始看小说！！！！ ,,,,,2024-11-20T00:10:24,iPhone客户端,0,0,0,,,2024-11-20 00:10:24,True
5102565589258624	,P14K2CQAE,到现在都不懂瘦脸针为什么叫瘦脸针，肉毒一针下去到底谁脸瘦了 ,,,,,2024-11-19T23:25:00,iPhone客户端,0,0,0,,,2024-11-19 23:25:00,True
5102430838588226	,P11eHA2bM,肉丝的那个戏感觉全程都攒着一股劲，脸上写着我很有魄力，我又坚韧又独立，我是人格魅力大女主 ,,,,,2024-11-19T14:29:33,iPhone客户端,0,0,0,,,2024-11-19 14:29:33,True
