id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106049267010549	,P2xmStpLn,泰国711里面这个睡眠糖，我操了，我终于试了，昨晚十一点多睡的，睡到现在下午两点。。还是被隔壁装修钻醒的，现在还是睁不开眼睛。。 ,,https://wx3.sinaimg.cn/large/006DR4xfly1hw32q9ipr6j32c03407wi.jpg,,,2024-11-29T14:07:54,喝酒抢的iPhone 16 Pro Max,58,17,6,,,2024-11-29 14:07:54,True
5105802671294355	,P2qX95qIH,"曼谷➕清迈合集！
个人觉得最好吃的餐厅：
网页链接
泰国711值得买
网页链接
网页链接
曼谷网红餐厅
网页链接
曼谷按摩店超便宜
网页链接
曼谷本地彩妆店超便宜
网页链接
曼谷买衣服
网页链接
逛➕小吃➕榴莲沙冰
网页链接
同一个商场里泰奶蛋挞，基本卖蛋挞的地方都会有泰奶蛋挞，不用刻意找固定的店
网页链接
超绝斑斓面包
网页链接
斑斓制品
网页链接
清迈绿野仙踪咖啡厅巨出片
网页链接
清迈邓丽君最爱的咖喱面
网页链接
清迈塔佩门鸽子拍照
网页链接
清迈天灯节攻略
网页链接
清迈打枪的地方
网页链接
可以直接去现场买，人不多，最好和姐妹一起去这样一人能选一把枪，就能拍不一样的了，地址在图1
清迈另一家咖啡厅，爆米花咖啡非常好喝，环境也好，一直有dj放歌，很适合去休息，地址在图2剩下的是咖啡店环境图。
女子监狱按摩，有个假的，一定要去真的，真的比假的舒服
还按了个五百多的spa觉得很一般，没必要做，就不发了。
避雷两家热门网红餐厅，还有一家清迈米其林也很一般，在图789",,"https://wx3.sinaimg.cn/large/006DR4xfly1hw2advo9lnj310o27ob29.jpg,https://wx1.sinaimg.cn/large/006DR4xfly1hw2adwbvkqj310o27ohdt.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hw2adyhgzwj33b04eo4qw.jpg,https://wx3.sinaimg.cn/large/006DR4xfly1hw2ae1cqi6j33b04eo1l2.jpg,https://wx3.sinaimg.cn/large/006DR4xfly1hw2ae3tv99j32c0340u0y.jpg,https://wx2.sinaimg.cn/large/006DR4xfly1hw2ae5x65ej33b04eo7wj.jpg,https://wx3.sinaimg.cn/large/006DR4xfly1hw2afjbbq2j310o27onk6.jpg,https://wx1.sinaimg.cn/large/006DR4xfly1hw2afjvcx9j310o27onkn.jpg,https://wx1.sinaimg.cn/large/006DR4xfly1hw2afl9bfyj310o27o1kx.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0015cqBZjx08jWQB3D8k0f0f0100i34s0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0001xIbcjx08jWQBqqdh0f0f0100t1ER0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002ShTZqjx08jWQBDCiI0f0f0100dvPR0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000eWgSgjx08jWQAsguj0f0f0100iyQa0k01.mov,,2024-11-28T21:48:01,喝酒抢的iPhone 16 Pro Max,180,29,73,,,2024-11-28 21:48:01,True
5105796507238438	,P2qNcun30,曼谷可以照着这个逛街！我首推gentlewoman，这几个小吊带都是在这买的，非常甜辣的风格，又新奇又漂亮又辣，店里衣服我忘了拍，连我这种壮女都能穿，小妹妹直接冲就完事了，678是图里另外的店，这四家店都挨在一起，走路几分钟就到了，特别方便 ,,"https://wx4.sinaimg.cn/large/006DR4xfly1hw29n0uu0mj31sc27tu0x.jpg,https://wx2.sinaimg.cn/large/006DR4xfly1hw29ngf63xj32c0340u0y.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hw29n3kg1sj33b04eob2c.jpg,https://wx1.sinaimg.cn/large/006DR4xfly1hw29n5cw73j33b04eokjp.jpg,https://wx1.sinaimg.cn/large/006DR4xfly1hw29n7fxsqj310o27onpd.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hw29n9csvfj33b04eo1l1.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hw29nc2vb5j33b04eoqv8.jpg,https://wx2.sinaimg.cn/large/006DR4xfly1hw29neqj0qj33b04eox6s.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000ZeGELjx08jWOOQ7qv0f0f0100kdrc0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002zQdlsjx08jWOOBNSD0f0f0100ofs10k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0045YbINjx08jWOPl0mP0f0f0100dRYQ0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001f1mUtjx08jWOPOCdV0f0f0100j4ck0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0026djwtjx08jWOQ6r8Q0f0f0100jGOs0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001hhBPpjx08jWOQngpa0f0f0100boYT0k01.mov,,2024-11-28T21:23:30,喝酒抢的iPhone 16 Pro Max,86,12,6,,,2024-11-28 21:23:30,True
5105723526873990	,P2oTusQeO,后天截止噜！有需要的宝宝可以看看~,,,,,2024-11-28T16:33:31,喝酒抢的iPhone 16 Pro Max,0,1,0,,,2024-11-28 16:33:31,False,6085722917,朝阳区迎财儿,5094543993080401	,ODFwjcVlT,"💥直白全年最划算的医美来了！医美小白想做尝试以及医美老手想囤货或抗衰的来！
划重点：安全！省钱！有效！靠谱！
🔗里只放了一部分城市和机构，如果没看到自己的城市，可以直接私信@直白链接助手，扣“ 1” 等待自动回复即可。
拿不准自己皮肤问题的，从未尝试过的，有任何问题都可以问我或者问直白客服~哪怕你过程中觉得服务人员态度不好我都可以帮你反馈🙋🏻♀️
直白合作好多次了，我现在的医美项目基本都在直白做，这次秋冬的卡项超绝省钱！！！大的项目甚至可以省个几大千。
🔺省钱先从多送开始，看满赠满返Px.
看到3500档了吗，直接送超光子+杜莎之谜小黑瓶，这可是经常断货的抗炎+美白的杜莎黑啊，这个组合市价基本在2000+了，建议都往上凑凑！
🔺除了满赠满返，还有额外的福利👇🏻
下单找管家报暗号【迎财儿】可再领一盒直白盒子面膜，械字号的，可以在医美后用，日常皮肤敏感不稳定也可以用。单独买风生水起卡不送哦，因为这张卡本身就非常划算了，后面讲。
先说日常基础维养的项目。
如果你脸上气色不好，有痘印，想要美白，改善红血丝，毛孔，那我建议入
超光子黑卡pro【迎财儿专属】
（限购一张）
💰2980=8次超光子➕医然贻贝粘蛋白*3
不到三千块，直接解决8个月的超光子，我自己都得来一张。
超光子这个我只要不打针，就每个月都打，非常容易且有效的一个项目，没有伤口，没什么疼痛感（对我来说），完全适合和我一样熬夜爱长痘毛孔粗大的！
这种多个滤波片的项目虽然基础，但还是医生把关DIY去按照你的情况治疗效果更好，所以我推荐一定要在靠谱机构做~
说完囤货，来看2张羊毛卡。
如果你是医美小白，
建议选
能量卡【迎财儿专属】
（限购一张）
💰777=超光子➕光子➕2次生物酶➕4次舒敏
太太太适合秋冬皮肤敏感了！上哪找这个价格做这么多项目！！！平时777可能也就做个超光子➕光子吧。。
生物酶和舒敏，也是适合所有肤质盲入。
前者是提高皮肤代谢+嫩肤去黄+修复屏障，后者是改善干痒、狂补水，这谁都需要吧？现在的人多少都有点痘啊敏啊什么的，帮助维护肌肤稳定，改善炎症，第一次做的话我强烈推荐这个！
如果你和我一样是水光脑袋，
选这个
风生水起卡【迎财儿专属】
（限购一张）
💰1880=超光子*2+水光*2  赠能量卡+赠2瓶胶原霜
水光可选：杜莎之谜小红瓶/杜莎之谜小黑瓶/医然贻贝粘蛋白舒敏瓶/怡珂欣/道趣芙琳/冭活泡泡针
这张卡必入！！必入！！！！！
2次超光子+2次功效水光就非常值了，还送一整张能量卡！！！！
我发过好几次，超光子➕水光是1+1＞2的效果，所以这张卡真的特别全能。。
水光都超级厉害，
不仅有抗炎品牌系列杜莎，还有极敏皮建立屏障的贻贝粘蛋白，还有痘肌长效消炎的怡珂欣，还有线下买2500+既能美白又能提高皮肤含水度的道趣芙琳，以及抗糖抗氧祛黄的冭活泡泡针。基本满足99%的需求！
送的胶原霜也是我的爱用好物，尤其是秋冬皮肤比较容易干和泛红，全靠它厚敷维稳，比买的大几百的都好用。
接下面就是抗衰光电类的了。
先看超高性价比的全面抗衰：
抗衰随心卡【迎财儿专属】
（限购2张）
💰5999=抗衰光电*3+舒颜长效水光*1
抗衰光电可选：黄金超声炮/黄金微针/黄金超微针/Fotona，黄金超声炮限选1次）
姐妹们，光是黄金微针一个平时就得花3k+了，另外几个的价格也是不逞多让，这个价格太香！而且还有满赠满返哦，再和能量卡凑个单，还能多返现200，满赠也会升级为fotona。Fotona我一般会在做完超声炮后的3个月左右做一次，让皮肤更加紧致。
如果你脸上脂肪多、有下垂趋势、下颌缘模糊的，做一次黄金炮立马回春！皮肉紧实！然后再做一次超级补水的舒颜长效水光，给肌肤补充加速修复的能量，抗衰效果更好！（注意这里的修复是指：经过超声炮能量后的皮肤自行收紧、刺激胶原）
如果你是痘肌、毛孔大、有痘印痘坑，做黄金超微针，它比黄金微针体验感要舒适很多，而且效果更好，恢复期短，一次就能看到效果，如果皮肤问题比较严重就按疗程多做几次。
肤质变好了，素颜出门或拍照也毫无压力，而且平时的护肤品也可以更精简。
光电抗衰类最要求的就是仪器必须是真的，所以一定要选靠谱的机构，直白保证绝对是真仪器，用着安心！
最后一个是解决颈纹的
嗨体去颈纹【迎财儿专属】
💰1280一次，3580三次，
我以前没用直白自己找地方打是2500一次。。所以这张卡，每年有打颈纹需求的姐妹可以囤，开春再打，因为冬天不露脖子哈哈哈哈哈哈
强烈建议直接选3次，
首先更划算，正好可以满赠超光子+杜莎黑，还能返现200。
其次颈纹一般不会只打一次就完全没有了，嗨体它是填充+刺激胶原，等2-3个月嗨体会被代谢掉，但刺激的胶原是不够填补颈纹的，所以最好可以在2个月时候补打一次，直接把能量给续上。
还有就是如果你颈纹比较严重，且第一次打，一次的量是1支1.5+1支2.5的水光，这个量大概率是不够用的，到时候线下补肯定没有直白划算，干脆一步到位。
大家记得凑单，凑凑更划算。
还是老规矩，下单后找管家预约项目和机构，术前术后注意也都会告诉你，很贴心，很省事儿，整个过程中有什么问题都可以第一时间找管家处理。
除了上面介绍的几个项目，其他的可以看一下海报，这次活动划算的项目特别特别多！下单都可以找管家报暗号【迎财儿】领直白盒子面膜噢~",,"https://wx4.sinaimg.cn/large/006QJqMgly8hv2cj1jpy3j30u01vi14n.jpg,https://wx1.sinaimg.cn/large/006QJqMgly8hv2cj1jdi0j30p015on52.jpg,https://wx4.sinaimg.cn/large/006QJqMgly8hv2cj1y73hj30u03pmb29.jpg,https://wx4.sinaimg.cn/large/006QJqMgly8hv2cj5h29pj30u03pme81.jpg,https://wx4.sinaimg.cn/large/006QJqMgly8hv2cj5iw6hj30zu6uw4qp.jpg,https://wx3.sinaimg.cn/large/006QJqMgly8hv2cj5to3xj30zuank1ky.jpg,https://wx1.sinaimg.cn/large/006QJqMgly8hv2cjaju1qj30zk38pk7c.jpg,https://wx3.sinaimg.cn/large/006QJqMgly8hv2cjalic9j30zk2v2192.jpg,https://wx3.sinaimg.cn/large/006QJqMgly8hv2cjaoy5rj30u02jewyt.jpg",,,2024-10-28T20:10:02,微博  weibo.com,68,88,22,,直白链接助手,2024-10-28 20:10:02
5105539931439260	,P2k7n62pS,翻qq空间翻到我高中的数学作业，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！！！ ,,https://wx2.sinaimg.cn/large/006DR4xfly1hw1g9l9yiwj30m80got9f.jpg,,,2024-11-28T04:23:59,喝酒抢的iPhone 16 Pro Max,31,9,0,,,2024-11-28 04:23:59,True
5104645305270727	,P1WQqm79J,"从2018年到2024年，七年了，无一例外，无一幸免，谁救救我。。。 
朝阳区迎财儿的微博视频
 ",,,"https://f.video.weibocdn.com/o0/ZKlISWLmlx08jRKWjnbW0104120024nG0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732891209&ssig=lGGO2PGxoC&KID=unistore,video",,2024-11-25T17:09:03,喝酒抢的iPhone 16 Pro Max,75,26,0,,,2024-11-25 17:09:03,True
5104644657251363	,P1WPnuqpt,//@瓜月十二A:这个社会明明这么大，可以/值得讨论、关注、争论的焦点和事件那么多，你们偏偏就喜欢钻女人裤裆底下，一群窥阴癖。,,,,,2024-11-25T17:06:28,喝酒抢的iPhone 16 Pro Max,127,2,137,,瓜月十二A,2024-11-25 17:06:28,False,5585316677,河南原神小王,5104392758627516	,P1Qh5Acpu,我真的厌烦了每次一讨论点啥，最后都会流向这个女的婊不婊，擦没擦，绿茶不绿茶，花钱没花钱了。很他妈无聊啊，怎么这么多傻逼上个网就图跟个居委会主任一样找“失足妇女”谈心。谭竹这个事，我们可以讨论的是“拿自杀威胁复合这个行为合不合理”；麦琳这个事，我们可以讨论“全职主妇的家庭困境”；吴柳芳这个事，我们可以讨论“运动员退役待遇”。这个社会明明这么大，你们他妈就喜欢钻女人裤裆底下，一群窥阴癖。,,,,,2024-11-25T00:25:31,iPhone 15,7264,73,1281,,,2024-11-25 00:25:31
5103949429080459	,P1EK2C6f1,"清迈天灯节攻略来啦！
关于机酒：我去的这个是11月份的，机票酒店都是提前5个月定的，这样更省。。我们定的时候酒店是500+一晚，机票来回3k+，等到9月10月再定的话机票酒店全部升两倍，尤其酒店
天灯节门票：它有三个等级，我买的是最低等级700+💰的那个，还有一千多两千多的，我个人认为没有必要，贵的就是优先进场，吃饭市集区域不同，看表演的时候坐的位置靠前（演出完全撑不上是演出，很难看，一共俩节目，超级难看根本没必要看）
某猪和某程都可以买，也是提前半年买的，如果临时买七百多就会升到两千多。。。
流程：带好票的截图就可以，下午三点到指定地点集合，领一个牌牌，然后排队上大巴车，大巴车开不到两个小时，到了以后就是前三个视频那样子~
一个很大的集市，这里是所有人都在同一区域的，有小表演，类似打鼓吹乐器什么的，没什么意思。但是小吃摊特别多！！！而且全部免费！！！！而且有的还挺好吃的！视频3就是其中一个好吃的，图4就是我领的一盘。。还有很多小冰箱贴啊等等小纪念品可以逛，还有点小灯祈福啊什么的，可以出片。
然后就是进到视频5，一个更大的吃正餐的地方，有很多很多窗口各种吃的，肘子饭，咖喱饭，炒饭，炒粉，沙拉，奶茶咖啡水果，全都有，而且味道还可以！
座位的话绝对够的，进去溜达一下就能找到，而且是露天的，大家像野餐一样
吃完就到视频67噜，这个就是晚上放天灯的正式场景，所有广播都会中日英泰四国语言播报，表演真的没什么可看的，而且特别短。。
视频8就是点火
视频9就是天灯啦！
总结就是一定要提前很久定下来，想拍美美照片的话一定要买起，不买票的视野跟身在其中的视野差太多了，尤其是放烟花的时候，想拍出我之前
网页链接
这种效果的话不买票一定不行。。
然后就是带好充电宝，泰兰德没什么共享充电宝~",,"https://wx4.sinaimg.cn/large/006DR4xfly1hvwbszlp09j30u01hc449.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvwbt216ypj30u01hc79t.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvwbtd8c0oj30u01hc43w.jpg,https://wx1.sinaimg.cn/large/006DR4xfly1hvwbsl6366j32c03404qr.jpg,https://wx3.sinaimg.cn/large/006DR4xfly1hvwbtpufrwj30u01hc787.jpg,https://wx2.sinaimg.cn/large/006DR4xfly1hvwbsmixwjj33b04eox6r.jpg,https://wx2.sinaimg.cn/large/006DR4xfly1hvwbu7aw4xj30u01hcjtn.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvwbutf5qyj30u01hcgod.jpg,https://wx2.sinaimg.cn/large/006DR4xfly1hvwbuw6hj4j31hc0u0wgl.jpg","https://f.video.weibocdn.com/o0/hknFm7Shlx08jOCMFJHq01041200c4DT0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732891211&ssig=jwc4wdEZFd&KID=unistore,video;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001q2W9cjx08jOH0P3pm0f0f0100r1o80k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001r7rsXjx08jOH0WA9i0f0f0100i9Hk0k01.mov",,2024-11-23T19:03:52,喝酒抢的iPhone 16 Pro Max,199,15,55,,,2024-11-23 19:03:52,True
5103919388952127	,P1DXAByR9,"去泰兰德几乎不用带护肤品。。711里面十块钱左右一包，特别特别方便，从小red🍠看的，图1是我买的，打红色对号的是我用过的，个人觉得最好用的是这个番茄的！我和姐妹都觉得番茄这个最好用，面膜和精华都好用，涂完嫩嫩嘟。
防晒我是买来涂身体的，完全不粘不搓泥。
发膜也不错，主要太便宜了，跟不要钱似的。
西梅酵素我感觉挺温和的，我是前一天半夜十二点吃了半包，第二天早上起来拉了两次。
睡眠糖桃子吃了，睡得还行，但是你要说困的话确实没多困。
其他的我还没试过",,"https://wx3.sinaimg.cn/large/006DR4xfly1hvw9teusksj33b04eokjq.jpg,https://wx1.sinaimg.cn/large/006DR4xfly1hvw9xl23j5j30zk1bfx3e.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvw9xkgdo5j30zk1bf1ha.jpg,https://wx3.sinaimg.cn/large/006DR4xfly1hvw9xlj5ymj30zk1bfwua.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvw9xlzygjj30zk1bftmt.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvw9xmdf9xj30zk1bfaq0.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvw9xmupt0j30zk1bfapw.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvw9p8455yj30zk1bfk8x.jpg,https://wx3.sinaimg.cn/large/006DR4xfly1hvw9p90pylj30zk1bfwtk.jpg,https://wx2.sinaimg.cn/large/006DR4xfly1hvw9p99gl4j30zk1bfn99.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvw9p9q06tj30zk1bfk8p.jpg,https://wx3.sinaimg.cn/large/006DR4xfly1hvw9pavpqjj30zk1bfwqb.jpg,https://wx1.sinaimg.cn/large/006DR4xfly1hvw9p6v4r4j31401hc1jn.jpg,https://wx4.sinaimg.cn/large/006DR4xfly1hvw9p6kok3j31401hcqui.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F00076VGvjx08jOyOR0Or0f0f0100gOsP0k01.mov,,2024-11-23T17:04:31,喝酒抢的iPhone 16 Pro Max,118,10,31,,,2024-11-23 17:04:31,True
5103532483020816	,P1tTycFQQ,//@一生未信鬼神只信芝士土豆:男子婚内故意伤害妻子致死 男子婚内多次故意伤害妻子致残 男子侵犯杀害高三女生,,,,,2024-11-22T15:27:05,喝酒抢的iPhone 16 Pro Max,136,2,267,,一生未信鬼神只信芝士土豆,2024-11-22 15:27:05,False,,,5103210367288746	,P1lw0uA8q,"抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：
 
网页链接
 ",,,,,2024-11-21T18:07:07,,0,0,0,,,2024-11-21 18:07:07
