id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106012736195536	,P2wpXpZK0,"@jojocat- 老板老板🙈🙈🙈 好喜欢啊啊啊 
高能量情绪稳定的女人一个的微博视频
 ",,,"https://f.video.weibocdn.com/o0/MEWpFEEMlx08jXM40smY01041200ujGt0E010.mp4?label=mp4_720p&template=720x1276.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732881881&ssig=Qk5iJ%2FNY3C&KID=unistore,video",,2024-11-29T11:42:44,iPhone 16 Pro Max,41,17,3,,jojocat-,2024-11-29 11:42:44,True
5105666484863548	,P2npukpek,"最后一波图文讲解 姐真的拍累了 做完这次就告别服装了（bushi 先说下狠话 不一定 但是要休息 哈哈哈
更多的都在之前的预热视频 快去看吧 认真看 ",,"https://wx4.sinaimg.cn/large/67d4296agy1hw1uskvao9j20u01407wh.jpg,https://wx2.sinaimg.cn/large/67d4296agy1hw1use9jgij20u0140n7d.jpg,https://wx4.sinaimg.cn/large/67d4296agy1hw1useo9bgj20u014012y.jpg,https://wx2.sinaimg.cn/large/67d4296agy1hw1ushubevj20u01404qp.jpg,https://wx4.sinaimg.cn/large/67d4296agy1hw1usm3k74j20u01401kx.jpg,https://wx4.sinaimg.cn/large/67d4296agy1hw1usnh6u0j20u01407wh.jpg,https://wx4.sinaimg.cn/large/67d4296agy1hw1usgklhyj20u0140hdt.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hw1usjpd1tj20u01407wh.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hw1usf5rghj20u0140guf.jpg,https://wx1.sinaimg.cn/large/67d4296agy1hw1usdv7rxj20u0140b29.jpg",,,2024-11-28T12:46:51,iPhone 16 Pro Max,105,19,3,,,2024-11-28 12:46:51,True
5105355696901462	,P2fkdsXnU,"插播一条 也是赚到杭州大厦的钱了 没白消费
 ",,"https://wx1.sinaimg.cn/large/67d4296agy1hw0v1whsa1j23b04eoqv7.jpg,https://wx4.sinaimg.cn/large/67d4296agy1hw0v2aw0d9j23b04eo7wk.jpg,https://wx4.sinaimg.cn/large/67d4296agy1hw0v2emzl5j21sc2ds4qp.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hw0v2mq9j7j22c0340npe.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002Z0Rw0gx08jUSHRbOg0f0f0100unFc0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0000mdHegx08jUSJDnBe0f0f0100r0ox0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F00265j5rgx08jUSL1oYU0f0f0100o5pO0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002QGc1Ngx08jUSLKF6T0f0f0100fGzB0k01.mov,,2024-11-27T16:11:54,iPhone 16 Pro Max,125,11,2,,,2024-11-27 16:11:54,True
5105350228839218	,P2fboB5u2,"老婆们我今天去公司最后过完品和机制啦 
刚刚先发了一组图文预告 后面还有哈！！
然后我还有话想说 这个月我一直在忙年底大场的直播
有多用心我相信老粉们都看得到
并且看了你们就知道这些衣服真的就是我平时会穿的类型然后融合了冬季的实穿性！
其实团队小伙伴给我递了很多平台的爆款最终都是被我筛掉了的 
有些是款我不喜欢 有些是我拿到实物就直接不ok的 
选款的过程里我和团队一直有担心大件的价格会不会偏高不好出单 
不过我考虑了之后最终还是觉得我不能上我自己不会买的东西 一定要质感好的才过得了我心里这关
毕竟一年我也就搞这么一次大型zb！
比如选的羽绒服都是很好的鹅绒鸭绒 充绒量也很好 
皮草更不要说了 我绝对绝对不会上那种没质感的东西的 
都是毛也好 毛量也好的 
价格也是在同等质量里面给你们挑合适的 
质量只能穿一季的东西我真的不行！
所以我真的不想说你们喜欢我在我这里买衣服 买回去拿到手大失望 所以希望大家可以多多对比下价格 觉得合适再买 理性消费
不过内搭帽子这些消耗品或者搭配用的 我找的都是价格很香的你们放心！
我从上个月就开始选款了 真的有自信说你们来直播间看到的 拿到手穿到的 都会是满意的 30号期待一下吧！",,,,,2024-11-27T15:50:10,iPhone 16 Pro Max,23,15,0,,,2024-11-27 15:50:10,True
5105343678385011	,P2f0Pzbk7,前天去公司拍的棚拍图修出来了！全都是我11.30会上的 这组羽绒大衣毛衣搭配也标了 第一次拍这种图我自己好喜欢啊 你们喜欢哪款告诉我 zhuanping揪一个宝宝fan100 ,,"https://wx4.sinaimg.cn/large/67d4296aly1hw0tg5ngi7j20u0140q8m.jpg,https://wx2.sinaimg.cn/large/67d4296aly1hw0xshnshnj20u0140469.jpg,https://wx3.sinaimg.cn/large/67d4296aly1hw1ttgi64aj20u014045x.jpg,https://wx3.sinaimg.cn/large/67d4296aly1hw0tg7kzjjj20u01404qp.jpg,https://wx2.sinaimg.cn/large/67d4296aly1hw0tg6jt51j20u0140dnx.jpg,https://wx3.sinaimg.cn/large/67d4296aly1hw0tg9d0h7j20u01407wh.jpg,https://wx2.sinaimg.cn/large/67d4296aly1hw0tgb49s8j20u0140wku.jpg,https://wx3.sinaimg.cn/large/67d4296aly1hw1ttp6ve4j20u01400z4.jpg,https://wx4.sinaimg.cn/large/67d4296aly1hw0tgae9d0j20u0140gqq.jpg,https://wx4.sinaimg.cn/large/67d4296aly1hw0tgdoxn9j20u0140n3s.jpg,https://wx4.sinaimg.cn/large/67d4296aly1hw0tg9rc3uj20u014010o.jpg,https://wx4.sinaimg.cn/large/67d4296aly1hw0tg8abfoj20u014079r.jpg,https://wx2.sinaimg.cn/large/67d4296aly1hw0tga29i2j20u0140ag2.jpg,https://wx2.sinaimg.cn/large/67d4296aly1hw0tgda1zpj20u01404qp.jpg,https://wx1.sinaimg.cn/large/67d4296aly1hw0tge20p1j20u0140tfj.jpg,https://wx3.sinaimg.cn/large/67d4296aly1hw0xsh31egj20u0140b29.jpg,https://wx2.sinaimg.cn/large/67d4296aly1hw1ttypr6aj20u0140tgg.jpg,https://wx4.sinaimg.cn/large/67d4296aly1hw0tg5bp2wj20u0140agp.jpg",,,2024-11-27T15:24:08,iPhone 16 Pro Max,99,62,37,,,2024-11-27 15:24:08,True
5105123153676041	,P29h9fqiZ,"吃宵夜中 没有在减肥了！！ 161 稳定88 可以参考咯
这件羽绒服我好爱好爱 要带去北海道的备选！！ ",,"https://wx2.sinaimg.cn/large/67d4296agy1hw04dpg4l3j22c0340kjm.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hw04drjy5xj22c0340hdu.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hw04dn42avj22go3oykjm.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004EhUmBgx08jTRiLGGz0f0f0100pMFT0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001uoNFagx08jTRjkjza0f0f0100uyrk0k01.mov,,2024-11-27T00:47:51,iPhone 16 Pro Max,110,30,2,,,2024-11-27 00:47:51,True
5104295311316004	,P1NJV5wlS,翻手机翻到太好笑了 重伤！！ ,,https://wx3.sinaimg.cn/large/67d4296agy1hvxhbm75aaj21o0280nnr.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004aoAUVgx08jQdp7z1K0f0f0100mVot0k01.mov,,2024-11-24T17:58:18,iPhone 16 Pro Max,42,14,1,,,2024-11-24 17:58:18,True
5104279470476209	,P1Nkn1ZSN,首尔9图 帮姐选个封面 ,,"https://wx1.sinaimg.cn/large/67d4296agy1hvxfgxvjx8j20u0140aha.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hvxfgycq6jj20u0140qb8.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hvxfgq5eoxj20u0140qh1.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hvxfgswsxkj20u01407bd.jpg,https://wx3.sinaimg.cn/large/67d4296agy1hvxfgvoghxj20ps0ye7d4.jpg,https://wx1.sinaimg.cn/large/67d4296agy1hvxfgw5wh6j20u0140jy3.jpg,https://wx4.sinaimg.cn/large/67d4296agy1hvxfgwnt0qj20u0140dnd.jpg,https://wx1.sinaimg.cn/large/67d4296agy1hvxfgyw4k5j20u0140gv6.jpg,https://wx1.sinaimg.cn/large/67d4296agy1hvxfh7mo7rj21il20s1kx.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002Q0BO8gx08jQ91Prcr0f0f0100rMXk0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002jYrQIgx08jQ92r1dR0f0f0100wyNh0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0008gCnDgx08jQ92SbVZ0f0f0100qMiG0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0007nBppgx08jQ935By80f0f0100kQUw0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0020GDOCgx08jQ93jyZ20f0f0100pHrH0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002EZTh6gx08jQ93Jzu80f0f0100mHpJ0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002lpwjcgx08jQ949QDu0f0f0100pIcJ0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002N9cm3gx08jQ954zFK0f0f0100BkjN0k01.mov,,2024-11-24T16:55:21,iPhone 16 Pro Max,194,55,1,,,2024-11-24 16:55:21,True
5103974216633511	,P1Fo1rPG7,呜呜呜 好迷王安宇啊哈哈哈哈哈哈 ,,https://wx4.sinaimg.cn/large/67d4296agy1hvwgga1b27j210o27o1kx.jpg,,,2024-11-23T20:42:23,iPhone 16 Pro Max,72,10,1,,,2024-11-23 20:42:23,True
5103826273306039	,P1BxpdS3d,"虽然直播很累 但这次姐真的做的很爽
看到大家说每件都好看被姐妹们认可品味真的好爽啊啊啊（搞得我都有点做淘宝了哈哈哈哈哈）
不过这次选品我是结合我的审美以及考虑到大家日常的实用性去选的
好看的同时不挑人 这样我不会憋屈 
你们也不会买了穿不了
最后还能被认可 真的太爽咯
浅看两张新拍的剧透图吧",,"https://wx3.sinaimg.cn/large/67d4296agy1hvvzfygq5lj23ei4irnpg.jpg,https://wx2.sinaimg.cn/large/67d4296agy1hvvzg1uqwzj23gg4nhnpg.jpg",,,2024-11-23T10:54:31,iPhone 16 Pro Max,96,30,3,,,2024-11-23 10:54:31,True
