id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5104329058422939	,P1OClzlbR,"明天去三甲看胸部肿块，我要看看那到底是个啥
 ",,,,,2024-11-24T20:12:24,,0,2,0,,,2024-11-24 20:12:24,True
5104215431582288	,P1LF56DCM,"一看到“性能力”两眼一黑
性缘脑的女人被吃绝户，那都活该。人家捞男就专门逮着“性缘脑”的女人下手
 ",,"https://wx2.sinaimg.cn/large/008FNkclly1hvx840c7nwj30ku194471.jpg,https://wx2.sinaimg.cn/large/008FNkclly1hvx840ooonj30ku194afl.jpg",,,2024-11-24T12:40:53,,0,0,0,,,2024-11-24 12:40:53,True
5104163627205941	,P1KjwueAR,不烫发不染发，没有耳洞，没做美甲，这世界上没有比我更土的了 ,,,,,2024-11-24T09:15:02,,1,4,0,,,2024-11-24 09:15:02,True
5103620300739678	,P1wbc36qi,"老早之前，我发现好几个整圈博主是同一个mcn公司的，我就感觉不简单
果然不出所料，背后有商业链条的 ",,,,,2024-11-22T21:16:03,,4,0,0,,,2024-11-22 21:16:03,True
5103469767690459	,P1sgowgDF,"韩国隆胸面诊
蜜瓜（金院长 女医生） sway（朴院长 男医生）
两家中文室长态度都挺好。
要是做过脂肪填胸的话，sway家还会用类似b超的仪器帮忙检查下。这家一直给我推魔滴假体，说是微绒魔滴挛缩率比光面曼托低，但我感觉魔滴没曼托xtra软，这家给我修复的话，只做下皱壁切口
因为我下皱壁切口那整好有个比较疼的脂肪结节
早知道填完脂肪再来韩国做胸这么麻烦，我就不填了",,"https://wx2.sinaimg.cn/large/008FNkclly1hw0jguehv0j30ku194wmo.jpg,https://wx4.sinaimg.cn/large/008FNkclly1hw0jguntb1j30ku194k0s.jpg,https://wx1.sinaimg.cn/large/008FNkclly1hvv0tz0i1wj30d60ctjs2.jpg,https://wx3.sinaimg.cn/large/008FNkclly1hvv0tzhho1j31580u0tco.jpg",,,2024-11-22T11:17:53,,4,25,1,,,2024-11-22 11:17:53,True
5103415971284543	,P1qRD5oar,这个细闪眼影好牛，还可以买个眼影盘自己挑四个颜色拼盘。 ,,https://wx1.sinaimg.cn/large/008FNkclgy1hvuo1ggkuej33402c0u0y.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002anDARgx08jMlrAsft0f0f0100hXj70k01.mov,,2024-11-22T07:44:07,,2,1,0,,,2024-11-22 07:44:07,True
5103301790008450	,P1nTt02ci,"讨厌山东男人＞讨厌东北男人＞讨厌安徽男人。
本人八字跟这三个地方的男人不合
沾上他们我就会破财倒霉
 ",,,,,2024-11-22T00:10:24,,2,0,2,,,2024-11-22 00:10:24,True
5103195989216712	,P1l8OCFGE,来personal家打💉了，保柔缇搭配西马肉毒打颈纹，西马肉毒打眼周皱纹跟咬肌，juvelook打泪沟 ,,,,,2024-11-21T17:09:59,,0,2,0,,,2024-11-21 17:09:59,True
5103103607049536	,P1iJOtzUc,"来韩国手术没做成，但所幸遇到的人都很好
尤其我住的这家民宿的老板（金同学民宿，联系方式图一）
房间里提供吃的喝的用的，辛拉面，南瓜汁，鸡蛋，饮用水也是冰的热的都有，还有锅碗水杯餐具
东西好多好全
关键是老板还帮忙叫车，来韩国手机地图跟失灵了一样，
给我导航的越走越远，差点给我造成出门恐惧症，网上找某宝叫车服务，十几分钟的车程，一张嘴要我240，吓死人了
绝绝子
民宿老板找的车，我就付个车费就行了，最后花了四十人民币左右，幸亏是朋友告诉我，可以让民宿老板帮忙叫车，不然我又成冤大头了……（PS：老板还可以帮忙叫外卖）
在民宿遇见的小姐妹也很好，我还以为会很无助很孤单，看来我的担忧都是多余的",,"https://wx3.sinaimg.cn/large/008FNkclgy1hvto73f9ivj30ku194gqr.jpg,https://wx1.sinaimg.cn/large/008FNkclgy1hvto75gv39j30hm0tnjxr.jpg,https://wx2.sinaimg.cn/large/008FNkclgy1hvto77wvq9j30hq193gv0.jpg,https://wx4.sinaimg.cn/large/008FNkclgy1hvtoiek993j30hs0oodkv.jpg",,,2024-11-21T11:02:54,,3,2,2,,,2024-11-21 11:02:54,True
5102853194779725	,P1cdVk3ql,"脂肪填胸的受害者——我！出现了
隆胸功课先不做了，去做取脂肪结节功课去咯
老天爷你可别天天刺激我
 ",,,,,2024-11-20T18:27:51,,0,5,0,,,2024-11-20 18:27:51,True
5102836385584250	,P1bMOnqIy,先不隆🐻了，我要回国取脂肪结节了😅太难了一天天的 ,,https://wx2.sinaimg.cn/large/b10c1bc2ly1hvqkj2u38dj208c08cglr.jpg,,,2024-11-20T17:21:03,,0,0,0,,,2024-11-20 17:21:03,True
5102798207454902	,P1aNevhmm,"我这脂肪填胸有结节，摸到碰到还会疼
无语了 ",,,,,2024-11-20T14:49:21,,0,0,0,,,2024-11-20 14:49:21,True
5102761601929556	,P19Qc85XS,"韩国老头子听不懂英语
自己听不懂还怪上我了
 ",,,,,2024-11-20T12:23:53,,0,0,0,,,2024-11-20 12:23:53,True
5102658052423951	,P179baazZ,"韩国地铁挺方便的，机场线韩英中日四国语言播报。 
app：韩国地铁（显示中韩双语地铁名字➕地铁站号）
谷歌地图（会告诉哪个口出方便） ",,,,,2024-11-20T05:32:25,,2,0,0,,,2024-11-20 05:32:25,True
5102598582174183	,P15Bg97Bt,北京海关好严格，带的现金有点多，差点不让我走，跟我说最好携带不超过5000美金的货币 ,,,,,2024-11-20T01:36:06,,1,0,0,,,2024-11-20 01:36:06,True
5102544768472565	,P14cszy6h,出发去韩国了！！！老天爷保佑一切顺顺利利！！！ ,,,,,2024-11-19T22:02:16,,1,4,0,,,2024-11-19 22:02:16,True
5102442742551019	,P11xUaHDt,"国内食品安全问题，吓得我都学会做硬菜了，不学不知道，一学才发现原来我做菜这么好吃
 ",,,,,2024-11-19T15:16:51,,0,0,0,,,2024-11-19 15:16:51,True
5102044632059896	,P0RbN8DS8,"一到外地，就十分害怕山东男的
真不是我地域黑，我就是山东人，在外地，山东男人坑我害我恶心我，老子一听对面是山东男的，恨不得拔腿就跑
 ",,,,,2024-11-18T12:54:54,,4,4,1,,,2024-11-18 12:54:54,True
5102015828727526	,P0QrkACqy,"小🍠上的人咋这么傻bi
日签韩签都让他们装上了
 ",,,,,2024-11-18T11:00:27,,0,0,0,,,2024-11-18 11:00:27,True
