id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105948349170897	,P2uK6CtLH,"范玉欣Hanni八字，甲申，癸酉，戊午女辛未运
目前辛未运，未来两年事业很难有更好的发展，身体也要注意，容易遇到人渣。 ",,,,,2024-11-29T07:26:53,HUAWEI Mate 60,102,21,2,,,2024-11-29 07:26:53,True
5105599239162363	,P2lF1Cry3,"吴佳訚 乙酉 丁亥 丙申女 2025 己丑运
八字喜火土，2025 后的运势好转，朋友帮助下可以对付小人，小人会离开也有可能，当然打官司的运更好。 ",,,,,2024-11-28T08:19:39,HUAWEI Mate 60,26,8,2,,,2024-11-28 08:19:39,True
5105223307626291	,P2bSGvZWH,"丁嘉毅八字 乙亥 己卯 癸卯男丙子运
明年加油，能有不错的作品，感情适合年纪大的 ",,https://wx2.sinaimg.cn/large/008skBEGgy1hw0fwofj3qj30u01900yc.jpg,,,2024-11-27T07:25:50,HUAWEI Mate 60,9,9,0,,,2024-11-27 07:25:50,True
5104858499908922	,P22ohFzLk,"辛叡恩八字 丁丑 癸丑 乙丑女丙辰运
未来两年和他人合作可以有好的作品，桃花也旺。 ",,https://wx4.sinaimg.cn/large/008skBEGgy1hvza0h9a5aj30u011ido6.jpg,,,2024-11-26T07:16:13,HUAWEI Mate 60,37,11,0,,,2024-11-26 07:16:13,True
5104496260941585	,P1SY23WWR,"薛仁雅八字 乙亥 戊子 己亥
未来两年身体注意，也容易和他人冲突 ",,https://wx1.sinaimg.cn/large/008skBEGgy1hvxe2qc18ij30u011idp6.jpg,,,2024-11-25T07:16:48,HUAWEI Mate 60,28,11,0,,,2024-11-25 07:16:48,True
5104138641212512	,P1JFe55qE,"张凌赫八字  丁丑 壬子 丙午 男己酉运
这八字未来几年都不错，有可以红的作品，也可以和朋友一起享受人生 ",,https://wx1.sinaimg.cn/large/008skBEGgy1hvwzc6mnv7j30u0190do3.jpg,,,2024-11-24T07:35:45,HUAWEI Mate 60,391,35,4,,,2024-11-24 07:35:45,True
5103782024970679	,P1Ao2kR6f,"曲芷含八字  甲申 丁丑 甲午女乙亥运 
未来两三年事业有好的发展，同时也能找到保暖的人一起玩 ",,,,,2024-11-23T07:58:41,HUAWEI Mate 60,26,13,0,,,2024-11-23 07:58:41,True
5103418785924331	,P1qWaoRbJ,"徐竟培八字 戊子 辛酉 壬申男癸亥运
这孩子可以赚名气，但赚不到钱，容易被人算计 ",,,,,2024-11-22T07:55:18,HUAWEI Mate 60,32,7,11,,,2024-11-22 07:55:18,True
5103047594477155	,P1hhtiMIb,"丁一宇八字 丁卯 己酉 辛酉男乙巳运
后面两年还有好的作品，事业还有好运，福气也不错 ",,https://wx1.sinaimg.cn/large/008skBEGgy1hvti13w1m3j313z0u00y6.jpg,,,2024-11-21T07:20:19,HUAWEI Mate 60,70,15,2,,,2024-11-21 07:20:19,True
5102693557208531	,P184rufgD,"宋银硕 八字 辛巳辛卯辛巳男己丑运
卯木桃花，明年透出，要有新闻 ",,https://wx4.sinaimg.cn/large/008skBEGgy1hvsdd786b2g30sh0kj7wq.gif,,,2024-11-20T07:53:30,HUAWEI Mate 60,113,27,28,,,2024-11-20 07:53:30,True
5102349643155441	,P0Z7KdeSd,"外园彩羽八字  丁亥 癸丑 甲戌女乙卯运 
2026 后运势更好，财也旺，短期看明年是非多，和队友关系不合 ",,https://wx4.sinaimg.cn/large/008skBEGgy1hvr9vhkgrkg30u00u0b2l.gif,,,2024-11-19T09:06:55,HUAWEI Mate 60,83,15,5,,,2024-11-19 09:06:55,True
