id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105590634808952	,P2lr9kb1K,"航班取消 没想到这场雪被我赶上了 几个月的寻麻疹又发作了 真的是特种兵了
 ",,"https://wx1.sinaimg.cn/large/006ozW3cgy1hw1m46qys8j31401hck3t.jpg,https://wx4.sinaimg.cn/large/006ozW3cgy1hw1m1br9fpj33402c0hdv.jpg,https://wx2.sinaimg.cn/large/006ozW3cgy1hw1m198x0zj30zu1bsn8y.jpg,https://wx3.sinaimg.cn/large/006ozW3cgy1hw1m1d1ltkj32c0340qv6.jpg,https://wx3.sinaimg.cn/large/006ozW3cgy1hw1m4irmvbj30v112d43r.jpg,https://wx3.sinaimg.cn/large/006ozW3cgy1hw1m3cpdkhj30u01hcgzh.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0039Z9Dmgx08jVUSBpYP0f0f0100sHPz0k01.mov,,2024-11-28T07:45:27,iPhone 15 Pro Max,120,7,2,,,2024-11-28 07:45:27,True
