id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105941142046525	,P2uyu8Aot,"这图p的太粗糙了吧
 ",,https://wx1.sinaimg.cn/large/6c619d4egy1hw2qcpgfa4j20wr1z01kx.jpg,,,2024-11-29T06:58:15,iPhone 15,5,5,0,,,2024-11-29 06:58:15,True
5105726765401214	,P2oYImF6m,"后面几个已经收到了 都蛮好的
 ",,"https://wx4.sinaimg.cn/large/6c619d4egy1hw21u4j866j20wr1j9anw.jpg,https://wx4.sinaimg.cn/large/6c619d4egy1hw21ne8ys2j20wr1i9dug.jpg,https://wx3.sinaimg.cn/large/6c619d4egy1hw21nfkd2bj21to3jb4qp.jpg,https://wx3.sinaimg.cn/large/6c619d4egy1hw21ngl4ucj21qn3jb1kx.jpg,https://wx4.sinaimg.cn/large/6c619d4egy1hw21nho7sxj21ai3jdx3s.jpg,https://wx3.sinaimg.cn/large/6c619d4egy1hw21nbvh09j20wr1lvh2w.jpg,https://wx4.sinaimg.cn/large/6c619d4egy1hw21nj8ejsj20wr1hx4do.jpg,https://wx3.sinaimg.cn/large/6c619d4egy1hw21t0tlm5j216g3j4kff.jpg,https://wx4.sinaimg.cn/large/6c619d4egy1hw21t2ou2ij20wr1hd18l.jpg",,,2024-11-28T16:46:23,iPhone 15,69,7,5,,,2024-11-28 16:46:23,True
5105455326823909	,P2hUUsDd3,"当医t真的不好
赚这个钱会反噬的 ",,,,,2024-11-27T22:47:47,iPhone 15,48,12,0,,,2024-11-27 22:47:47,True
5105434738561862	,P2hnHzVky,"管晨辰作为奥运冠军 挺高高在上的。自己胖墩子擦不起来 只能喷4w粉的不知名同行了
 ",,,,,2024-11-27T21:25:59,iPhone 15,19,1,0,,,2024-11-27 21:25:59,True
5105272471422478	,P2d9Z5Y3c,"我爸真的是绝世好男人 唯一缺点就是脾气太差了。所以我对脾气好的人特别着迷
他脾气真的特别好 哎 很少有帅哥脾气好的 ",,,,,2024-11-27T10:41:11,iPhone 15,9,4,0,,,2024-11-27 10:41:11,True
5105271097528642	,P2d7LvAxI,"听我妈说她跟我爸05 or 06年在hk玩 看上一个钻石手镯很喜欢 30多个。。我爸要她买 我妈犹豫了下没舍得 （当时家里没什么钱 ） 我先惊了下 说 我现在买个30的东西都要思考很久
我说 看来我的超前消费是遗传 。。我妈说我爸当时还说能升值 我说幸好没买
 我妈接着说 当时想着多存点钱 我还小 万一长大了考上哈佛牛津一年至少80 砸锅卖铁也要供我
我直接闭麦了 妈 你想多了",,,,,2024-11-27T10:35:44,iPhone 15,17,0,0,,,2024-11-27 10:35:44,True
5104933447663658	,P24law9Fo,男的是不是天生情感淡漠 怎么感觉两个舅舅屁事没有 很淡定 女性都哭的要死 ,,,,,2024-11-26T12:14:01,iPhone 15,85,7,0,,,2024-11-26 12:14:01,True
5104933231138583	,P24kP4Mcf,庆幸自己生在一个民主自由和谐的家庭。。 ,,,,,2024-11-26T12:13:10,iPhone 15,6,0,0,,,2024-11-26 12:13:10,True
5104922158695105	,P242XAtZD,哈哈哈哈,,,,,2024-11-26T11:29:09,iPhone 15,7,1,1,,,2024-11-26 11:29:09,False,7217947278,暴食症患者李舜生,5104502600368391	,P1T8g1xPN,新时代新青年#吴柳芳账号被禁止关注# ,,"https://wx3.sinaimg.cn/large/007StLOugy1hvy54qdcnwj30hr0qfwiq.jpg,https://wx3.sinaimg.cn/large/007StLOugy1hvy540gd42j30cy0aqdhu.jpg,https://wx1.sinaimg.cn/large/007StLOugy1hvy54qwl17j30hs121wls.jpg,https://wx1.sinaimg.cn/large/007StLOugy1hvy54rv435j30gb0q8diw.jpg",,,2024-11-25T07:41:59,iPhone 14 Pro Max,6923,571,326,吴柳芳账号被禁止关注,,2024-11-25 07:41:59
5104781552517679	,P20obayXJ,这是我最爱的长辈 我哭的程度都没有那天他跟我说分手激烈。。。我陷入了沉思 ,,,,,2024-11-26T02:10:27,iPhone 15,27,8,0,,,2024-11-26 02:10:27,True
