id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105622141897604	,P2mfY7XEw,#山河如愿英雄回家# 今天，一起接你们回家！,,,,,2024-11-28T09:50:39,iPhone客户端,3717,964,757,山河如愿英雄回家,,2024-11-28 09:50:39,False,1699432410,新华社,5105473502056178	,P2ioe8CUa,【英雄啊！#今天接你们回家#】去时少年身，归来英雄魂。今天，第11批43位在韩中国人民志愿军烈士遗骸回国。英雄啊，如今山河锦绣，#祖国以最高礼遇接你们回家#！一起转发，#山河如愿英雄回家#！@中国退役军人 ,,https://wx2.sinaimg.cn/large/001R0E0aly1hw16x7fhkqj61jk2qsb2c02.jpg,,,2024-11-28T00:00:00,微博网页版,58037,6137,1595443,"今天接你们回家,祖国以最高礼遇接你们回家,山河如愿英雄回家",中国退役军人,2024-11-28 00:00:00
