id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106085932043237	,P2yk18zxr,他对你的态度是 不喜欢你 但暧昧一下也行 ,,,,,2024-11-29T16:33:35,微博网页版,4,0,0,,,2024-11-29 16:33:35,True
5106085358995710	,P2yj5BKc6,转发微博,,,,,2024-11-29T16:31:19,,4,0,0,,,2024-11-29 16:31:19,False,7557930775,咸鱼女仆,5106006915547719	,P2wgznhdl,连父母都无法给你的幸福怎么会相信一毫无血缘关系的陌生人会给你幸福呢 女性终其一生都要警惕下滑陷阱的诱惑 靠自己的路虽然很苦 但这是唯一可靠的路经 ,,,,,2024-11-29T11:19:36,微博网页版,13,0,5,,,2024-11-29 11:19:36
5106040629103867	,P2x8WCckz,真烦已读不回 真烦只回最后一个问题 ,,,,,2024-11-29T13:33:34,微博网页版,42,1,0,,,2024-11-29 13:33:34,True
5105995330098460	,P2vXT0pC4,那些能察觉到的感情变质不是你敏感多疑 事实如此 对方不承认罢了 ,,,,,2024-11-29T10:33:34,微博网页版,34,0,11,,,2024-11-29 10:33:34,True
5105950031611533	,P2uMP6Let,敏感让人感受双倍的爱和痛苦 ,,,,,2024-11-29T07:33:34,微博网页版,64,2,12,,,2024-11-29 07:33:34,True
5105904733389223	,P2tBLedGT,本人是那种主动发一次消息就会耗尽98%勇气的比较传统的人 ,,,,,2024-11-29T04:33:34,微博网页版,66,0,13,,,2024-11-29 04:33:34,True
5105859440935368	,P2sqI3VkA,有些app能不能不要再给我推 “可能认识的人了”我认识他们 并且讨厌他们 ,,,,,2024-11-29T01:33:35,微博网页版,99,0,20,,,2024-11-29 01:33:35,True
5105814138261828	,P2rfDyFhi,用一句话总结自己：比狗困 比猪馋 比驴犟 ,,,,,2024-11-28T22:33:34,微博网页版,42,3,5,,,2024-11-28 22:33:34,True
5105768838205345	,P2q4zyqAh,大脑能不能出一个保护机制 就是在我们与某人结束了某段关系之后 可以自动删除关于那个人的一切 ,,,,,2024-11-28T19:33:34,微博网页版,225,6,43,,,2024-11-28 19:33:34,True
5105723541293287	,P2oTw5qrt,睡醒了也不找我 也不说想我 也不说爱我 很好 非常好 下次别醒了 ,,,,,2024-11-28T16:33:34,微博网页版,86,1,7,,,2024-11-28 16:33:34,True
5105683652152749	,P2nRb921L,转发微博,,,,,2024-11-28T13:55:04,微博网页版,17,0,7,,,2024-11-28 13:55:04,False,7557930775,咸鱼女仆,5103288871031172	,P1nyD4kfO,有一瞬间突然不喜欢他了 甚至觉得恶心 但是这股劲过去 我发现我还是犯贱喜欢他 忘不了他 ,,,,,2024-11-21T23:19:04,微博网页版,18,0,15,,,2024-11-21 23:19:04
