id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105801469628020	,P2qVcEoGE,"周鸿祎不是说要增加日常生活的AI使用量嘛
也就是“含AI量”
我回顾下自己，工作、分析现在能到65%左右
国内最好用的还是豆包，外面当然是ChatGPT
AI作图软件就用得很少了，主要也不从事设计行业 ",,,,,2024-11-28T21:43:14,微博极速版,0,1,1,,,2024-11-28 21:43:14,True
5105405312631709	,P2gCfb2CV,"以为离开富二之后，我会去找穷医生，然而并没有
这么多年，这段感情已经几乎耗光了心力
我太累，太累了，还是先休息一段时间吧
现在只想完全做好自己的事业 ",,,,,2024-11-27T19:29:03,微博极速版,4,1,0,,,2024-11-27 19:29:03,True
5105404272972477	,P2gAzcthb,"一往无前
永远相信自己 ",,,,,2024-11-27T19:24:55,微博极速版,4,4,0,,,2024-11-27 19:24:55,True
5105263247889085	,P2cV6x6jj,"孙哥真的是我最佩服的90后，他太会玩了
目前没有之一
拉得下脸皮，上得了台面，玩得起噱头也做得了事
他对这个行业的布局一直有前瞻性，走在众人前面 ",,https://wx4.sinaimg.cn/large/008a1w4Pgy1hw0khwnz1mj30yv0yv0yv.jpg,,,2024-11-27T10:04:32,微博极速版,9,0,1,,,2024-11-27 10:04:32,True
5104591610054070	,P1VrP0e46,"我人生中最大的功课
是如何装一个“正常人”
为此花费了无数精力 ",,,,,2024-11-25T13:35:41,微博极速版,9,1,0,,,2024-11-25 13:35:41,True
5104227023850158	,P1LXMg9Bk,"真正的大哥，喜欢一个女人都会直接表示
要么轰炸资源，机会，要么轰炸钱
就算你不愿意，他也不会怀恨在心
他们有这种格局，所以才能坐上那个位置。 ",,,,,2024-11-24T13:26:57,微博极速版,29,2,4,,,2024-11-24 13:26:57,True
5102940769487542	,P1evaDO8S,"现实中我们这行单身孔雀男特别多
做到一定年限收入不会低，又体面，很多女孩往上贴
但是他们35岁也不结婚
好几个同事都是有过对象，到谈婚论嫁的地步又分了
这些男人已经经过憧憬婚姻的年龄，也算高知，不在乎所谓传宗接代，现在就单身
错过想结婚的时机，后面就难了
（不知道他们怎么解决生理需求的
合理怀疑嫖）",,,,,2024-11-21T00:15:50,微博极速版,11,3,0,,,2024-11-21 00:15:50,True
5102567263047970	,P14MKcMUO,"我知道我想去哪里
到那间茅屋房子里去，睡一觉，鼻子里嗅真烟斗香，巴哈的协奏曲，一个人的蓝眼珠内充满信心
我想回那里睡一觉，只是睡一觉，然后起床做苏芙喱 ",,,,,2024-11-19T23:31:39,微博极速版,5,1,0,,,2024-11-19 23:31:39,True
5102564037627041	,P14Hxw08N,"求你别离开我
这个世界太残忍，请你再陪我走一段路
别离开我 ",,,,,2024-11-19T23:18:50,微博极速版,7,0,0,,,2024-11-19 23:18:50,True
5102212407366452	,P0VyouUlK,"跟曾经的那个人绑定太深
直到今天才真正意识到多深，想走，根本走不了
深到现在没资格接触新人，亲手放走真正爱过的
曾经有一个离开的机会，我没有抓住
现在后悔有点太晚。 ",,,,,2024-11-19T00:01:35,微博极速版,8,1,1,,,2024-11-19 00:01:35,True
