id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5102313459155073	,P0YbnCpEt,"八百年不联系的傻波一前任
男的尿都磨砂的吗 ",,https://wx4.sinaimg.cn/large/005BvggZgy1hvr5on9vf4j30vl1eh0xg.jpg,,,2024-11-19T06:43:08,iPhone 16 Pro Max,6,3,0,,,2024-11-19 06:43:08,True
