id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105840526197666	,P2rWcq0im,"现在各类美妆博主fake到什么程度呢，植软广说好用，晒得都不是空瓶，甚至连1/5都没用完，信的人最好去测测智商
 ",,,,,2024-11-29T00:18:26,iPhone客户端,1,0,0,,,2024-11-29 00:18:26,True
5105813528514145	,P2reEzIUV,…,,,,,2024-11-28T22:31:09,iPhone客户端,0,0,0,,,2024-11-28 22:31:09,False,6290877667,唧唧哇哇的抗衰功课,5102747570930157	,P19tz3TYx,"国家取消了超声炮原有的适应症啦
直接踢除超声炮在医美科室的使用了
现在机构是不是都闹着要退款了呢
湖南批的这七家无一幸免#哇哇抗衰笔记##微博医美菁英大赏# ",,"https://wx4.sinaimg.cn/large/006RJSEPgy1hvsjkmqbawj30wi1ych3f.jpg,https://wx4.sinaimg.cn/large/006RJSEPgy1hvsjkn3n4tj30mt0l4gtc.jpg,https://wx3.sinaimg.cn/large/006RJSEPgy1hvsjkngg4hj30xq0m4gv4.jpg,https://wx1.sinaimg.cn/large/006RJSEPgy1hvsjknuz5uj30wi0ph149.jpg,https://wx4.sinaimg.cn/large/006RJSEPgy1hvsjkm58k0j30ng0jwgrn.jpg,https://wx4.sinaimg.cn/large/006RJSEPgy1hvsjko7llvj30nd0m5djy.jpg,https://wx2.sinaimg.cn/large/006RJSEPgy1hvsjkoieqsj30u00j8af1.jpg,https://wx2.sinaimg.cn/large/006RJSEPgy1hvsjkowhuzj312g0ogdps.jpg,https://wx2.sinaimg.cn/large/006RJSEPgy1hvsjkpbqt9j30wi1ycdqf.jpg",,,2024-11-20T11:28:07,iPhone 12,94,34,34,"哇哇抗衰笔记,微博医美菁英大赏",,2024-11-20 11:28:07
5105063858801180	,P27JvAVAw,她好像不会老似的，看她出道到现在容貌完全没走形，裴姐90年的，能keep成这样真是厉害,,,,,2024-11-26T20:52:14,iPhone客户端,3,0,0,,,2024-11-26 20:52:14,False,6546526093,EVA-GDA,5104932551658557	,P24jJ6XsV,#裴珠泫solo出道#出席品牌活动的Irene，黑白格子礼服造型 ,,"https://wx2.sinaimg.cn/large/00792yuxgy1hvziib0jdtj30xc0xcn7a.jpg,https://wx2.sinaimg.cn/large/00792yuxgy1hvziibnqnsj30xc1hcn7h.jpg,https://wx1.sinaimg.cn/large/00792yuxgy1hvziic88mvj30xc1hctgn.jpg,https://wx2.sinaimg.cn/large/00792yuxgy1hvziicps9sj30xc0xcn3h.jpg",,,2024-11-26T12:10:28,,2744,46,99,裴珠泫solo出道,,2024-11-26 12:10:28
5104508473967867	,P1ThJgEdR,想想过去几年唯一后悔的是，我应该趁着covid期间直接剃一个光头，据说这样反复3-4次，长出来的头发会粗硬一些（也不可能变得像天生粗硬头发的人一样就是了） ,,,,,2024-11-25T08:05:20,iPhone客户端,0,0,0,,,2024-11-25 08:05:20,True
5103226589809589	,P1lWaF9Vb,"……我原本以为她们推这些👨⚕️只是给她们做好了打折了，所以当自来水。结果是建群、下托儿、拿提成，互联网博主都这样，直播卖货也是这个套路 
查看图片",,,,,2024-11-21T19:11:35,iPhone客户端,1,2,0,,,2024-11-21 19:11:35,False,5093303439,修仙公主2024,5103224535123619	,P1lSRluT1,哎呀！！你两干嘛呀！ ！ ！@好运ee @加州米米约会版 ,,"https://wx4.sinaimg.cn/large/005yGYTtgy1hvu2c59fjgj30zk0glae2.jpg,https://wx3.sinaimg.cn/large/005yGYTtgy1hvu2c5pla2j30zl21an8b.jpg,https://wx3.sinaimg.cn/large/005yGYTtgy1hvu2c4tijnj30zu21hgwg.jpg,https://wx3.sinaimg.cn/large/005yGYTtgy1hvu2c6bnirj30zu222k4z.jpg,https://wx4.sinaimg.cn/large/005yGYTtgy1hvu2c6wm6zj30zu21k4ax.jpg,https://wx1.sinaimg.cn/large/005yGYTtgy1hvu2c82ydyj30zu21igzd.jpg,https://wx1.sinaimg.cn/large/005yGYTtgy1hvu2c8w6uxj30zu22dn99.jpg,https://wx4.sinaimg.cn/large/005yGYTtgy1hvu2c9j6y8j30zu22ana9.jpg,https://wx3.sinaimg.cn/large/005yGYTtgy1hvu2c9zh8wj30zu22bqha.jpg",,,2024-11-21T19:03:25,iPhone 16 Pro Max,45,9,13,,"好运ee,加州米米约会版",2024-11-21 19:03:25
5102592833093913	,P15rZcYRP,韩女的头真是小到令人发指！有好内娱208都跟gg合影过，然后都跟她差不多大的头。只有韩女可以比模特再小一圈 ,,https://wx3.sinaimg.cn/large/0065D2Wggy1hvs1ssedyyj30wi14nqco.jpg,,,2024-11-20T01:13:15,iPhone客户端,1,0,0,,,2024-11-20 01:13:15,True
5102223929378003	,P0VQYDlE7,所有🍠博主最终的目的是流量变现，而不是真的教会你任何东西，这一点望周知，不要浪费时间在上面 ,,https://wx3.sinaimg.cn/large/0065D2Wggy1hvqvf8y4o6j30kt0lwadv.jpg,,,2024-11-19T00:47:22,iPhone客户端,3,0,0,,,2024-11-19 00:47:22,True
