id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105354641507905	,P2fiw6kh3,//@香扔儿://@没品校花://@枝釹籹钕:我是右边👉,,,,,2024-11-27T16:07:42,iPhone 14,15,0,36,,"香扔儿,没品校花,枝釹籹钕",2024-11-27 16:07:42,False,6981015860,到底娥怎么做你们才能放过我,5105263612268193	,P2cVH9w3L,分享图片 ,,https://wx2.sinaimg.cn/large/007CrD80gy1hw0kjf6op3j30th0uc75u.jpg,,,2024-11-27T10:05:59,,100,14,192,,,2024-11-27 10:05:59
