id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5103154148411798	,P1k3kziia,"喜欢宝宝香的无脑入香奶奶的威尼斯身体乳…用五六瓶了，这味道找不到替代
整个人就是乖嫩嫩的，滋润度也还可以，南方足够了，抹完也不会出现黏糊糊的感受。 ",,,,,2024-11-21T14:23:44,iPhone客户端,1,0,1,,,2024-11-21 14:23:44,True
