id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105072013579470	,P27WFf1bo,"“人在年轻的时候可以逃避很多东西，但在承受的那一刻你就没资格年轻了”
年龄的增长，父母的白发，社会的压力，任何一个都会吞没我，我没资格任性，因为背后都是悬崖峭壁！ ",,,,,2024-11-26T21:24:38,iPhone客户端,0,0,0,,,2024-11-26 21:24:38,True
5105071363197714	,P27VCdpS2,我闭眼向神明许愿，祈愿我爱的人平平安安 ,,,,,2024-11-26T21:22:03,iPhone客户端,0,0,0,,,2024-11-26 21:22:03,True
5104579068299781	,P1V7AyP9r,要是我有💰就好了，至少我可以不必担心和你在一起之后如果分开了我的人生会如何，现在的我实在是堵不起，不是我不想在一起，现实两难世俗终究吞没我了 ,,,,,2024-11-25T12:45:51,iPhone客户端,1,0,0,,,2024-11-25 12:45:51,True
5104578657519896	,P1V6VvygE,在最不合时宜的情况下遇到相爱的人，是恩赐还是惩罚 ,,,,,2024-11-25T12:44:13,iPhone客户端,0,0,0,,,2024-11-25 12:44:13,True
5104431689629745	,P1RhSEp8t,原谅我不够坚定，不是你不够好 ,,,,,2024-11-25T03:00:12,iPhone客户端,0,0,0,,,2024-11-25 03:00:12,True
5104430472495596	,P1RfVatdy,哭到心脏疼，答应我，以后再也不要动心了 ,,,,,2024-11-25T02:55:23,iPhone客户端,0,0,0,,,2024-11-25 02:55:23,True
5104231864861714	,P1M5AkoKK,"为什么要有💰，因为你遇到很喜欢的人的时候你不会害怕不会患得患失，你有足够的资本说分开，你不会因为爱错了一个人就错过一整个幸福人生，你有随时说开始就开始的勇气
没有💰，你遇到再爱你的人你都会害怕，害怕自己被抛弃害怕自己配不上他，害怕有一天出现了别的女孩你就立马被比下，然后你开始小心翼翼，患得患失，天天试探男的爱不爱你，最后男的发现你整天无理取闹，像个深井冰，最后觉得别的女孩子情绪稳定温柔体贴还善解人意，嗯😐……一切进入死循环，你大梦初醒一般，为什么要爱不要💰",,,,,2024-11-24T13:46:11,iPhone客户端,0,0,0,,,2024-11-24 13:46:11,True
5104229892492400	,P1M2paso0,老天爷，你是来惩罚我的吧，我是不是不配得到幸福啊，我只是想要有点小💰又有好的老公，家庭美满生活幸福家人平安健康的平凡生活而已😭 ,,,,,2024-11-24T13:38:21,iPhone客户端,0,0,0,,,2024-11-24 13:38:21,True
5104229519199265	,P1M1NCB9f,😭不配感太重了，也赌不起，遇到了一个很好很好很好的人，但是没在一起，因为我没有资本上岸，我太怕在一起之后没有好的结果，最后爱没有💰没有青春也没有😭 ,,,,,2024-11-24T13:36:52,iPhone客户端,0,0,0,,,2024-11-24 13:36:52,True
5104229221402771	,P1M1k5SVl,💰和爱总是两难，命好的人兼得，命不好的人，选错一个都是苦不堪言 ,,,,,2024-11-24T13:35:41,iPhone客户端,0,0,0,,,2024-11-24 13:35:41,True
