id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105468735228927	,P2igxlWhx,和嘟嘟一起等宝宝下班 ,,"https://wx4.sinaimg.cn/large/008awh3Dgy1hw182n120zj31w02ioqv5.jpg,https://wx4.sinaimg.cn/large/008awh3Dgy1hw182koblzj30u01u0wth.jpg",,,2024-11-27T23:41:04,华为 Mate X5,170,15,0,,,2024-11-27 23:41:04,True
5105461257306762	,P2i4tuEP0,"❤ 
小袁Y__的微博视频
 ",,,"https://f.video.weibocdn.com/o0/nhB5JmPAlx08jVlyDwy4010412005eHV0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732881295&ssig=LsuYXEGf3i&KID=unistore,video",,2024-11-27T23:11:21,微博视频号,107,18,0,,,2024-11-27 23:11:21,True
5105051584430544	,P27pIiAAo,等待成品 ,,https://wx1.sinaimg.cn/large/008awh3Dgy1hvzw69ktizj30u01407bg.jpg,,,2024-11-26T20:03:27,华为 Mate X5,60,21,0,,,2024-11-26 20:03:27,True
