id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5104696004183436	,P1YachyiM,人一辈子最大的追求就是自由 赚钱也是为了过想干嘛就干嘛的生活,,,,,2024-11-25T20:30:31,iPhone客户端,2,0,0,,,2024-11-25 20:30:31,False,2293398641,酒精胶囊,5104669156444660	,P1XsTr2y8,占有欲就是不把你当作一个人看的开始，实话实说 ,,,,,2024-11-25T18:43:50,,524,4,77,,,2024-11-25 18:43:50
5104694338781234	,P1Y7vAQoO,我这张脸为啥这么难整啊 ,,,,,2024-11-25T20:23:53,iPhone客户端,0,5,0,,,2024-11-25 20:23:53,True
5104694261974561	,P1Y7o8hFL,下巴到底是做截骨前移还是环切 反正颏侧是肯定要切 好纠结 ,,,,,2024-11-25T20:23:35,iPhone客户端,0,2,0,,,2024-11-25 20:23:35,True
5104084611498453	,P1Ig56hOB,最近买了一堆眼影腮红 可是手残的我根本不会化 ,,,,,2024-11-24T04:01:03,iPhone客户端,0,0,0,,,2024-11-24 04:01:03,True
5104079314092676	,P1I7xhaGU,"我现在为啥这么膈应男的 跟我说一句话我就想怼一句 从小我就跟男的相处不好 上学的时候我就跟我每个同桌打架 让我传个卷子我都得骂他们一顿 就我这样还想赚男人钱
我咋感觉自己这么又当又立 ",,,,,2024-11-24T03:40:00,iPhone客户端,2,0,0,,,2024-11-24 03:40:00,True
5104067912663360	,P1HP9baRq,"或许每次刚整完容都是自己最自信的时候 感觉自己换头了 有时候感觉自己长啥样都无所谓 反正都是赚这么点钱 
我感觉自己整容与否都是赚这么点钱 
 ",,,,,2024-11-24T02:54:42,iPhone客户端,1,0,0,,,2024-11-24 02:54:42,True
5104067569779779	,P1HOAF2an,可我就笑不出来 我永远不是个自信的人 我的人生每天都在羡慕别人 ,,,,,2024-11-24T02:53:20,iPhone客户端,0,1,0,,,2024-11-24 02:53:20,True
5104067241838030	,P1HO47I9E,整容与其再说整的是脸 不如再说整的是自信 自信真的好重要啊 当你爱自己的时候 你是正能量的 你是会笑的 不在是一张苦瓜脸 我真感觉一直苦瓜脸人就会变丑 ,,,,,2024-11-24T02:52:02,iPhone客户端,3,0,0,,,2024-11-24 02:52:02,True
5103378726912026	,P1pTyt08i,"我老跟死胖子发疯 他也老跟我发疯 
我总以为我要彻底跟他断了 可总是这样藕断丝连 
真不知道啥时候能结束啥时候是个头 可能当我青春不在的时候吧 等我变成个黄脸婆的时候吧 那我就不好意思去见他了 ",,,,,2024-11-22T05:16:06,iPhone客户端,0,1,0,,,2024-11-22 05:16:06,True
5103377748852999	,P1pRYB94j,死胖子这头傻逼猪能把我气死  总把自己的负能量带到我身上 跟他再也回不到以前了 可我总贪念那一点好 ,,,,,2024-11-22T05:12:14,iPhone客户端,0,0,0,,,2024-11-22 05:12:14,True
5103376616653126	,P1pQ9rUMu,"这三个地方真是烂人聚集地 狗腿子聚集地 而且我感觉大部分ld都是这三个地方的 
坏逼集合地 尤其安徽",,,,,2024-11-22T05:07:44,iPhone客户端,0,0,1,,,2024-11-22 05:07:44,False,7946648149,冰冰是个形容词,5103301790008450	,P1nTt02ci,"讨厌山东男人＞讨厌东北男人＞讨厌安徽男人。
本人八字跟这三个地方的男人不合
沾上他们我就会破财倒霉
 ",,,,,2024-11-22T00:10:24,,2,0,3,,,2024-11-22 00:10:24
