id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5102782692461390	,P1aodakjQ,"自从上次出差一分钟之差没赶上高铁后，现在再也不敢踩点冲来
 ",,https://wx2.sinaimg.cn/large/005COA4Ngy1hvsnlaamtzj33b04eonpg.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F00087dyvgx08jJyDdcp20f0f0100fCn80k01.mov,,2024-11-20T13:47:42,iPhone客户端,0,0,0,,,2024-11-20 13:47:42,True
