id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5102774084436899	,P1aakiCeT,"住在云端看上海（p6吃早餐看到的绝美云层 
上海·上海中心J酒店
 ",,"https://wx1.sinaimg.cn/large/7d7eacf7gy1hvsmi75poij22c93451ky.jpg,https://wx4.sinaimg.cn/large/7d7eacf7gy1hvsmi5obpsj23aq4eb1l0.jpg,https://wx1.sinaimg.cn/large/7d7eacf7gy1hvsmic4gcpj23974ca7wk.jpg,https://wx4.sinaimg.cn/large/7d7eacf7gy1hvsmifthwhj23b04eokjo.jpg,https://wx1.sinaimg.cn/large/7d7eacf7gy1hvsmi9f01bj23b04eo7wj.jpg,https://wx1.sinaimg.cn/large/7d7eacf7gy1hvsmidifdnj22172pme81.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000obTkMgx08jJwgNYRN0f0f0100u9x70k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004ewJwIgx08jJwh4N5B0f0f0100qRSw0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002fc9gUgx08jJwhmZWn0f0f0100uQCk0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000lWv2ggx08jJwhwlAj0f0f0100fNIC0k01.mov,上海·上海中心J酒店,2024-11-20T13:13:29,iPhone 16 Pro Max,518,27,12,,,2024-11-20 13:13:29,True
