id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105352985808441	,P2ffQon2x,"做完了 感觉轮廓一下子顺滑了 就是全麻嗓子好痛好痛
痛了一天sos ",,,,,2024-11-27T16:01:07,iPhone 15,2,7,0,,,2024-11-27 16:01:07,True
5105252174925605	,P2cDfkFnf,"记录一下的arc商谈记录📝
在韩国面了大大小小的医院🏥, 记录一下我最后决定的医院ARC雅阁整形医院
感受：
1️⃣因为是不太做中国市场，所以来这边第一个和其他医院不一样的点就是没有中国人，都是韩国人和日本人，感觉能在日本市场做好的院长应该是精益求精的
2️⃣室长院长到翻译确实让我感觉到了 ...
全文",,"https://wx1.sinaimg.cn/large/007vin59gy1hw0j4538lrj30u0140n3l.jpg,https://wx1.sinaimg.cn/large/007vin59gy1hw0j46nsnrj30u01hcjzx.jpg,https://wx2.sinaimg.cn/large/007vin59gy1hw0j4bodmjj30u01hcnb6.jpg,https://wx2.sinaimg.cn/large/007vin59gy1hw0j43ow37j30u0140gta.jpg",,,2024-11-27T09:20:32,iPhone 15,0,0,2,,,2024-11-27 09:20:32,True
5104221860662241	,P1LPs2Mhj,"落地咯 后天去arc面诊一下
 
韩国·Seoul korea
 ",,,,韩国·Seoul korea,2024-11-24T13:06:26,iPhone 15,3,7,0,,,2024-11-24 13:06:26,True
5103129488262912	,P1jpyyFyM,哈哈哈哈哈这个热搜,,,,,2024-11-21T12:45:44,iPhone 15,1,2,0,,,2024-11-21 12:45:44,False,5786866043,柴犬,5102826721641656	,P1bxe6T4k,"#这种屎黄色的狗最有心眼了##柴犬# 
像不像你问你妈拿零用钱的猪样 
柴犬的微博视频
 ",,,"https://f.video.weibocdn.com/o0/IQmiQPFNlx08jJKE1dwA01041200b3iQ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732812005&ssig=QNC3aRH2Br&KID=unistore,video",,2024-11-20T16:42:39,微博视频号,680,12,43,"这种屎黄色的狗最有心眼了,柴犬",,2024-11-20 16:42:39
