id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105272283203097	,P2d9GdrgR,转发微博,,,,,2024-11-27T10:40:26,微博网页版,0,0,0,,,2024-11-27 10:40:26,False,7895921357,模范丈夫_灰太wolf,5105219371271637	,P2bMl5kOh,"#喜羊羊与灰太狼# 灰太狼的性格乐观、自信”，这些评价我照单全收，谢谢 
模范丈夫_灰太wolf的微博视频
 ",,,"https://f.video.weibocdn.com/o0/iap9AjY3lx08jUhyDQXm01041200ddqE0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871030&ssig=PTr9%2F%2BhlZc&KID=unistore,video",,2024-11-27T07:10:11,微博视频号,2,4,4,喜羊羊与灰太狼,,2024-11-27 07:10:11
5105271431235540	,P2d8j5bq4,转发微博,,,,,2024-11-27T10:37:03,微博网页版,0,0,0,,,2024-11-27 10:37:03,False,2057058845,自由嘤嘤鼠,5105187117858870	,P2aWjwYrY,"《爱，死亡和机器人》太好看了
看了第七集之后，赶快去找原著小说了，和电影有好多不一样的地方，探讨的内容也更深刻。
选择残酷的真相还是美好的虚幻……
对于人性的探讨和讽刺、对于外星生物的遐想，和结局的无限可能（结尾没有直接说明，但是以暗示的方式为读者留下结局）
无法用言语形容这篇的美妙，同样喜欢科幻的宝宝们有机会可以看看！",,https://wx3.sinaimg.cn/large/7a9c3a1dgy1hw0bfdksqlj20u00fk761.jpg,,,2024-11-27T05:02:00,nova7你在焦点在,127,25,4,,,2024-11-27 05:02:00
5105264282043546	,P2cWM8zCq,"长粽子的美味真是无与伦比，两个人分享一个似乎正合适。
吃榴莲少女的微博视频
 ",,,"https://f.video.weibocdn.com/o0/tYxRFVWXlx07VD5Knjbi010412032zdg0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871030&ssig=%2FEIGwTfyWD&KID=unistore,video",,2024-11-27T10:08:39,微博视频号,100,2,0,,,2024-11-27 10:08:39,True
5105249290031311	,P2cyB0891,"用牛奶替代奶油制作的辣味牛奶培根宽粉竟然如此诱人！奶香浓郁中带有轻微的辣味，一锅瞬间被扫清。碳水化合物永远是让我感到幸福的源泉…… 
一粒西瓜yo的微博视频
 ",,,"https://f.video.weibocdn.com/o0/ewTq0hhRlx07VDxlqe8U01041201aFDE0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871030&ssig=Vj2zRifard&KID=unistore,video",,2024-11-27T09:09:04,微博视频号,100,2,0,,,2024-11-27 09:09:04,True
5105098300592003	,P28D42u0r,"把整个炸串摊搬进家里，真是壮观！
张二狗哟巴扎嘿的微博视频
 ",,,"https://f.video.weibocdn.com/o0/t0cHW6Gdlx07T2kp4T5K010412018LbR0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871031&ssig=PljMjCO2ow&KID=unistore,video",,2024-11-26T23:09:05,微博视频号,100,1,0,,,2024-11-26 23:09:05,True
5105085763816600	,P28iQg0S4,转发微博,,,,,2024-11-26T22:19:16,微博网页版,0,0,0,,,2024-11-26 22:19:16,False,1412758841,猴大宝,4442987301506542	,Ii2im6jV4,见证了好几个时代，很幸福，如果你是过来人，应该知道这种感觉。 ,,"https://wx1.sinaimg.cn/large/5434fd39ly1g9br4r1u07j22402tc7wi.jpg,https://wx3.sinaimg.cn/large/5434fd39ly1g9br4p3flcj22tc240qv5.jpg,https://wx3.sinaimg.cn/large/5434fd39ly1g9br4runy5j22tc240kjl.jpg",,,2019-11-26T21:16:21,HUAWEI Mate 30 Pro,78,36,11,,,2019-11-26 21:16:21
5105081973999672	,P28cJgMuQ,"学长食堂第140期推出的春笋排骨焖饭，是懒人必备的美食！当你不想费心思挑选菜谱时，一锅充满碳水的季节性焖饭绝对能让你感到无比幸福。鲜嫩的春笋搭配深受调味的排骨，美味程度堪比绝佳的美食～ 
学长宇子酱的微博视频
 ",,,"https://f.video.weibocdn.com/u0/RyZRANe7gx07URpHMiQo01041200WnqZ0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871031&ssig=IsUFu2IdPV&KID=unistore,video",,2024-11-26T22:04:13,微博视频号,100,2,0,,,2024-11-26 22:04:13,True
5105067251733844	,P27OZ7h3e,"成都某小区内隐藏的正宗牛杂火锅，服务员都是女生，笑得我眼泪都出来了。猜猜看，我点的饮料价钱是多少？
表弟森浩的微博视频
 ",,,"https://f.video.weibocdn.com/o0/LXfpylQBlx07XH1BRHZu01041201Lcs20E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871031&ssig=m49YFw48AR&KID=unistore,video",,2024-11-26T21:05:43,微博视频号,100,2,0,,,2024-11-26 21:05:43,True
5105054354767907	,P27ubk0lJ,"小酒馆不仅仅在夜晚迎客，白日里也能享受到其独特的氛围！想要尝试油条搭配咖啡，或是小笼包与冰淇淋的组合吗？这家小酒馆能满足你所有的奇思妙想。对于那些需要一点酒精来微醺的打工人来说，这里简直是天堂。
杭州·Lumos
 
徐二妙的微博视频
 ",,,"https://f.video.weibocdn.com/o0/BYykxFoOlx07Ui16wyvS01041201Kt4L0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871031&ssig=ES%2B54FbvrB&KID=unistore,video",杭州·Lumos,2024-11-26T20:14:27,微博视频号,100,0,0,,,2024-11-26 20:14:27,True
5105038731513238	,P274Z6lF4,"葱油焖鸡，未加任何水分，鲜美多汁，满溢着葱的香气，绝对是美味至极。
舌尖上的美食菜谱大全的微博视频
 ",,,"https://f.video.weibocdn.com/u0/ceYVtTOwgx07TUB1acp201041200juPv0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871031&ssig=yU4Bvu7b0d&KID=unistore,video",,2024-11-26T19:12:23,微博视频号,100,1,0,,,2024-11-26 19:12:23,True
5105024555025354	,P26I7l5k6,转发微博,,,,,2024-11-26T18:16:03,微博网页版,0,0,0,,,2024-11-26 18:16:03,False,2169519682,咏梅的微,5104992496912521	,P25Spt0gh,"路过这里 璀璨夺目 
土耳其·伊斯坦布尔机场
 ",,"https://wx3.sinaimg.cn/large/81503e42gy1hvzox429mhj235s2dc1l0.jpg,https://wx4.sinaimg.cn/large/81503e42gy1hvzox97kgtj235s2dc7wi.jpg,https://wx1.sinaimg.cn/large/81503e42gy1hvzoxhp2z2j235s2dchdu.jpg,https://wx1.sinaimg.cn/large/81503e42gy1hvzoxn4bvgj237k2eou0y.jpg,https://wx1.sinaimg.cn/large/81503e42gy1hvzoxrhfo4j237k2eokjm.jpg,https://wx1.sinaimg.cn/large/81503e42gy1hvzoxwfphkj237k2eokjm.jpg,https://wx2.sinaimg.cn/large/81503e42gy1hvzoy3urekj235s2dcx6q.jpg,https://wx3.sinaimg.cn/large/81503e42gy1hvzoyal8kyj235s2dchdv.jpg,https://wx3.sinaimg.cn/large/81503e42gy1hvzoygdutaj235s2dce83.jpg",,土耳其·伊斯坦布尔机场,2024-11-26T16:08:40,华为 Mate X5 典藏版,1318,123,32,,,2024-11-26 16:08:40
5105021857563926	,P26DLvJIO,"「酱牛肉」这道菜品以其浓郁的酱香、冷却后的酥软质地而不易碎裂著称，搭配蘸酱食用，尤其适合作为下酒菜！
山時食堂的微博视频
 ",,,"https://f.video.weibocdn.com/u0/rn8zJf4Qgx07UoiXu3Da01041200GFgg0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871031&ssig=uYTKJJlYe%2F&KID=unistore,video",,2024-11-26T18:05:20,微博视频号,100,1,0,,,2024-11-26 18:05:20,True
5105006481508697	,P26eY6ktP,"我刚刚领了几个包裹，买了一些每日黑巧克力，打算不久后为大家带来一次评测。至于梅酒，我觉得味道一般，不太适合我的口味。你们在年货节都购入了哪些商品呢？
小易同学是吃货的微博视频
 ",,,"https://f.video.weibocdn.com/o0/8ZbZEuLxlx07SSEF1TLa01041200XU1m0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871031&ssig=jKg3KVGxac&KID=unistore,video",,2024-11-26T17:04:14,微博视频号,100,1,0,,,2024-11-26 17:04:14,True
5104992578963416	,P25SxBBNe,"如果有一天你决定放纵自己大吃一顿，那么体重将会有怎样的变化呢？
威海·哈尔滨理工大学荣成校区
 
爱吃的阿博的微博视频
 ",,,"https://f.video.weibocdn.com/o0/9SMppJx1lx07ZpRnqeDm01041200jzzR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871031&ssig=IHpbBihbJH&KID=unistore,video",威海·哈尔滨理工大学荣成校区,2024-11-26T16:08:59,微博视频号,100,1,0,,,2024-11-26 16:08:59,True
5104978335109147	,P25vzlr7B,"探索越南咖啡的味道，是否真的让人难以抗拒？首次尝试获得米其林星级评价的台州美食，真是令人惊叹。咖啡总是那么地让人心满意足，享受了一天的丰盛美食，真是幸福满满。
牛奶可可de妈咪的微博视频
 ",,,"https://f.video.weibocdn.com/o0/OeyEWVkMlx081EdUZsGc010412046yY10E020.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=svlxg5We%2BD&KID=unistore,video",,2024-11-26T15:12:24,微博视频号,100,1,0,,,2024-11-26 15:12:24,True
5104969212757802	,P25gRbzqG,转发微博,,,,,2024-11-26T14:36:09,微博网页版,0,0,0,,,2024-11-26 14:36:09,False,2017595255,油菜Hui,5104924409202871	,P246ACC5p,今天华为的重磅产品很多，旗舰机Mate70、折叠屏Mate X6，还有穿戴/平板/汽车等产品的亮相。大家对哪款产品感兴趣啊#华为Mate70# ,,https://wx1.sinaimg.cn/large/78420f77gy1hvzhi7vhooj20u00so41f.jpg,,,2024-11-26T11:38:07,,116,27,1,华为Mate70,,2024-11-26 11:38:07
5104966082234939	,P25bO9npp,转发微博,,,,,2024-11-26T14:23:42,微博网页版,0,0,0,,,2024-11-26 14:23:42,False,7691136443,君有白,5104914801623609	,P23R66Onf,"听说……山海经系列皮肤
【诸葛亮x 白泽】主白色，高品质
【司马懿x相柳】蓝黑色，传说
【朵莉亚x鲛人】紫色，史诗
大家最期待谁的？#王者柯南联动##我的年度游戏穿搭##微博游戏大赏# ",,https://wx2.sinaimg.cn/large/008ovdVNly1hvzg9vfresj31401hcu05.jpg,,,2024-11-26T10:59:56,王者荣耀超话,149,95,95,"王者柯南联动,我的年度游戏穿搭,微博游戏大赏",,2024-11-26 10:59:56
5104965908955911	,P25bwBzQb,转发微博,,,,,2024-11-26T14:23:01,微博网页版,0,0,0,,,2024-11-26 14:23:01,False,3739095604,富婆的一万个墙头,5104920535502130	,P240ln5m2,"#张婧仪工作室回应粉丝诉求# 
 
网页链接
 ",,,,,2024-11-26T11:22:43,,1141,0,3,张婧仪工作室回应粉丝诉求,,2024-11-26 11:22:43
5104963577973511	,P257Lxsh1,"有人向我咨询炒鸡之前是否需要焯水？
林述巍JACKLIN的微博视频
 ",,,"https://f.video.weibocdn.com/o0/QP1RlWE9lx07Tf1yvq1a01041201J3VL0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=vdoxXq3sUN&KID=unistore,video",,2024-11-26T14:13:45,微博视频号,100,1,0,,,2024-11-26 14:13:45,True
5104947616285399	,P24I1qn7p,"喀什地区的新疆卤鸡价格最低为200元一只，这家拥有百年历史的店铺主要通过老顾客预订，日销量为30只。
喀什·疏勒
 
新疆味道XJtaste的微博视频
 ",,,"https://f.video.weibocdn.com/o0/hITDLuCclx07TEb6kI4g01041202ufVj0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=is5RMuDf7f&KID=unistore,video",喀什·疏勒,2024-11-26T13:10:20,微博视频号,100,1,0,,,2024-11-26 13:10:20,True
5104931501507811	,P24i26kfx,"尝试一下梅干菜蒸肉吧，过年的时候为家人准备这道美食吧。
舌尖上的美食菜谱大全的微博视频
 ",,,"https://f.video.weibocdn.com/u0/gdoW1ifOgx07W1xd6hvG01041200kdCC0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=SxP8cRBBTR&KID=unistore,video",,2024-11-26T12:06:17,微博视频号,100,2,0,,,2024-11-26 12:06:17,True
5104916781599380	,P23Ui6I4s,"制作60个洋葱圈只需9个鸡腿，一次性让你大快朵颐，口感胜过鸡米花。
杰儿美食的微博视频
 ",,,"https://f.video.weibocdn.com/o0/IvIZxm6alx07Z9L9zBuE01041201bLdI0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=RfW0OEC1fe&KID=unistore,video",,2024-11-26T11:07:48,微博视频号,101,1,0,,,2024-11-26 11:07:48,True
5104907707485418	,P23FEvpiy,转发微博,,,,,2024-11-26T10:31:45,微博网页版,0,0,0,,,2024-11-26 10:31:45,False,2292724833,吴小杰WJie,5104866215069060	,P22AJlgH2,"早，朋友们
 ",,,,,2024-11-26T07:46:52,华为Mate XT 非凡大师,185,217,10,,,2024-11-26 07:46:52
5104902598558196	,P23xpzUnq,"我们的邻居抓了几只野生螃蟹，幺妈则抓了一只本地鸡，准备用来炖螃蟹，做出来的汤味道非常鲜美。
幺妈和幺叔的微博视频
 ",,,"https://f.video.weibocdn.com/o0/rhByZJnflx07UZpUKuRy01041202NyV90E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=m3%2FoWLIR%2BK&KID=unistore,video",,2024-11-26T10:11:26,微博视频号,100,1,0,,,2024-11-26 10:11:26,True
5104886731509367	,P237P6kED,"春节前紧急增加更新！仅需200元，你就能享受一座丰富的零食大山，让春节在家的时光变得更加美味！大家快抓住快递还在运营的机会，赶紧囤起来吧！
深夜小鱼干儿的微博视频
 ",,,"https://f.video.weibocdn.com/o0/Q7DM97qulx07TbxzWiKk01041205Zb3A0E030.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=ODIXlh%2Fgvh&KID=unistore,video",,2024-11-26T09:08:24,微博视频号,100,1,0,,,2024-11-26 09:08:24,True
5104734694541535	,P1ZaBj3sz,"使用锅铲制作的煎饼，来自新昌的锅拉头特色美食！
馋小爷的微博视频
 ",,,"https://f.video.weibocdn.com/o0/ry6s73TBlx0803Tvshva01041200rEvD0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=3778cGuAbp&KID=unistore,video",,2024-11-25T23:04:15,微博视频号,100,1,0,,,2024-11-25 23:04:15,True
5104722606556027	,P1YR6rvwn,转发微博,,,,,2024-11-25T22:16:12,微博网页版,0,0,0,,,2024-11-25 22:16:12,False,6690521836,阿白不困告,5104659931071365	,P1Xe14uI5,"阴阳师手游
  星熊可爱，跟sr的变化是角和头发，以及新增了右肩膀上的乌鸦。
酒吞和茨木交给大家评价 ",,"https://wx3.sinaimg.cn/large/007iMKmwgy1hvyn5y5epcj31020k2n42.jpg,https://wx4.sinaimg.cn/large/007iMKmwgy1hvyn6bxzg4j30k30k3n1w.jpg",,,2024-11-25T18:07:10,阴阳师手游超话,222,26,1,,,2024-11-25 18:07:10
5104722330258704	,P1YQF15iE,转发微博,,,,,2024-11-25T22:15:07,微博网页版,0,0,0,,,2024-11-25 22:15:07,False,6050236740,NGA阴阳师,5104651404313775	,P1X0gi6d1,"阴阳师手游
 SP阶式神 #神酿星熊童子#（CV：梶裕贵 / 杨凯祺）即将降临平安京！「神醉绮宴」将于12月4日开启
「星熊童子的神饮工坊，恐怕是大江山最热闹的地方之一。」
↓↓↓ ",,"https://wx3.sinaimg.cn/large/006BsaXyly1hvymc6hut8j31hc0u0kjj.jpg,https://wx3.sinaimg.cn/large/006BsaXygy1hvyoiw555ig30sw0cyu1n.gif",,,2024-11-25T17:33:17,阴阳师手游超话,1517,136,49,神酿星熊童子,,2024-11-25 17:33:17
5104721034215745	,P1YOzhGHT,"煮方便面时，放在大锅里会让它吸收牛肉汤的味道，因此建议直接在碗中泡或使用小锅来煮。
洛阳·传世刘香牛肉汤(青滇路)
 
人在风上走的微博视频
 ",,,"https://f.video.weibocdn.com/o0/ayo5lF99lx07TAK1i5EY01041200uKiB0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=FxTfsU4ss1&KID=unistore,video",洛阳·传世刘香牛肉汤(青滇路),2024-11-25T22:09:57,微博视频号,100,1,0,,,2024-11-25 22:09:57,True
5104703740053655	,P1YmG0dXp,"来看探店vlog系列！更新了一系列新库存！🎁 体验惊艳的创意特饮☕️，物超所值的黑松露鹅肝牛肉炒饭🐂，以及应节的万圣节南瓜泡芙🎃和南瓜香料拿铁！非常享受边走边吃，随后安静地坐在咖啡店里，享受那种放松的感觉
（内心其实很享受阳光🌞）
咖喱GetGei的微博视频
 ",,,"https://f.video.weibocdn.com/o0/XX9h0VRRlx080jD8zz1S01041203eyJc0E020.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=of1gvbSOsz&KID=unistore,video",,2024-11-25T21:01:15,微博视频号,100,1,0,,,2024-11-25 21:01:15,True
5104692457113485	,P1Y4ttQxD,"年节将至，年夜饭的炸带鱼按此法制作，香脆可口，让人欲罢不能。
天天美食推荐的微博视频
 ",,,"https://f.video.weibocdn.com/u0/U2CYm6kugx07T1GZPN1m01041202pUl00E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=7eZTdPXT%2Fr&KID=unistore,video",,2024-11-25T20:16:25,微博视频号,100,1,0,,,2024-11-25 20:16:25,True
5104676385067836	,P1XEylgni,"采用这种方法烹饪的红烧肉，口感既软又弹，肥美而不油腻，深受全家人的喜爱！
天天美食推荐的微博视频
 ",,,"https://f.video.weibocdn.com/u0/wtnVfADfgx07Z9zUohvy01041200gznm0E010.mp4?label=mp4_720p&template=576x1024.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=wcuAPQ7m5f&KID=unistore,video",,2024-11-25T19:12:33,微博视频号,100,1,0,,,2024-11-25 19:12:33,True
5104659805505453	,P1XdOn6dD,"岁月更迭，春去夏来，秋收冬藏，时光匆匆而过。在这流逝的时光里，悠然享用一份田螺鸭脚煲，细细品味生活的美好。
康仔农人V的微博视频
 ",,,"https://f.video.weibocdn.com/u0/4yI3O0mvgx07XiOeO4Iw01041204JxoP0E020.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=ZdSoQBgEPA&KID=unistore,video",,2024-11-25T18:06:40,微博视频号,100,2,0,,,2024-11-25 18:06:40,True
5104644688187580	,P1WPqylXK,"品尝这碗海鲜炸酱面，每一口都是酱香浓郁，肉香满溢的享受，让人幸福感爆棚！与爸爸共享这顿美食，面条劲道滑爽，每一口都能吃到满满的大块肉丁，令人回味无穷，难以抵挡再来一碗的诱惑！
兴森一家的微博视频
 ",,,"https://f.video.weibocdn.com/o0/Bqv7EKRqlx07Wnb62lzW01041209D0kY0E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871039&ssig=pJHn840gwp&KID=unistore,video",,2024-11-25T17:06:36,微博视频号,100,1,0,,,2024-11-25 17:06:36,True
5104630480504235	,P1Wsw27aP,"我们家每周都会几次享用这道蒜蓉海鲜煲五花肉，它的鲜美和香气让人无法抗拒，非常适合搭配米饭。
全味一食的微博视频
 ",,,"https://f.video.weibocdn.com/u0/h6YKMRubgx081tk2RKKY010412013u0Z0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871040&ssig=tIm%2FpeLHM%2F&KID=unistore,video",,2024-11-25T16:10:08,微博视频号,101,1,0,,,2024-11-25 16:10:08,True
5104614771262283	,P1W3b5inp,"被誉为全球最佳的蛋挞，年销量高达700万个，究竟味道如何引人迷恋？葡萄牙首都里斯本不仅是葡式蛋挞的诞生地，而且据称世界上第一份蛋挞就是由里斯本的热罗尼姆修道院的修女所创造的。自1837年起，里斯本最古老的贝伦蛋挞店已经售卖了185年之久，其制作的葡式蛋挞被公认为全球最佳，年销售额达到5800万元。想知道这些蛋挞为何如此受欢迎吗？那就一起去葡萄牙的贝伦蛋挞店深入体验一番吧！
HOLA小测的微博视频",,,"https://f.video.weibocdn.com/o0/2edh10y4lx07YwzHg7eM01041201ONdO0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732871040&ssig=v4kR2ZS3pB&KID=unistore,video",,2024-11-25T15:07:43,微博视频号,100,2,0,,,2024-11-25 15:07:43,True
5104601664064071	,P1VI2h3fx,转发微博,,,,,2024-11-25T14:15:38,微博网页版,0,0,0,,,2024-11-25 14:15:38,False,1660526995,李好宽同学,5104580221731911	,P1V9s7gy3,努比亚Z70Ultra这势头真的很猛啊，不过也正常，现在有越来越多的朋友喜欢全面屏设计，而且努比亚在配置方面真的很有诚意了。 ,,https://wx2.sinaimg.cn/large/62f9a193ly1hvye1wrnepj20v91p4wo3.jpg,,,2024-11-25T12:50:26,,15,2,1,,,2024-11-25 12:50:26
5104600968070322	,P1VGUxRsu,"哇，「肉末豆角」真是太适合拌饭了！如果不便外出，自己在家烹饪也是极好的。今天想跟大家分享这道超级下饭的肉末豆角，混合米饭后简直让人停不下来，一定要尝试看看！
死鬼王二胖的微博视频
 ",,,"https://f.video.weibocdn.com/u0/Ilu8N59Wgx07WRGsXZk401041201QlPn0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871040&ssig=FjmY3KBU%2Fh&KID=unistore,video",,2024-11-25T14:12:52,微博视频号,100,2,0,,,2024-11-25 14:12:52,True
5104586033465280	,P1ViPextC,"无需前往北京，你也可以轻松在家做出美味的京酱肉丝。
圆子小厨的微博视频
 ",,,"https://f.video.weibocdn.com/u0/NCCCSXKugx07V7k4VWYM01041201351c0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871040&ssig=ZToLjkhs1p&KID=unistore,video",,2024-11-25T13:13:32,微博视频号,100,2,0,,,2024-11-25 13:13:32,True
5104570485445136	,P1UTKmQwM,"这款牛肉串怎么样？你的看法呢？ 
今天吃啥的微博视频
 ",,,"https://f.video.weibocdn.com/o0/58Dcwz2Klx080SdT8BMA010412015tC80E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871040&ssig=kdOwH5S70O&KID=unistore,video",,2024-11-25T12:11:45,微博视频号,100,1,0,,,2024-11-25 12:11:45,True
5104554674749710	,P1UufjVCe,"今天韩国婆婆做了脊骨土豆锅，味道真的很棒。
是酒窝夫妇呀的微博视频
 ",,,"https://f.video.weibocdn.com/o0/DYWCVHpWlx07XDgEdMQo01041202pyFB0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871040&ssig=7xbO7hyCVM&KID=unistore,video",,2024-11-25T11:08:54,微博视频号,100,1,0,,,2024-11-25 11:08:54,True
5104544296207958	,P1Udvq2Ym,转发微博,,,,,2024-11-25T10:27:41,微博网页版,0,0,0,,,2024-11-25 10:27:41,False,1213395722,黄奕,5104518108808568	,P1TxgAXvG,"黄奕
  听说《好东西》很好看，大家有去看么 ",,,,,2024-11-25T08:43:37,黄奕超话,2,5,2,,,2024-11-25 08:43:37
5104543029528535	,P1UbsDYO3,转发微博,,,,,2024-11-25T10:22:39,微博网页版,0,0,0,,,2024-11-25 10:22:39,False,5725569802,李昂昂昂啊,5104517173218881	,P1TvLdvnr,早啊，新的一周开始了。 ,,,,,2024-11-25T08:39:54,Xiaomi 14,10,6,1,,,2024-11-25 08:39:54
5104539705545344	,P1U66ngB2,"香港的一位全职母亲为晚餐特意准备，邀请了好友共餐，花费198元购买了一只清远鸡，制作了四道菜肴和一道汤，全部都是精选菜品。
·韩绾绾·的微博视频
 ",,,"https://f.video.weibocdn.com/o0/K2b7wl3xlx07ZSOSpa8U01041204lShP0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871040&ssig=JEV8D6ZEVU&KID=unistore,video",,2024-11-25T10:09:26,微博视频号,100,2,0,,,2024-11-25 10:09:26,True
5104524710642597	,P1THV2Hat,"有谁想尝试水果馅饺子吗？采用独特的“饺子皮”将水果粒紧紧包裹，即可享用！对于酸奶爱好者，加入一些也是极好的。请放心，这绝不是什么黑暗料理，因为饺子皮实际上是用凉粉制成的，这更像是一种甜点。一旦摆盘完成，我就会疯狂地拍摄三百张照片！
tomato只吃一口的微博视频
 ",,,"https://f.video.weibocdn.com/u0/I9OlqWKkgx07VoZ4Odgs01041200D4gL0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871040&ssig=vpJ9jlp9n8&KID=unistore,video",,2024-11-25T09:09:51,微博视频号,100,2,0,,,2024-11-25 09:09:51,True
5104372193953929	,P1PJVgAB3,"确实如此，王老吉推出了零糖版本的黑凉茶！这款零糖王老吉采用黑色包装，完全不含糖、脂肪和卡路里，让你吃喝不再担心体重问题。此外，它还特别加强了草本成分，无论是哪个季节，都能让你轻松面对身体的内热，一罐就能让身体达到平衡状态。 
王老吉黑凉茶的微博视频
 ",,,"https://f.video.weibocdn.com/o0/LCnYTYJOlx080PrxnFvW010412009q3y0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732871040&ssig=SNHD89LVoe&KID=unistore,video",,2024-11-24T23:03:48,微博视频号,100,1,0,,,2024-11-24 23:03:48,True
