id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105653493796710	,P2n4xfVHg,山河如愿，英雄归来。中国人民志愿军烈士永垂不朽！#43面国旗护卫43位英烈回家# #英雄回家#,,,,,2024-11-28T11:55:14,iPhone 12 Pro Max,11146,1215,1091,"43面国旗护卫43位英烈回家,英雄回家",,2024-11-28 11:55:14,False,2656274875,央视新闻,5105473499694817	,P2iodEG41,为英烈转发！今天，回家！🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳#43面国旗护卫43位英烈回家#【此刻，一起发条微博！#一起接43位志愿军烈士回国#】43位在韩中国人民志愿军烈士遗骸及相关遗物，今天回国！迎接英烈！#英雄回家#,,https://wx3.sinaimg.cn/large/002TLsr9ly1hw0yolbpozj60xc1mcb2a02.jpg,,,2024-11-28T00:00:00,微博网页版,249475,40372,7013694,"43面国旗护卫43位英烈回家,一起接43位志愿军烈士回国,英雄回家",,2024-11-28 00:00:00
