id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105683371131507	,P2nQJ4Km7,"双下巴吸脂&肌肉捆绑
1个月和4个月后
被称为#少女线#的#下颌线#何其重要
如何不动骨骼改善轮廓？
双下巴手术了解一下
21整形外科🏥，邀您重回21岁时的颜值巅峰。#韩国21整形外科##韩国21整形外科医院##李元##李元院长#韩国
整形
韩国整形
整形手术
韩国整形医院#韩国整形外科##韩国江南整形##新论岘整形#减肥
双下巴#双下巴吸脂##肌肉捆绑##颈阔肌提升##修复手术#整形修复#修复医院#医美
医美攻略#真实案例##韩国旅游#整形医生#韩国整形医生##眼底脂肪重置#韩国·신논현역 (Sinnonhyeon Station)",,"https://wx2.sinaimg.cn/large/008zVoHSgy1hw1wlyobwij30u00u0gob.jpg,https://wx4.sinaimg.cn/large/008zVoHSgy1hw1wlynoevj30u00u00v9.jpg,https://wx2.sinaimg.cn/large/008zVoHSgy1hw1wlzr7orj33n83n87wi.jpg",,韩国·신논현역 (Sinnonhyeon Station),2024-11-28T13:53:57,微博网页版,1,1,0,"少女线,下颌线,韩国21整形外科,韩国21整形外科医院,李元,李元院长,韩国整形外科,韩国江南整形,新论岘整形,双下巴吸脂,肌肉捆绑,颈阔肌提升,修复手术,修复医院,真实案例,韩国旅游,韩国整形医生,眼底脂肪重置",,2024-11-28 13:53:57,True
5104957420210226	,P24XQ0SGK,"就是说，现在季节都变了，才想到发
之前小姐姐过来做丽珠兰拍的
VLOG
做皮肤注射类选医生也门道多多哦！
普通ys VS 皮肤科ys VS 整形外科ys，你选哪个？
千万不要小瞧看似简单的针剂注射哦~
整形外科的ys无论从解剖学还是注射点位都更专业
21整形外科🏥，邀您重回21岁时的颜值巅峰。#韩国21整形外科##韩国21整形外科医院##李元##李元院长#韩国
整形
韩国整形
整形手术
韩国整形医院#韩国整形外科##韩国江南整形##新论岘整形##丽珠兰#水光针#丽珠兰黑盒##丽珠兰水光针##juvelook##修复手术#医美
医美攻略#韩国皮肤科#韩国旅游#悄悄变美##韩国美女#韩国·신논현역 (Sinnonhyeon Station)
 
21整形外科的微博视频",,,"https://f.video.weibocdn.com/o0/LyOHrogGlx08jT85chTa01041200nInu0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732790119&ssig=ImvZ0wo2gd&KID=unistore,video",韩国·신논현역 (Sinnonhyeon Station),2024-11-26T13:49:17,微博视频号,2,2,0,"韩国21整形外科,韩国21整形外科医院,李元,李元院长,韩国整形外科,韩国江南整形,新论岘整形,丽珠兰,丽珠兰黑盒,丽珠兰水光针,juvelook,修复手术,韩国皮肤科,悄悄变美,韩国美女",,2024-11-26 13:49:17,True
5103831157311286	,P1BFhuFZY,"谁说年纪大的人没有变美的权利？
千万不要放弃自我，你可以变得更美、更年轻！
﻿
快年末了不知道送什么礼物
孝敬父母？下眼睑手术 可以考虑一下
带着父母一起来变美吧！
21整形外科🏥，邀您重回21岁时的颜值巅峰。#下眼睑手术#眼袋#眼袋手术##韩国21整形外科##韩国21整形外科医院##李元##李元院长##韩振宇##韩振宇院长#韩国
整形
韩国整形
整形手术
韩国整形医院#韩国整形外科##韩国江南整形##新论岘整形#眼部整形
双眼皮
男士整形#男士双眼皮案例##修复手术#整形修复#修复医院##整容故事##真实案例#韩国·신논현역 (Sinnonhyeon Station)",,"https://wx2.sinaimg.cn/large/008zVoHSgy1hvvzlbk488j30u00u0gs6.jpg,https://wx4.sinaimg.cn/large/008zVoHSgy1hvvzlbhpkij30u00u0jy6.jpg",,韩国·신논현역 (Sinnonhyeon Station),2024-11-23T11:13:55,微博网页版,1,1,0,"下眼睑手术,眼袋手术,韩国21整形外科,韩国21整形外科医院,李元,李元院长,韩振宇,韩振宇院长,韩国整形外科,韩国江南整形,新论岘整形,男士双眼皮案例,修复手术,修复医院,整容故事,真实案例",,2024-11-23 11:13:55,True
5103521294978137	,P1tBvkT2x,"回复@ikqqbb:睡麻＋局麻哦~可以＋Ewon21ps详询
//@ikqqbb:吸脂是局部麻醉吗",,,,,2024-11-22T14:42:38,微博网页版,4,1,0,,"ikqqbb,ikqqbb",2024-11-22 14:42:38,False,6433682798,袁璟羽yu,5103216927443586	,P1lGAvepQ,"好多人问我卧蚕 无聊翻相册正好可以说一下
脂肪卧蚕唯一的缺点就是吸收太快了
已经是第二次做了 15天到一个月的时候是最好看的
但是到第二个月的时候就吸收很多了
感觉这个项目得三个月做一次 （像我这种喜欢夸张版本的）但是确实除了吸收快无任何缺点对我来说是这样的 ",,"https://wx2.sinaimg.cn/large/0071p4Noly1hvu05cwpahj31400u0ta8.jpg,https://wx3.sinaimg.cn/large/0071p4Noly1hvtzmwnq1dj30f40qower.jpg,https://wx1.sinaimg.cn/large/0071p4Noly1hvtzmq72dqj30k00zk0t8.jpg,https://wx3.sinaimg.cn/large/0071p4Noly1hvtzmy7pikj31hc0u0tc3.jpg,https://wx4.sinaimg.cn/large/0071p4Noly1hvu04rfen6j30u01hcdh8.jpg,https://wx4.sinaimg.cn/large/0071p4Noly1hvu1f2c8u5j30u01hcq56.jpg","https://f.video.weibocdn.com/o0/2WZWDXAjlx08jLpXEhVu010412002ixL0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732790119&ssig=JzISI42D%2Fc&KID=unistore,video",,2024-11-21T18:33:11,微博视频号,223,53,29,,,2024-11-21 18:33:11
5103520942133108	,P1tAW8WUY,"回复@Monstrous_moonshine:是我家
//@Monstrous_moonshine:回复@kkkkkkkkk0789:请问是哪家呀 谢谢仙女",,,,,2024-11-22T14:41:14,微博网页版,1,1,0,,"Monstrous_moonshine,Monstrous_moonshine,kkkkkkkkk0789",2024-11-22 14:41:14,False,6433682798,袁璟羽yu,5103216927443586	,P1lGAvepQ,"好多人问我卧蚕 无聊翻相册正好可以说一下
脂肪卧蚕唯一的缺点就是吸收太快了
已经是第二次做了 15天到一个月的时候是最好看的
但是到第二个月的时候就吸收很多了
感觉这个项目得三个月做一次 （像我这种喜欢夸张版本的）但是确实除了吸收快无任何缺点对我来说是这样的 ",,"https://wx2.sinaimg.cn/large/0071p4Noly1hvu05cwpahj31400u0ta8.jpg,https://wx3.sinaimg.cn/large/0071p4Noly1hvtzmwnq1dj30f40qower.jpg,https://wx1.sinaimg.cn/large/0071p4Noly1hvtzmq72dqj30k00zk0t8.jpg,https://wx3.sinaimg.cn/large/0071p4Noly1hvtzmy7pikj31hc0u0tc3.jpg,https://wx4.sinaimg.cn/large/0071p4Noly1hvu04rfen6j30u01hcdh8.jpg,https://wx4.sinaimg.cn/large/0071p4Noly1hvu1f2c8u5j30u01hcq56.jpg","https://f.video.weibocdn.com/o0/2WZWDXAjlx08jLpXEhVu010412002ixL0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732790119&ssig=JzISI42D%2Fc&KID=unistore,video",,2024-11-21T18:33:11,微博视频号,223,53,29,,,2024-11-21 18:33:11
5103520729009388	,P1tAABNKI,"宝宝恢复得好好哦！越来越漂亮啦！
 脂肪yz后存活率只有40%左右，成功存活之后基本就是一直存在啦~！
 像你喜欢夸张款卧蚕的人填的时候一定要多填，哈哈，还好我们都是包含2次填充的",,,,,2024-11-22T14:40:23,微博网页版,1,1,0,,,2024-11-22 14:40:23,False,6433682798,袁璟羽yu,5103216927443586	,P1lGAvepQ,"好多人问我卧蚕 无聊翻相册正好可以说一下
脂肪卧蚕唯一的缺点就是吸收太快了
已经是第二次做了 15天到一个月的时候是最好看的
但是到第二个月的时候就吸收很多了
感觉这个项目得三个月做一次 （像我这种喜欢夸张版本的）但是确实除了吸收快无任何缺点对我来说是这样的 ",,"https://wx2.sinaimg.cn/large/0071p4Noly1hvu05cwpahj31400u0ta8.jpg,https://wx3.sinaimg.cn/large/0071p4Noly1hvtzmwnq1dj30f40qower.jpg,https://wx1.sinaimg.cn/large/0071p4Noly1hvtzmq72dqj30k00zk0t8.jpg,https://wx3.sinaimg.cn/large/0071p4Noly1hvtzmy7pikj31hc0u0tc3.jpg,https://wx4.sinaimg.cn/large/0071p4Noly1hvu04rfen6j30u01hcdh8.jpg,https://wx4.sinaimg.cn/large/0071p4Noly1hvu1f2c8u5j30u01hcq56.jpg","https://f.video.weibocdn.com/o0/2WZWDXAjlx08jLpXEhVu010412002ixL0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732790119&ssig=JzISI42D%2Fc&KID=unistore,video",,2024-11-21T18:33:11,微博视频号,223,53,29,,,2024-11-21 18:33:11
5103178411151004	,P1kGt4PqA,"12月除每周日休诊外，韩国法定假日
圣诞节
也休诊哦~！
请提前安排好您的诊疗日程
21整形外科🏥，邀您重回21岁时的颜值巅峰。#韩国21整形外科##韩国21整形外科医院##李元##李元院长##韩振宇##韩振宇院长#韩国
整形
韩国整形
整形手术
韩国整形医院#韩国整形外科##韩国江南整形##新论岘整形#减肥
双下巴#双下巴吸脂##肌肉捆绑##颈阔肌提升##修复手术#整形修复#修复医院#医美
医美攻略#整容故事##真实案例##韩国旅游#整形医生#韩国整形医生##轮廓三件套##眼底脂肪重置#隆鼻
丰胸隆胸
韩国·신논현역 (Sinnonhyeon Station)",,"https://wx2.sinaimg.cn/large/008zVoHSgy1hvtw9xtojej30u00u0grn.jpg,https://wx1.sinaimg.cn/large/008zVoHSgy1hvtw9xu1kxj30u00u00xg.jpg,https://wx1.sinaimg.cn/large/008zVoHSgy1hvtw9xv75hj30u00u0ae3.jpg",,韩国·신논현역 (Sinnonhyeon Station),2024-11-21T16:00:08,微博网页版,1,2,0,"韩国21整形外科,韩国21整形外科医院,李元,李元院长,韩振宇,韩振宇院长,韩国整形外科,韩国江南整形,新论岘整形,双下巴吸脂,肌肉捆绑,颈阔肌提升,修复手术,修复医院,整容故事,真实案例,韩国旅游,韩国整形医生,轮廓三件套,眼底脂肪重置",,2024-11-21 16:00:08,True
5103164653306599	,P1kkhdScf,"韩国医美App#babitalk#真实反馈
本地人认可的医院
看看这流畅的下颌线
心动不如行动，抓紧时间预约吧~！
21整形外科🏥，邀您重回21岁时的颜值巅峰。#韩国21整形外科##韩国21整形外科医院##李元##李元院长##韩振宇##韩振宇院长#韩国
整形
韩国整形
整形手术
韩国整形医院#韩国整形外科##韩国江南整形##新论岘整形#男士整形
减肥
双下巴#双下巴吸脂##肌肉捆绑##颈阔肌提升##下颌线##修复手术#整形修复#修复医院#医美
医美攻略#整容故事##真实案例#韩国·신논현역 (Sinnonhyeon Station)",,https://wx1.sinaimg.cn/large/008zVoHSgy1hvtvd7zrv7j30u00u0qdd.jpg,,韩国·신논현역 (Sinnonhyeon Station),2024-11-21T15:05:28,微博网页版,1,1,0,"babitalk,韩国21整形外科,韩国21整形外科医院,李元,李元院长,韩振宇,韩振宇院长,韩国整形外科,韩国江南整形,新论岘整形,双下巴吸脂,肌肉捆绑,颈阔肌提升,下颌线,修复手术,修复医院,整容故事,真实案例",,2024-11-21 15:05:28,True
5103145959557132	,P1jQ7E6fi,"之前小姐姐来我院do项目拍的#vlog#，一直忘记发
大家#do脸#千万要找专业整形医生超话，哪怕是针剂类的#微整形#，普通ys和专业整形医生知识储备和实战经验都是不一样的，珍爱自己的脸哦！
想要#悄悄变美#做个#嘴唇玻尿酸#和瘦脸针超话足矣！
21整形外科🏥，邀您重回21岁时的颜值巅峰。#韩国21整形外科##韩国21整形外科医院##李元##李元院长#韩国
整形
韩国整形
整形手术
韩国整形医院#韩国整形外科##韩国江南整形##新论岘整形#丰唇
玻尿酸丰唇#韩国玻尿酸#玻尿酸#溶解酶##玻尿酸溶解酶##M唇#微整形
肉毒素#肉毒杆菌##修复手术#整形修复#修复医院#医美
医美攻略
韩国·신논현역 (Sinnonhyeon Station)
 
21整形外科的微博视频",,,"https://f.video.weibocdn.com/o0/Ny79auI0lx08jL9LmqX601041200mhqV0E010.mp4?label=mp4_ld&template=360x624.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732790121&ssig=kepgFhtGxh&KID=unistore,video",韩国·신논현역 (Sinnonhyeon Station),2024-11-21T13:51:11,微博视频号,1,1,0,"vlog,do脸,微整形,悄悄变美,嘴唇玻尿酸,韩国21整形外科,韩国21整形外科医院,李元,李元院长,韩国整形外科,韩国江南整形,新论岘整形,韩国玻尿酸,溶解酶,玻尿酸溶解酶,M唇,肉毒杆菌,修复手术,修复医院",,2024-11-21 13:51:11,True
5102825535176714	,P1bvjlIHo,"谁说年纪大的人没有变美的权利？
千万不要放弃自我，你可以变得更美、更年轻！
﻿
快年末了不知道送什么礼物
孝敬父母？下眼睑手术 可以考虑一下
带着父母一起来变美吧！
﻿#下眼睑手术#眼袋
去眼袋#韩国21整形外科##韩国21整形外科医院##李元##李元院长##韩振宇##韩振宇院长#韩国
整形
韩国整形
整形手术
韩国整形医院#韩国整形外科##韩国江南整形##新论岘整形#眼部整形
双眼皮
男士整形#男士双眼皮案例##修复手术#整形修复#修复医院#医美
医美攻略#整容故事##真实案例#韩国·신논현역 (Sinnonhyeon Station)",,"https://wx1.sinaimg.cn/large/008zVoHSgy1hvssbep7chj30u00u0tg2.jpg,https://wx1.sinaimg.cn/large/008zVoHSgy1hvssbeo6g1j30u00u07be.jpg",,韩国·신논현역 (Sinnonhyeon Station),2024-11-20T16:37:55,微博网页版,1,2,0,"下眼睑手术,韩国21整形外科,韩国21整形外科医院,李元,李元院长,韩振宇,韩振宇院长,韩国整形外科,韩国江南整形,新论岘整形,男士双眼皮案例,修复手术,修复医院,整容故事,真实案例",,2024-11-20 16:37:55,True
