id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105876784644308	,P2sSGjucc,每个人的命都不一样 我认识的男的都是找我要钱的想白嫖的都长得挺帅的 我朋友认识的男的都是为她花钱的对她认真的虽然每个都奇丑无比 ,,,,,2024-11-29T02:42:31,,3,4,0,,,2024-11-29 02:42:31,True
5105728534089398	,P2p1zh9Q2,"这种聊天的意义到底在哪里
 
互联网拜金女的微博视频
 ",,,"https://f.video.weibocdn.com/o0/R5pabsLtlx08jWwtDJ7y010412004GPa0E010.mp4?label=mp4_720p&template=720x1616.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732874610&ssig=UWnxlbMYU2&KID=unistore,video",,2024-11-28T16:53:25,微博视频号,1,6,0,,,2024-11-28 16:53:25,True
5105714343182916	,P2oEGdm1m,"最最最讨厌看到言论就是“有钱人再卖惨就惨死”“有钱人总是在无病呻吟”“有钱人穷两天就老实了”，每个人对幸福快乐的定义都不一样，每个人都会有烦恼，凭什么只能允许穷人卖惨，穷人对有钱人的钱和情绪都要有占有欲吗
 ",,,,,2024-11-28T15:57:01,,6,2,0,,,2024-11-28 15:57:01,True
5105577915056190	,P2l6Dldls,当一个人是你的好朋友的时候 她无论做多少坏事或者伤害你的事你都能接受并原谅 而当你与她不再是好朋友的时候 去掉好朋友的光环滤镜再回想她所有做过的坏事 都会让人觉得她得寸进尺低流下贱 ,,,,,2024-11-28T06:54:54,,11,0,0,,,2024-11-28 06:54:54,True
5105293530760355	,P2dHX3bNN,富贵我就淫，贫贱我就移，威武我就屈，色诱我就从，不打我就招，打我我就哭，有气我就生，有钱我就花，有逼我就装，饿了我就吃，渴了我就喝，困了我就睡，有活我不干，有苦我不吃。 ,,,,,2024-11-27T12:04:52,,13,0,0,,,2024-11-27 12:04:52,True
5105272144530241	,P2d9sj0wp,实在想不明白为什么有人会骂易梦玲 她素颜出镜来呼吁大家不要容貌焦虑 每次和粉丝合照都像好姐妹一样 对大家都很热情大方 事业心又强 📕刷到她的帖子评论区一定会有一堆骂她的女生 📕真的太厌女了 对美女永远都那么苛刻 对丑女永远都在捧杀 ,,,,,2024-11-27T10:39:53,,13,2,1,,,2024-11-27 10:39:53,True
5104819050644143	,P21mF2Hzp,男人给美女转帐就得大方一点 转的账不要连她每月定期维护美貌花钱的零头都不到 ,,,,,2024-11-26T04:39:27,,10,0,0,,,2024-11-26 04:39:27,True
5104803909468968	,P20YeDJji,"我这两年几乎总是每天躺在床上超过20小时 除了几次出去喝酒出去玩 感觉肌肉有点萎缩 柔韧性不好了 前两年还能很简单的做下腰一字马的动作 晚上突发奇想试一下已经很困难甚至很痛了
 ",,,,,2024-11-26T03:39:17,,6,2,0,,,2024-11-26 03:39:17,True
5104777053340827	,P20gVe16j,我不喜欢人机式的报备 比如“我到家了“、“我在上课”、“我在吃饭” 然后再配上一张图片 像在打卡一样 不回又不好意思 回又不知道回什么 聊缩力满满的 ,,,,,2024-11-26T01:52:34,,2,2,0,,,2024-11-26 01:52:34,True
5104238591476437	,P1Mgr6c5v,我看不得漂亮的女生身边是个又丑又穷还一无是处的男人 ,,,,,2024-11-24T14:12:55,,11,0,0,,,2024-11-24 14:12:55,True
5104132656726167	,P1JvzsdMz,真的不理解现在的小年轻 分手就和各种女孩喝酒上床 满足自己的报复性心理 我都觉得自己老了 16.7岁玩得真的好花 ,,,,,2024-11-24T07:11:58,,10,9,0,,,2024-11-24 07:11:58,True
5103805730916799	,P1B0h3Qv5,我特别磨蹭 每次要化妆出门就要提前四小时开始准备  敷面膜半小时 洗澡洗头半小时 卷头发半小时 化妆两小时 搭配衣服半小时 能让我这么精心打扮的人一定是TA上辈子拯救世界了 ,,,,,2024-11-23T09:32:53,,16,5,0,,,2024-11-23 09:32:53,True
5103628618304080	,P1woByQgM,别要求任何人要永远对你有爱有耐心 ,,,,,2024-11-22T21:49:06,,4,0,0,,,2024-11-22 21:49:06,True
5103557829461470	,P1uyqDHmm,现在网上流行的“唐”梗，看见什么抽象搞笑的都要说一句“唐完了”、“唐人街”，但这个梗是来源于唐氏综合征这个疾病，现在玩梗还要建立在患者的痛苦之上，真的非常恶劣低俗 ,,,,,2024-11-22T17:07:49,,8,3,0,,,2024-11-22 17:07:49,True
5103554324333340	,P1usMibiA,有的时候好想魂穿到男的身上体验一下操b到底多爽 ,,,,,2024-11-22T16:53:53,,13,0,2,,,2024-11-22 16:53:53,True
5103339302027584	,P1oRY8vsY,我看很多📕的女孩子发自己身高体重长相焦虑的帖子，评论区总有人评论“姐妹我懂你，因为我曾经也是绿茶”，“发出来其实就想让人夸你吧”，“凡尔赛”这些之类的话，我很反感这些言论，每个人对自己的要求高并没有任何问题，包括连迪丽热巴、钟欣潼等女明星都有容貌焦虑，更何况素人美女，这世界对女性敌意好大，连容貌焦虑都变成一种错,,,,,2024-11-22T02:39:28,,6,0,0,,,2024-11-22 02:39:28,True
5103299219426660	,P1nPjDyiU,"还有个叫小不丁的女主播我也很喜欢 她美得像狐狸 说话声音很好听 还很幽默 很有节目效果 刷了礼物就一口一个老婆的叫 特别甜
 ",,,,,2024-11-22T00:00:11,,2,2,0,,,2024-11-22 00:00:11,True
5103298414120987	,P1nO1hi3x,很喜欢看ally直播 不管弹幕问多少遍的问题她都会耐心回答 说话很温柔 还把自己整前照片大方展示出来 而且还经常送粉丝礼物 ,,,,,2024-11-21T23:56:59,,3,0,0,,,2024-11-21 23:56:59,True
5103228637414097	,P1lZtv6Kd,"现在连小医美作坊都有私密整形切小阴唇 到底谁敢去做 真的不怕感染吗
 ",,,,,2024-11-21T19:19:43,,3,0,0,,,2024-11-21 19:19:43,True
5102893422348983	,P1dgO9R4P,超反感在别人评论区下莫名其妙发自拍的人 感觉他们皮下是那种缺爱了在网上求偶聊骚的人 ,,,,,2024-11-20T21:07:42,,9,0,1,,,2024-11-20 21:07:42,True
5102672432595385	,P17wnaTb3,"我不由得感慨中国学生真的很惨，小时候总是听爸爸妈妈说“等到了大学就轻松自由了”，但是我身边的中国大学生总跟我抱怨“宿舍不好”、“学校不让外宿”、“ 要早晚自习”、“每天早上七八点就要起来”、“上课不能睡觉和玩手机”、“不让请假”，他们的压力真的很大，甚至有的连周末都得上课。有多少人好不容易从高中三年熬过来，以为到了大学能轻松多，结果大学也很累。甚至有的人还因为压力过大而得了精神疾病以及自杀，每年都有数百数千名学生因为学习压力而自杀，可是学校除了压住这件事以外并没有其他行动。
我出国后跟外国人吐槽中国的教育他们都震惊说“为什么早上七点就得起床上课 晚上那么晚才放学休息”，而且在国外老师们都很健谈友好开明，哪怕你只是初高中生你也能够谈恋爱染头发做美甲等，老师不仅不会骂你反而还会祝福你夸奖你，老师和学生是平等的，交流也会像是朋友一样轻松愉快。相反，中国的老师们看到你谈恋爱会拆散并威胁不分手让你退学，甚至有的学校还要求女生剪短发男生剃寸头，做美甲就更不用说了，老师学生之间是有壁的，老师永远是高高在上的，总是打骂学生叫家长，用成绩看人。
前三年中国颁布了一项双减政策，目的是为了减轻学习压力，然而学生们的学习压力越来越大，甚至听说连体重超标体育成绩还会被扣分（有些人肥胖并不是因为贪吃导致的）但是我们被灌输的理念是“差一分就会被几千个人超越”，但是体重跟成绩真的有关吗？
我也不明白为什么大学生也要军训，除了受苦受累以外并没有任何好处，既然已经是大学生那当然知道团结友爱这些道理，所以军训是用来干嘛呢？
唉…真希望哪一天中国也能向国外的教育体系学习一下，轻松有趣的学习氛围其实更能让学生们自主学习。",,,,,2024-11-20T06:29:34,,11,2,2,,,2024-11-20 06:29:34,True
5102660650795294	,P17dn3kTk,超级喜欢看甜甜的恋爱故事和视频 看了就会代入自己是女主 忍不住笑和脸红 感觉我根本不需要谈恋爱了 我只需要在脑海里幻想美好的爱情我就很满足很开心啦 ,,,,,2024-11-20T05:42:45,,3,3,0,,,2024-11-20 05:42:45,True
