id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106068114379096	,P2xRhincA,"【韩国ONYOO整形外科】
✔️您的皮肤没电了么?😭
快快快来ONYOO 💚充电一下哈
✅充电项目
1. 丽珠兰 黑盒/ 红盒
2. 乔雅登长效水光
3. JUVELOOK水光
4.瑞蓝瑞瑅水光
5. 艺人水光皮肤管理 
6. 黑醋换肤 皮脂管理
7. LIZNE 水光针 （性价比好） 
韩国·首尔
 
韩国ONYOO医院的微博视频
 ",,,"https://f.video.weibocdn.com/o0/a7GEU3Zolx08jY1aZ84U01041200c6oZ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732892280&ssig=JnJgtySWTk&KID=unistore,video",韩国·首尔,2024-11-29T15:22:47,微博视频号,0,0,0,,,2024-11-29 15:22:47,True
5106039298982507	,P2x6NBGL9,"【韩国ONYOO整形外科】
✅ONYOO整形开院1周年纪念
采访了安龙洙代表院长🎉🎉🎉
‘’为了来我医院问诊的所有患者，为了对得住大家对我的信任，
我每天都会尽全力做手术，今天也不例外‘’
🙏谢谢大家的关注！  
韩国
 
韩国ONYOO医院的微博视频
 ",,,"https://f.video.weibocdn.com/o0/5qmXzmdelx08jXTjpz4c01041200aLMJ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732892280&ssig=X1AICgVHbG&KID=unistore,video",韩国,2024-11-29T13:28:17,微博视频号,0,0,0,,,2024-11-29 13:28:17,True
5105683917704500	,P2nRBwki8,"【韩国ONYOO整形外科】
   给大家介绍一下哈，新来的眼鼻整形专家
👉Dr. 朴成训 
👉医疗哲学： 会带领您找到不仅完美而且最适合您的原生态美貌，
而不是单一的复制，毫无生机的外貌
✅简历：
整形外科专科医生
现 ONYOO整形外科医院院长
前 AB整形外科医院院长
前 普瑞美整形医院代表院长
翰林大学医科大学 医科大毕业
大韩整形外科学会 正式成员
大韩美容整形外科学会 正式会员
✅微信号： onyoo_ps#朴成训##朴成训院长##韩国整形##温唯整形外科# 
韩国ONYOO医院的微博视频",,,"https://f.video.weibocdn.com/o0/8diXECojlx08jWkkMHTi01041200bsoy0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732892281&ssig=eZgl%2Bc5lPa&KID=unistore,video",,2024-11-28T13:56:08,微博视频号,0,0,0,"朴成训,朴成训院长,韩国整形,温唯整形外科",,2024-11-28 13:56:08,True
5105236555860195	,P2ce3oAvh,"【韩国ONYOO整形外科】
👉主刀院长：Dr. 闵兵得
✅项目：额头缩小 13MM
✅麻醉方式：睡麻
✅手术时间：1~1.5个小时
✅拆线：术后第10天 ",,"https://wx3.sinaimg.cn/large/008zXtAigy1hw0hfesrujj30u00u0gq3.jpg,https://wx2.sinaimg.cn/large/008zXtAigy1hw0hfff6jaj30u00u0gq2.jpg,https://wx1.sinaimg.cn/large/008zXtAigy1hw0hffw2g4j30u00u042p.jpg,https://wx3.sinaimg.cn/large/008zXtAigy1hw0hfgb6j8j30gw0j675n.jpg,https://wx4.sinaimg.cn/large/008zXtAigy1hw0hfgtc6oj30qo0qon5g.jpg",,,2024-11-27T08:18:28,三星android智能手机,0,0,0,,,2024-11-27 08:18:28,True
5104580934766248	,P1VaBjZUY,"【韩国ONYOO整形外科】
✅ 韩国艺人最经常做的抗衰项目是？？
     11月非常推荐项目
👉 美版超声刀 300发~600发
👉 闵院长 额头缩小特价（4重固定秘诀）
👉 德国紧致针4cc 全脸
🥰这在热烈操作哈！！！快快快来约吧#首尔整容医院# #医美玻尿酸科普大会# 玻尿酸 #安龙洙院长# #韩国整形医院 # #苹果肌复位提升# #脂肪填充面部祛八字纹+丰苹果肌# #木偶纹如何消除?# #面部弹力# #面部松弛下垂#韩国整形#额头提升#卧蚕 # # #面部弹力#寻找特权模特##超声刀# 
韩国ONYOO医院的微博视频",,,"https://f.video.weibocdn.com/o0/MVcpAvr9lx08jRtltU7S010412006Hqc0E010.mp4?label=mp4_720p&template=720x900.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732892281&ssig=LomzaogyI2&KID=unistore,video",,2024-11-25T12:53:16,微博视频号,0,0,0,"首尔整容医院,医美玻尿酸科普大会,安龙洙院长,韩国整形医院 ,苹果肌复位提升,脂肪填充面部祛八字纹+丰苹果肌,木偶纹如何消除?,面部弹力,面部松弛下垂,额头提升, ,面部弹力",,2024-11-25 12:53:16,True
5103612957821368	,P1vZlwOH6,"【韩国ONYOO整形外科】
👉哇……这个星期过得超级快！
 为了对得住大家对我的信任，
我每天都会尽全力做手术，今天也不例外
谢谢！
🤩 Be yourself 
韩国ONYOO医院的微博视频
 ",,,"https://f.video.weibocdn.com/o0/WIDfaXcnlx08jNdchSGk010412006Iv90E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732892280&ssig=NKAYuW1aT%2F&KID=unistore,video",,2024-11-22T20:46:52,微博视频号,0,0,0,,,2024-11-22 20:46:52,True
5103611134872672	,P1vWpkrBu,"'笑容美丽，内心有范的人'  这就是她 
真喜欢您",,,,,2024-11-22T20:39:38,三星android智能手机,1,0,0,,,2024-11-22 20:39:38,False,5432705423,Mollyny,5103197661955472	,P1lbw8cHS,"找安院长做额头提升第4day,易肿体质 不出意外的脸都也肿了，今天去逛街咯 其实昨天也逛了，等消肿后看看效果吧@韩国ONYOO医院 @安龙洙 #生活手记# ",,"https://wx3.sinaimg.cn/large/005VF4R1gy1hvtyu6o1faj33402c0hdu.jpg,https://wx4.sinaimg.cn/large/005VF4R1gy1hvtyuetgb6j32c0340u0x.jpg,https://wx4.sinaimg.cn/large/005VF4R1gy1hvtz7wvudoj31sc1efqqb.jpg,https://wx3.sinaimg.cn/large/005VF4R1gy1hvtyut387cj33b04eo7wk.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F003sVYrggx08jLnOC50z0f0f0100lAti0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000GZplYgx08jLnRXZEH0f0f0100jpob0k01.mov,,2024-11-21T17:16:38,iPhone客户端,1,2,1,生活手记,"韩国ONYOO医院,安龙洙",2024-11-21 17:16:38
5103569482815398	,P1uRebOpE,"【韩国ONYOO整形外科】
👉项目： 大拉皮修复+颈部提升
额头提升修复+额头缩小+眼底
水光针4种
👉时间： 5个小时
不用住院/当天出院
👉体检（+）
👉术后第6~7天 ： 眼袋拆线
术后第10~11天 ： 额头缩小+大拉皮#首尔整容医院# #医美玻尿酸科普大会# 玻尿酸 #安龙洙院长# #韩国整形医院 # #苹果肌复位提升# #脂肪填充面部祛八字纹+丰苹果肌# #木偶纹如何消除?# #面部弹力# #面部松弛下垂#韩国整形#额头提升#卧蚕 # # #面部弹力# #面部松弛下垂##额头整形##额头缩小##玻尿酸##取出假体##人中缩小##安龙洙##安龙洙##额头提升##安多肽##隧道固定法##额头缩小疤痕#乔雅登#乔雅登##打卧蚕##卧蚕##玻尿酸##丽珠兰水光针##丽珠兰# 
韩国·首尔
 
韩国ONYOO医院的微博视频",,,"https://f.video.weibocdn.com/o0/mZyMhzvwlx08jN1kKaRi01041200HCAR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1732892282&ssig=i65WMWFMiG&KID=unistore,video",韩国·首尔,2024-11-22T17:54:07,微博视频号,0,0,0,"首尔整容医院,医美玻尿酸科普大会,安龙洙院长,韩国整形医院 ,苹果肌复位提升,脂肪填充面部祛八字纹+丰苹果肌,木偶纹如何消除?,面部弹力,面部松弛下垂,额头提升, ,面部弹力,面部松弛下垂,额头整形,额头缩小,玻尿酸,取出假体,人中缩小,安龙洙,安龙洙,额头提升,安多肽,隧道固定法,额头缩小疤痕,乔雅登,打卧蚕,卧蚕,玻尿酸,丽珠兰水光针,丽珠兰",,2024-11-22 17:54:07,True
5103510296727306	,P1tjLse4W,"【韩国ONYOO整形外科】
好消息好消息💌🎉🎉🎉
✅温唯整形外科医院于2024年被
👉江南区医疗观光中心👈评为接待外国患者最优秀的医院。
今后也会秉持初心，
努力成为的爱美人士们值得信赖的医院。🎉🎉🎉 
韩国
 
韩国ONYOO医院的微博视频
 ",,,"https://f.video.weibocdn.com/o0/EhpWQolxlx08jMLbqxTi010412003KqD0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732892280&ssig=zR4UNC0DEC&KID=unistore,video",韩国,2024-11-22T13:58:56,微博视频号,0,0,0,,,2024-11-22 13:58:56,True
5103192920556642	,P1l3S2kO6,"【韩国ONYOO整形外科】
ONYOO整形外科 新来的眼鼻整形专家
👉朴成训 院长
通过专家1:1面诊，定制最理想的方案
✅寻找公开真人模特
✅部分公开/全脸公开
👉24.11.21 正在开始啦！
👉活动即日起～按顺序截止
👉详情请咨询官方微信！
微信号： onyoo_ps 
韩国
 #寻找特权模特#",,"https://wx2.sinaimg.cn/large/008zXtAigy1hvtymrvn3mj31lt1lt4qq.jpg,https://wx1.sinaimg.cn/large/008zXtAigy1hvtymr9a09j30gl0gejtd.jpg",,韩国,2024-11-21T16:57:47,微博网页版,1,0,0,寻找特权模特,,2024-11-21 16:57:47,True
