id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106092068046930	,P2ytUxLnc,你自己看看，你夸我是真心的吗。//@寒冷的盐:透彻的，一针见血的，逻辑性超强的（我的牛仔裤和卫衣来吧来吧伸手.jpg,,,,,2024-11-29T16:57:58,摸鱼邻居iPhone客户端,8,6,2,,寒冷的盐,2024-11-29 16:57:58,False,1840483562,蹦蹦跳跳的阿龙,5106084060856874	,P2yh03AUy,"今天优衣库新疆棉的事情又上热搜了，这让我想到了很多事。
我想起当年出这事儿的时候很多明星，包括很多企业，乃至消费者，都是有骨气的，有的直接取消了合作，有的甚至是赔钱中止联名，很多消费者都停止了对他们消费。
事实证明，这是有用的，很多品牌就是下滑非常厉害。
因为这个事情不复杂，就是经济战争下对我们的人纯纯抹黑，在我们头上拉屎。
很多人觉得这事儿是爱国问题，我一直认为不是，因为就这事儿和爱国不爱国都没关系，没有一点关系，更准确点说就是他煞笔关系到你作为一个人，你有没有最后的尊严感，有没有自尊心的问题。
就像我不消费这些辱华品牌，我也坚决不消费很多国货品牌，因为我觉得他们试图一边挣我钱，一边愚弄我，我作为一个人，我感受到了强烈的侮辱。
这个世界上有自尊心的人有很多，但同样没有的也很多。
就比如我是不太信什么体育竞技那一套吹的精神的，我觉得那玩意儿吹的什么不屈不挠压根就扯淡。
赢金牌我觉得很有面，说明我们技术实力强，金牌数量多说明是体育大国。
但至于体育精神md听都不想听，这东西经不起推敲，根本不信这一套，这事情喝做生意，上班也没啥太多区别。
什么体育精神，荣誉感之类的，当然觉可以说有，不是说一点都没，你也可以有很多高大上，令人热血沸腾的解释，但我觉得如果这东西真的存在，那最底层的基石是一样的，就是「骨气」。
如果一个人连骨气都没有，就不用培养什么体育精神了，没有的，聊这些东西就很空洞，无非是生意，是任务罢了。
我觉得我是做不出这种事情的，你在我头上拉屎，羞辱我，我还拿你赞助，穿着你去展现体育精神，就这逼玩意儿，堪比胯下之辱。
我不是在讽刺某些部门的意思，没这意思、我只是想到了就这么个事情。就觉得很新奇，部门领导，带着全部门同事，去给人做狗，这事儿放在任何职场，都挺炸裂的，哈哈。
写到这里我突然又想到了一个事情。
前几天看到这么多人骂吴，说他擦边啥的，我看他最好笑的一条是说他有辱体育精神。
你把这些事情，事儿放一起看，就会觉得特别滑稽，听了都想笑。",,,,,2024-11-29T16:26:09,摸鱼邻居iPhone客户端,123,35,12,,,2024-11-29 16:26:09
5106084060856874	,P2yh03AUy,"今天优衣库新疆棉的事情又上热搜了，这让我想到了很多事。
我想起当年出这事儿的时候很多明星，包括很多企业，乃至消费者，都是有骨气的，有的直接取消了合作，有的甚至是赔钱中止联名，很多消费者都停止了对他们消费。
事实证明，这是有用的，很多品牌就是下滑非常厉害。
因为这个事情不复杂，就是经济战争下对我们的人纯纯抹黑，在我们头上拉屎。
很多人觉得这事儿是爱国问题，我一直认为不是，因为就这事儿和爱国不爱国都没关系，没有一点关系，更准确点说就是他煞笔关系到你作为一个人，你有没有最后的尊严感，有没有自尊心的问题。
就像我不消费这些辱华品牌，我也坚决不消费很多国货品牌，因为我觉得他们试图一边挣我钱，一边愚弄我，我作为一个人，我感受到了强烈的侮辱。
这个世界上有自尊心的人有很多，但同样没有的也很多。
就比如我是不太信什么体育竞技那一套吹的精神的，我觉得那玩意儿吹的什么不屈不挠压根就扯淡。
赢金牌我觉得很有面，说明我们技术实力强，金牌数量多说明是体育大国。
但至于体育精神md听都不想听，这东西经不起推敲，根本不信这一套，这事情喝做生意，上班也没啥太多区别。
什么体育精神，荣誉感之类的，当然觉可以说有，不是说一点都没，你也可以有很多高大上，令人热血沸腾的解释，但我觉得如果这东西真的存在，那最底层的基石是一样的，就是「骨气」。
如果一个人连骨气都没有，就不用培养什么体育精神了，没有的，聊这些东西就很空洞，无非是生意，是任务罢了。
我觉得我是做不出这种事情的，你在我头上拉屎，羞辱我，我还拿你赞助，穿着你去展现体育精神，就这逼玩意儿，堪比胯下之辱。
我不是在讽刺某些部门的意思，没这意思、我只是想到了就这么个事情。就觉得很新奇，部门领导，带着全部门同事，去给人做狗，这事儿放在任何职场，都挺炸裂的，哈哈。
写到这里我突然又想到了一个事情。
前几天看到这么多人骂吴，说他擦边啥的，我看他最好笑的一条是说他有辱体育精神。
你把这些事情，事儿放一起看，就会觉得特别滑稽，听了都想笑。",,,,,2024-11-29T16:26:09,摸鱼邻居iPhone客户端,123,35,12,,,2024-11-29 16:26:09,True
5106037744993897	,P2x4ikX8J,摸鱼剪了个很日系男的发型，我喜欢，好帅。 ,,,,,2024-11-29T13:22:06,摸鱼邻居iPhone客户端,79,34,0,,,2024-11-29 13:22:06,True
5106031963410363	,P2wUYejbR,"#羽绒服敢卖199赌的就是你不懂#现在扯这种事真的没意义了，半年前羽绒服打着反季清仓的幌子，其实整个市场上基本都是假货，你只要在直播间，或者是什么批发市场里买到的，就不存在争议。
