id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5104661696611285	,P1XgRrJTD,//@保佑双鄂完美:转发微博,,,,,2024-11-25T18:14:11,iPhone客户端,1,1,0,,保佑双鄂完美,2024-11-25 18:14:11,False,1101590502,Fashion热家居,5104341037615791	,P1OVFvXdl,转赞菩萨，诸邪退散，好运伴随。🙏 ,,https://wx4.sinaimg.cn/large/41a8efe6gy1hvwggg1x1vj20j60pf12u.jpg,,,2024-11-24T21:00:00,微博网页版,29,3,21,,,2024-11-24 21:00:00
5104634643612600	,P1Wzef9NK,"想去磨眉骨 peek假体摘了以后骨吸收两遍眉骨不对称
国内问下来 朱海杰能做 ",,,,,2024-11-25T16:26:41,iPhone客户端,2,3,0,,,2024-11-25 16:26:41,True
